종목명,현재가,전일비,등락률,거래량,거래대금,market,code
샘표식품,"28,750",하락450,-1.54%,"13,658",,KOSPI,248170
남선알미늄,"1,017",하락5,-0.49%,"199,713",,KOSPI,008350
태경비케이,"4,750",하락40,-0.84%,"71,422",,KOSPI,014580
코스맥스비티아이,"13,640",하락20,-0.15%,"16,856",,KOSPI,044820
ACE 미국빅테크TOP7 Plus레버리지(합성),"41,990","상승2,185",+5.49%,"61,525",,KOSPI,465610
삼성제약,"1,373",하락2,-0.15%,"294,887",,KOSPI,001360
TIMEFOLIO 코스피액티브,"13,745",상승115,+0.84%,"79,791",,KOSPI,385720
TIGER 미국AI전력SMR,"7,855",상승140,+1.81%,"1,156,149",,KOSPI,0123G0
신영와코루,"14,280",상승180,+1.28%,"5,531",,KOSPI,005800
파워 종합채권(AA-이상)액티브,"101,010",상승355,+0.35%,1,,KOSPI,498180
키다리스튜디오,"3,460",하락30,-0.86%,"61,801",,KOSPI,020120
유니퀘스트,"5,930",보합0,0.00%,"59,690",,KOSPI,077500
HANARO 200TR,"71,140",상승405,+0.57%,"1,243",,KOSPI,332930
KODEX 성장주,"22,075",상승15,+0.07%,"2,099",,KOSPI,325010
하나 레버리지 반도체 ETN,"51,160","상승1,400",+2.81%,45,,KOSPI,700028
신흥,"13,420",하락10,-0.07%,"5,503",,KOSPI,004080
KoAct K수출핵심기업TOP30액티브,"11,770",하락20,-0.17%,"1,364,519",,KOSPI,0074K0
HDC현대EP,"3,975",하락70,-1.73%,"44,596",,KOSPI,089470
동부건설,"5,520",하락50,-0.90%,"37,632",,KOSPI,005960
미래에셋 레버리지 코스피200 선물 ETN,"63,320",상승655,+1.05%,"3,153",,KOSPI,520054
TIGER 반도체TOP10레버리지,"13,400",상승410,+3.16%,"2,070,135",,KOSPI,488080
동방,"2,635",하락35,-1.31%,"153,362",,KOSPI,004140
TIGER 국고채30년스트립액티브,"53,325",상승635,+1.21%,"33,359",,KOSPI,451530
티와이홀딩스,"2,500",하락5,-0.20%,"20,108",,KOSPI,363280
한국수출포장,"3,150",상승10,+0.32%,"68,662",,KOSPI,002200
현대리바트,"6,130",하락90,-1.45%,"149,457",,KOSPI,079430
KODEX 배당가치,"18,500",상승130,+0.71%,"12,058",,KOSPI,325020
한솔홀딩스,"3,065",하락15,-0.49%,"67,168",,KOSPI,004150
아주스틸,"3,240",하락90,-2.70%,"24,725",,KOSPI,139990
하나 Solactive 2X US Tech Top 10 ETN(H),"125,480",보합0,0.00%,0,,KOSPI,700023
TIGER 2차전지TOP10레버리지,"1,380",상승3,+0.22%,"4,973,619",,KOSPI,412570
TIGER BBIG,"7,025",하락105,-1.47%,"79,883",,KOSPI,364960
ACE 중국본토CSI300,"34,385",상승135,+0.39%,"18,621",,KOSPI,168580
PLUS 국공채머니마켓액티브,"51,930",상승5,+0.01%,307,,KOSPI,491230
경동도시가스,"21,200",상승50,+0.24%,"8,645",,KOSPI,267290
한투 S&P500 선물 ETN,"24,960",상승245,+0.99%,"3,232",,KOSPI,570050
HANARO 25-12 은행채(AA+이상)액티브,"10,355",보합0,0.00%,"1,496",,KOSPI,489570
HK 26-12 회사채(AA-이상)액티브,"102,890",보합0,0.00%,0,,KOSPI,0000Y0
RISE 중기우량회사채,"106,240",하락45,-0.04%,946,,KOSPI,136340
일신석재,"1,599",상승19,+1.20%,"471,361",,KOSPI,007110
제일파마홀딩스,"7,720",하락80,-1.03%,"2,997",,KOSPI,002620
태림포장,"1,735",하락30,-1.70%,"41,908",,KOSPI,011280
유한양행우,"103,600",상승300,+0.29%,"2,379",,KOSPI,000105
아시아나IDT,"11,020",하락80,-0.72%,"2,994",,KOSPI,267850
DKME,515,보합0,0.00%,0,,KOSPI,015590
TIGER 미국AI소프트웨어TOP4Plus,"10,210",상승310,+3.13%,"133,539",,KOSPI,0102A0
KTcs,"2,845",하락25,-0.87%,"170,074",,KOSPI,058850
TIGER AI반도체핵심공정,"11,080",상승410,+3.84%,"769,266",,KOSPI,471760
TIGER 글로벌AI플랫폼액티브,"13,530",상승60,+0.45%,"7,611",,KOSPI,412770
조선선재,"95,800",하락400,-0.42%,"2,476",,KOSPI,120030
세원정공,"12,020",하락180,-1.48%,"11,730",,KOSPI,021820
TIGER 미국다우존스30,"33,345",하락65,-0.19%,"26,385",,KOSPI,245340
KIWOOM 단기자금,"104,030",하락5,0.00%,"16,896",,KOSPI,130730
유니켐,"1,285",하락22,-1.68%,"238,840",,KOSPI,011330
AK홀딩스,"8,990",보합0,0.00%,"5,652",,KOSPI,006840
HS화성,"11,730",상승30,+0.26%,"10,254",,KOSPI,002460
인바이오젠,"11,810",하락140,-1.17%,"10,515",,KOSPI,101140
삼성 레버리지 은 선물 ETN(H),"39,540","상승2,250",+6.03%,"22,727",,KOSPI,530061
TIGER 국채3년,"105,615",하락20,-0.02%,"4,441",,KOSPI,114820
경동인베스트,"50,000",하락300,-0.60%,"3,976",,KOSPI,012320
TIGER 차이나반도체FACTSET,"9,110",상승55,+0.61%,"250,346",,KOSPI,396520
삼성출판사,"11,740",하락230,-1.92%,"35,784",,KOSPI,068290
KODEX 28-12 회사채(AA-이상)액티브,"9,980",상승10,+0.10%,"30,113",,KOSPI,0119H0
금호에이치티,532,하락2,-0.37%,"183,063",,KOSPI,214330
TIGER 미국S&P500배당귀족,"12,805",하락100,-0.77%,"43,232",,KOSPI,429000
경인양행,"2,780",하락20,-0.71%,"53,912",,KOSPI,012610
극동유화,"3,305",하락40,-1.20%,"90,588",,KOSPI,014530
삼성공조,"14,150",상승40,+0.28%,"86,566",,KOSPI,006660
페이퍼코리아,645,하락24,-3.59%,"31,878",,KOSPI,001020
티에이치엔,"6,350",하락70,-1.09%,"449,974",,KOSPI,019180
KODEX 미국나스닥100선물(H),"28,170",상승475,+1.72%,"6,466",,KOSPI,304940
한투 코스피 양매도 5% OTM ETN,"7,605",보합0,0.00%,0,,KOSPI,570019
TIGER 미디어컨텐츠,"5,290",하락120,-2.22%,"324,698",,KOSPI,228810
인천도시가스,"26,000",하락200,-0.76%,"5,027",,KOSPI,034590
HANARO Fn조선해운,"29,515",하락560,-1.86%,"62,103",,KOSPI,441540
종근당바이오,"20,700",하락300,-1.43%,"5,941",,KOSPI,063160
크라운제과,"9,060",하락90,-0.98%,"9,124",,KOSPI,264900
현대약품,"3,545",보합0,0.00%,"83,745",,KOSPI,004310
ACE AI반도체포커스,"23,655",상승360,+1.55%,"381,117",,KOSPI,469150
SOL CD금리&머니마켓액티브,"50,110",상승5,+0.01%,"87,746",,KOSPI,497880
TIMEFOLIO 미국S&P500액티브,"27,350",상승605,+2.26%,"61,853",,KOSPI,426020
한일철강,"4,200",상승5,+0.12%,"28,178",,KOSPI,002220
KODEX K원자력SMR,"10,235",상승235,+2.35%,"748,635",,KOSPI,0098F0
키움 레버리지 조선TOP10 ETN,"111,475","하락5,975",-5.09%,"1,167",,KOSPI,760016
벽산,"1,667",하락40,-2.34%,"153,719",,KOSPI,007210
현대코퍼레이션홀딩스,"12,240",상승140,+1.16%,"6,448",,KOSPI,227840
수산세보틱스,"1,785",상승6,+0.34%,"184,142",,KOSPI,017550
TIGER 미국S&P500동일가중,"11,580",상승20,+0.17%,"17,762",,KOSPI,488500
RISE 수소경제테마,"16,570",상승50,+0.30%,"58,735",,KOSPI,367770
KODEX 미국S&P500데일리커버드콜OTM,"9,910",상승75,+0.76%,"148,588",,KOSPI,0005A0
RISE 대형고배당10TR,"34,100",상승350,+1.04%,"30,885",,KOSPI,315960
디와이,"4,210",하락55,-1.29%,"71,497",,KOSPI,013570
SOL 의료기기소부장Fn,"10,160",하락205,-1.98%,"39,198",,KOSPI,464610
삼성 레버리지 금 선물 ETN(H),"110,720","상승4,300",+4.04%,"4,094",,KOSPI,530055
1Q 중단기회사채(A-이상)액티브,"49,860",하락40,-0.08%,"8,950",,KOSPI,0052T0
대창,"1,209",하락11,-0.90%,"292,094",,KOSPI,012800
우신시스템,"6,000",하락40,-0.66%,"35,425",,KOSPI,017370
대영포장,"1,012",하락3,-0.30%,"185,957",,KOSPI,014160
한국무브넥스,"3,600",하락85,-2.31%,"87,538",,KOSPI,010100
STX,"3,530",보합0,0.00%,0,,KOSPI,011810
에이프로젠바이오로직스,550,상승5,+0.92%,"162,226",,KOSPI,003060
마이티 26-09 특수채(AAA)액티브,"107,235",상승15,+0.01%,4,,KOSPI,465780
BNK 26-06 특수채(AAA이상)액티브,"51,455",상승5,+0.01%,14,,KOSPI,495710
삼익악기,"1,196",하락2,-0.17%,"121,867",,KOSPI,002450
메리츠 미국채30년 ETN(H),"7,730",상승30,+0.39%,82,,KOSPI,610037
신한 인버스2X 천연가스 선물 ETN B,"21,635","상승1,280",+6.29%,"212,485",,KOSPI,500096
TIGER 차이나CSI300레버리지(합성),"25,710",상승185,+0.72%,"7,173",,KOSPI,204480
휴니드,"7,630",상승120,+1.60%,"80,036",,KOSPI,005870
두올,"3,755",하락25,-0.66%,"89,953",,KOSPI,016740
KODEX 코리아배당성장채권혼합,"14,450",상승20,+0.14%,"45,432",,KOSPI,237370
HLB글로벌,"2,100",상승5,+0.24%,"83,488",,KOSPI,003580
KODEX iShares미국하이일드액티브,"11,920",하락10,-0.08%,"120,621",,KOSPI,468380
TIGER 글로벌AI&로보틱스 INDXX,"14,195",상승135,+0.96%,"41,017",,KOSPI,464310
TIGER 여행레저,"3,340",하락90,-2.62%,"643,305",,KOSPI,228800
RISE 코스닥150,"14,700",하락50,-0.34%,"16,994",,KOSPI,270810
RISE 2차전지TOP10인버스(합성),"26,305",하락140,-0.53%,"508,093",,KOSPI,465350
광전자,"1,813",하락57,-3.05%,"45,154",,KOSPI,017900
동남합성,"30,000",상승150,+0.50%,"1,010",,KOSPI,023450
KB 레버리지 나스닥 100 ETN,"34,945","상승1,165",+3.45%,"1,050",,KOSPI,580015
메리츠 3X 레버리지 국채30년 ETN,"52,350","상승1,365",+2.68%,"11,015",,KOSPI,610061
미래에셋글로벌리츠,"2,635",상승5,+0.19%,"23,099",,KOSPI,396690
SK우,"183,800","하락1,900",-1.02%,"2,606",,KOSPI,03473K
TIGER 미국S&P500선물(H),"70,280",상승670,+0.96%,"2,726",,KOSPI,143850
KODEX 미국10년국채선물,"12,770",하락25,-0.20%,"82,091",,KOSPI,308620
황금에스티,"6,080",하락30,-0.49%,"16,868",,KOSPI,032560
SOL 화장품TOP3플러스,"12,920",하락225,-1.71%,"298,273",,KOSPI,0008T0
PLUS 자사주매입고배당주,"10,320",하락10,-0.10%,"553,827",,KOSPI,0098N0
SOL 미국TOP5채권혼합40 Solactive,"15,145",상승105,+0.70%,"83,397",,KOSPI,447620
TIGER 리츠부동산인프라TOP10액티브,"10,290",하락10,-0.10%,"53,840",,KOSPI,0086B0
화승코퍼레이션,"2,050",하락40,-1.91%,"58,060",,KOSPI,013520
HANARO 27-06 회사채(AA-이상)액티브,"10,000",하락10,-0.10%,4,,KOSPI,0091M0
와이투솔루션,"2,795",상승5,+0.18%,"109,495",,KOSPI,011690
KODEX 헬스케어,"21,240",하락385,-1.78%,"120,469",,KOSPI,266420
신한 WTI원유 선물 ETN,"10,195",상승40,+0.39%,742,,KOSPI,500099
RISE 메타버스,"7,170",보합0,0.00%,"8,052",,KOSPI,401170
RISE 고배당,"19,250",상승155,+0.81%,"36,811",,KOSPI,266160
KODEX 미국S&P500변동성확대시커버드콜,"10,985",상승120,+1.10%,"6,957",,KOSPI,0089C0
KC코트렐,918,보합0,0.00%,0,,KOSPI,119650
TIGER 레버리지,"38,575",상승475,+1.25%,"338,704",,KOSPI,123320
화천기계,"4,535",하락65,-1.41%,"283,392",,KOSPI,010660
파워 200,"55,195",상승390,+0.71%,"10,504",,KOSPI,152870
크라운해태홀딩스,"6,660",하락70,-1.04%,"18,746",,KOSPI,005740
1Q 미국나스닥100미국채혼합50액티브,"10,495",상승65,+0.62%,"270,527",,KOSPI,0111P0
두산퓨얼셀1우,"7,340",상승50,+0.69%,"17,177",,KOSPI,33626K
제이준코스메틱,"11,550",하락530,-4.39%,"43,937",,KOSPI,025620
ACE 원자력TOP10,"39,005","상승1,100",+2.90%,"61,300",,KOSPI,433500
CJ씨푸드,"2,710",하락30,-1.09%,"702,224",,KOSPI,011150
엔케이,"1,234",하락8,-0.64%,"1,986,234",,KOSPI,085310
KODEX 미국나스닥AI테크액티브,"19,625",상승910,+4.86%,"43,535",,KOSPI,411420
ACE 미국30년국채엔화노출액티브(H),"8,985",상승5,+0.06%,"111,390",,KOSPI,476750
성창기업지주,"1,391",하락7,-0.50%,"39,298",,KOSPI,000180
한신공영,"8,360",하락100,-1.18%,"41,936",,KOSPI,004960
삼원강재,"2,415",상승45,+1.90%,"53,881",,KOSPI,023000
KODEX TRF5050,"17,525",상승80,+0.46%,"42,821",,KOSPI,329660
DRB동일,"4,835",보합0,0.00%,"6,417",,KOSPI,004840
HL D&I,"2,545",하락50,-1.93%,"74,674",,KOSPI,014790
영보화학,"4,815",상승195,+4.22%,"251,204",,KOSPI,014440
ACE 11월만기자동연장회사채AA-이상액티브,"10,760",보합0,0.00%,938,,KOSPI,473440
RISE 코스닥150선물레버리지,"11,940",하락105,-0.87%,"48,601",,KOSPI,278240
한신기계,"2,955",보합0,0.00%,"93,403",,KOSPI,011700
RISE 미국배당100데일리고정커버드콜,"8,865",하락20,-0.23%,"216,619",,KOSPI,490600
RISE ESG사회책임투자,"21,205",상승170,+0.81%,"12,796",,KOSPI,290130
동일고무벨트,"6,860",하락90,-1.29%,"57,505",,KOSPI,163560
KTis,"2,730",하락10,-0.36%,"37,426",,KOSPI,058860
세이브존I&C,"2,310",하락10,-0.43%,"43,619",,KOSPI,067830
한투 레버리지 금 선물 ETN,"94,775","상승4,260",+4.71%,"1,188",,KOSPI,570059
신일전자,"1,333",상승8,+0.60%,"235,703",,KOSPI,002700
SOL 국제금,"12,945",상승240,+1.89%,"216,750",,KOSPI,0066W0
동일산업,"38,900",보합0,0.00%,963,,KOSPI,004890
NI스틸,"3,295",하락85,-2.51%,"77,379",,KOSPI,008260
아남전자,"1,215",상승1,+0.08%,"116,551",,KOSPI,008700
진흥기업,642,하락6,-0.93%,"260,623",,KOSPI,002780
한국특강,"1,528",하락1,-0.07%,"37,951",,KOSPI,007280
인지컨트롤스,"5,860",하락40,-0.68%,"17,547",,KOSPI,023800
휴비스,"2,680",하락25,-0.92%,"30,803",,KOSPI,079980
TIGER 현대차그룹+펀더멘털,"37,855",상승35,+0.09%,"24,934",,KOSPI,138540
제일연마,"9,360",하락10,-0.11%,"1,902",,KOSPI,001560
씨케이솔루션,"8,380",상승490,+6.21%,"120,048",,KOSPI,480370
RISE 미국AI밸류체인TOP3Plus,"17,040",상승530,+3.21%,"17,750",,KOSPI,485690
SK이노베이션우,"72,900","하락2,200",-2.93%,"16,052",,KOSPI,096775
NH프라임리츠,"4,875",하락10,-0.20%,"110,601",,KOSPI,338100
RISE 플랫폼테마,"7,125",하락30,-0.42%,"8,905",,KOSPI,427120
SOL 자동차TOP3플러스,"13,120",상승170,+1.31%,"58,147",,KOSPI,466930
RISE IT플러스,"22,510",상승255,+1.15%,"4,792",,KOSPI,326240
TP,"1,768",하락3,-0.17%,"395,165",,KOSPI,007980
팜스코,"2,460",하락10,-0.40%,"8,791",,KOSPI,036580
CS홀딩스,"78,200",상승700,+0.90%,843,,KOSPI,000590
태경케미컬,"7,780",상승30,+0.39%,"15,898",,KOSPI,006890
조흥,"150,400",상승400,+0.27%,25,,KOSPI,002600
국제약품,"4,240",상승5,+0.12%,"60,811",,KOSPI,002720
SOL 팔란티어미국채커버드콜혼합,"11,725",상승155,+1.34%,"399,744",,KOSPI,0040X0
부국증권우,"29,800",상승100,+0.34%,499,,KOSPI,001275
신한 레버리지 코스닥 150 선물 ETN,"35,690",하락50,-0.14%,"10,545",,KOSPI,500071
신한 레버리지 S&P500 선물 ETN,"44,565",상승775,+1.77%,"1,968",,KOSPI,500050
SOL 미국S&P500ESG,"19,355",상승70,+0.36%,"27,465",,KOSPI,399110
HANARO 종합채권(AA-이상)액티브,"109,370",상승70,+0.06%,30,,KOSPI,461500
TIGER 200선물레버리지,"29,675",상승375,+1.28%,"948,538",,KOSPI,267770
ACE 미국반도체데일리타겟커버드콜(합성),"11,710",상승245,+2.14%,"43,238",,KOSPI,480040
KODEX 메타버스액티브,"7,550",하락40,-0.53%,"27,183",,KOSPI,401470
대림바스,"5,290",상승170,+3.32%,"77,269",,KOSPI,005750
신한 S&P500 VIX S/T 선물 ETN E,"14,675",하락905,-5.81%,"2,358",,KOSPI,500095
TIGER 인터넷TOP10,"4,670",하락70,-1.48%,"700,198",,KOSPI,365000
PLUS 코스피TR,"21,465",상승175,+0.82%,723,,KOSPI,328370
진양산업,"6,740",하락50,-0.74%,"45,273",,KOSPI,003780
사조오양,"9,220",하락30,-0.32%,"8,793",,KOSPI,006090
삼호개발,"3,600",하락5,-0.14%,"39,433",,KOSPI,010960
TIMEFOLIO K컬처액티브,"10,820",하락180,-1.64%,"52,838",,KOSPI,410870
SOL K방산,"24,005",하락65,-0.27%,"174,618",,KOSPI,490480
인스코비,685,상승1,+0.15%,"248,697",,KOSPI,006490
TIGER 미국나스닥바이오,"30,760",상승150,+0.49%,"45,834",,KOSPI,203780
PLUS 미국S&P500(H),"26,835",상승280,+1.05%,"10,071",,KOSPI,269540
RISE AI반도체TOP10,"15,455",상승460,+3.07%,"94,195",,KOSPI,0093A0
태양금속,"2,320",하락95,-3.93%,"434,140",,KOSPI,004100
GS우,"47,650",하락850,-1.75%,"9,835",,KOSPI,078935
KODEX 글로벌비만치료제TOP2 Plus,"11,475",하락105,-0.91%,"64,072",,KOSPI,476070
HANARO CAPEX설비투자iSelect,"30,830",상승345,+1.13%,"4,867",,KOSPI,454320
PLUS 신흥국MSCI(합성 H),"12,090",상승145,+1.21%,"16,095",,KOSPI,195980
KB 레버리지 S&P 500 선물 ETN(H),"21,020",상승410,+1.99%,"1,052",,KOSPI,580016
KODEX WTI원유선물(H),"13,520",상승55,+0.41%,"316,427",,KOSPI,261220
N2 월간 레버리지 방위산업 Top5 ETN,"83,510","상승1,360",+1.66%,131,,KOSPI,550092
동방아그로,"6,120",상승20,+0.33%,897,,KOSPI,007590
RISE 미국휴머노이드로봇,"15,495",상승270,+1.77%,"77,196",,KOSPI,0036R0
무림페이퍼,"1,989",하락16,-0.80%,"52,696",,KOSPI,009200
한국내화,"2,000",하락35,-1.72%,"25,909",,KOSPI,010040
KODEX TDF2040액티브,"15,040",상승40,+0.27%,"47,470",,KOSPI,433980
RISE 미국S&P500(H),"16,045",상승150,+0.94%,"33,698",,KOSPI,453330
KODEX 국채선물10년,"69,055",상승145,+0.21%,"5,150",,KOSPI,152380
ACE 8월만기자동연장회사채AA-이상액티브,"10,610",보합0,0.00%,115,,KOSPI,475280
동인기연,"13,090",하락70,-0.53%,"3,734",,KOSPI,111380
삼부토건,347,보합0,0.00%,0,,KOSPI,001470
KODEX K조선TOP10,"9,115",하락165,-1.78%,"835,872",,KOSPI,0115D0
한투 인버스 2X 코스닥150선물 ETN,"3,960",상승35,+0.89%,"99,995",,KOSPI,570082
키움 레버리지 반도체TOP10 ETN,"31,600","상승1,230",+4.05%,"79,033",,KOSPI,760013
모나리자,"2,155",하락45,-2.05%,"92,562",,KOSPI,012690
KIWOOM 미국S&P500,"19,670",상승145,+0.74%,"5,006",,KOSPI,449770
ACE 미국30년국채선물레버리지(합성 H),"5,745",상승50,+0.88%,"27,411",,KOSPI,452250
삼성 인버스 2X 천연가스 선물 ETN D,"19,575","상승1,195",+6.50%,"218,647",,KOSPI,530136
아모레퍼시픽홀딩스우,"12,150",하락440,-3.49%,"22,891",,KOSPI,002795
KODEX TRF7030,"21,065",상승115,+0.55%,"29,137",,KOSPI,329670
SG글로벌,"1,725",하락5,-0.29%,"192,368",,KOSPI,001380
신송홀딩스,"6,530",하락140,-2.10%,"33,573",,KOSPI,006880
ACE 포스코그룹포커스,"5,630",상승15,+0.27%,"284,411",,KOSPI,469170
TIGER 중국소비테마,"7,315",하락160,-2.14%,"45,791",,KOSPI,150460
ACE 단기채권알파액티브,"111,750",상승15,+0.01%,753,,KOSPI,440640
부산산업,"72,700",보합0,0.00%,"2,826",,KOSPI,011390
대현,"1,728",상승13,+0.76%,"41,697",,KOSPI,016090
덕성,"4,865",상승10,+0.21%,"39,802",,KOSPI,004830
IHQ,"10,760",보합0,0.00%,0,,KOSPI,003560
ACE 주주환원가치주액티브,"14,935",하락100,-0.67%,"15,570",,KOSPI,447430
TIGER 차이나바이오테크SOLACTIVE,"9,125",하락20,-0.22%,"61,050",,KOSPI,371470
인터지스,"2,540",하락5,-0.20%,"85,740",,KOSPI,129260
삼정펄프,"30,100",하락200,-0.66%,"12,295",,KOSPI,009770
WON 반도체밸류체인액티브,"17,595",상승475,+2.77%,"41,035",,KOSPI,474590
KODEX 미국S&P500버퍼3월액티브,"11,020",상승40,+0.36%,"5,167",,KOSPI,0026E0
RISE 중국본토대형주CSI100,"23,160",상승225,+0.98%,"10,573",,KOSPI,174360
호전실업,"7,900",상승50,+0.64%,"9,320",,KOSPI,111110
N2 레버리지 금 선물 ETN(H),"73,860","상승3,330",+4.72%,4,,KOSPI,550062
한투 레버리지일본니케이225선물 ETN(H),"29,535",하락315,-1.06%,"2,021",,KOSPI,570106
메리츠 레버리지 금 선물 ETN(H),"73,700","상승3,710",+5.30%,227,,KOSPI,610012
한솔로지스틱스,"2,615",하락25,-0.95%,"22,560",,KOSPI,009180
미래에셋 레버리지 KRX 금현물 ETN,"36,575","상승1,350",+3.83%,"9,339",,KOSPI,520087
ACE 200TR,"36,530",상승245,+0.68%,"22,240",,KOSPI,332500
깨끗한나라,"1,950",하락2,-0.10%,"28,378",,KOSPI,004540
테이팩스,"15,190",하락10,-0.07%,"13,445",,KOSPI,055490
지엠비코리아,"3,790",하락10,-0.26%,"12,133",,KOSPI,013870
팜젠사이언스,"3,835",상승25,+0.66%,"30,071",,KOSPI,004720
TIGER 200선물인버스2X,824,하락8,-0.96%,"11,860,589",,KOSPI,252710
TIGER Fn신재생에너지,"17,155",상승260,+1.54%,"43,274",,KOSPI,377990
TIGER 글로벌4차산업혁신기술(합성 H),"19,765",상승295,+1.52%,"7,124",,KOSPI,275980
상상인증권,664,보합0,0.00%,"176,021",,KOSPI,001290
하이스틸,"3,560",하락20,-0.56%,"112,973",,KOSPI,071090
SOL 한국형글로벌반도체액티브,"28,900",상승895,+3.20%,"22,522",,KOSPI,423170
미래에셋 레버리지 코스닥150 선물 ETN,"35,520",하락120,-0.34%,"1,189",,KOSPI,520056
HANARO 전력설비투자,"27,300",상승460,+1.71%,"144,706",,KOSPI,491820
유유제약,"4,165",보합0,0.00%,"8,928",,KOSPI,000220
남광토건,"7,210",하락240,-3.22%,"14,821",,KOSPI,001260
KODEX Top10동일가중,"10,260",하락50,-0.48%,"1,490",,KOSPI,395170
KIWOOM 단기채권ESG액티브,"108,865",하락10,-0.01%,96,,KOSPI,419890
TIGER Fn메타버스,"7,365",하락105,-1.41%,"36,863",,KOSPI,400970
KODEX 미국달러선물인버스,"7,630",상승20,+0.26%,"79,525",,KOSPI,261270
SG세계물산,347,상승8,+2.36%,"19,971,312",,KOSPI,004060
KODEX 미국AI소프트웨어TOP10,"14,610",상승280,+1.95%,"59,325",,KOSPI,0041D0
한컴라이프케어,"2,530",하락5,-0.20%,"80,361",,KOSPI,372910
화천기공,"31,750",하락50,-0.16%,"3,896",,KOSPI,000850
KB Wise 분할매매 ETN,"11,605",보합0,0.00%,6,,KOSPI,580010
TIGER 차이나전기차레버리지(합성),"9,360",상승75,+0.81%,"11,596",,KOSPI,456680
디와이덕양,"2,130",상승35,+1.67%,"62,012",,KOSPI,024900
ACE 미국주식베스트셀러,"20,315",상승665,+3.38%,"39,785",,KOSPI,473590
아이티센씨티에스,570,하락4,-0.70%,"132,260",,KOSPI,031820
미래에셋맵스리츠,"2,760",하락5,-0.18%,"45,673",,KOSPI,357250
WON 대한민국국고채액티브,"56,600",상승110,+0.19%,"1,505",,KOSPI,426150
유엔젤,"5,330",상승330,+6.60%,"240,278",,KOSPI,072130
삼성 미국 대형 성장주 ETN,"34,325",보합0,0.00%,0,,KOSPI,530019
인디에프,911,상승19,+2.13%,"269,838",,KOSPI,014990
남양유업우,"34,150",상승50,+0.15%,"2,282",,KOSPI,003925
ACE 글로벌인컴TOP10,"11,770",상승70,+0.60%,"81,649",,KOSPI,460960
RISE 버크셔포트폴리오TOP10,"14,500",상승30,+0.21%,"59,626",,KOSPI,475350
KODEX 친환경조선해운액티브,"28,990",하락635,-2.14%,"36,065",,KOSPI,445150
RISE TDF2050액티브,"15,475",상승110,+0.72%,"28,072",,KOSPI,442570
일성건설,"1,255",하락6,-0.48%,"97,065",,KOSPI,013360
ACE 미국배당퀄리티+커버드콜액티브,"11,390",상승100,+0.89%,"36,050",,KOSPI,0049M0
삼성 KRX 금현물 ETN,"33,785",상승660,+1.99%,"4,471",,KOSPI,530067
KODEX 코스피TR,"19,815",상승75,+0.38%,"16,054",,KOSPI,359210
RISE 5G테크,"20,680","상승1,070",+5.46%,"228,101",,KOSPI,367760
기신정기,"2,300",하락10,-0.43%,"10,962",,KOSPI,092440
WON 종합채권(AA-이상)액티브,"51,180",상승50,+0.10%,"1,124",,KOSPI,488720
화인베스틸,"1,806",상승34,+1.92%,"103,573",,KOSPI,133820
신한 블룸버그 2X 천연가스 선물 ETN,"4,455",하락330,-6.90%,"70,050",,KOSPI,500082
삼성 블룸버그 인버스2X WTI원유선물 ETN B,"16,705",하락215,-1.27%,"24,265",,KOSPI,530134
미래에셋 0.5X 코스피200 선물 ETN,"13,360",상승45,+0.34%,2,,KOSPI,520070
마이다스 코스피액티브,"31,800",상승50,+0.16%,142,,KOSPI,403790
KODEX TDF2030액티브,"13,600",상승35,+0.26%,"44,402",,KOSPI,433970
KODEX 미국달러선물,"14,990",하락30,-0.20%,"84,557",,KOSPI,261240
유니온,"4,250",하락80,-1.85%,"117,620",,KOSPI,000910
키움 코스피 200 TR ETN,"16,550",상승100,+0.61%,"7,551",,KOSPI,760007
코오롱인더우,"23,800",하락100,-0.42%,"4,099",,KOSPI,120115
혜인,"5,170",하락110,-2.08%,"85,992",,KOSPI,003010
ACE 중장기국공채액티브,"108,190",보합0,0.00%,24,,KOSPI,272910
비상교육,"5,050",하락180,-3.44%,"42,743",,KOSPI,100220
TIGER 코스닥150 레버리지,"11,890",하락90,-0.75%,"193,573",,KOSPI,233160
TIGER 미국배당다우존스타겟커버드콜1호,"11,260",하락70,-0.62%,"14,625",,KOSPI,458750
메리츠 KAP 통안채 3개월 ETN,"54,065",보합0,0.00%,0,,KOSPI,610066
삼화왕관,"30,000",상승350,+1.18%,"1,211",,KOSPI,004450
오리엔트바이오,545,하락10,-1.80%,"789,997",,KOSPI,002630
KIWOOM 코리아밸류업,"15,545",상승85,+0.55%,"1,325",,KOSPI,496090
삼성 레버리지 코스피200 선물 ETN,"63,645",상승705,+1.12%,"25,968",,KOSPI,530104
까뮤이앤씨,"1,064",하락29,-2.65%,"37,959",,KOSPI,013700
키움 미국달러선물 ETN B,"10,555",하락5,-0.05%,5,,KOSPI,760018
신한 레버리지 코스피 200 선물 ETN,"63,325",상승595,+0.95%,7,,KOSPI,500069
KIWOOM 미국나스닥100(H),"19,760",상승380,+1.96%,"73,444",,KOSPI,453080
TIGER 미국S&P500레버리지(합성 H),"54,335","상승1,120",+2.10%,"8,274",,KOSPI,225040
SOL 미국나스닥100,"15,365",상승230,+1.52%,"27,340",,KOSPI,476030
KODEX K콘텐츠,"12,820",하락165,-1.27%,"84,854",,KOSPI,266360
KODEX 200IT TR,"19,595",상승330,+1.71%,"25,750",,KOSPI,363580
