code,name,naver_label
000660,SK하이닉스,반도체 대표주(생산)
000990,DB하이텍,반도체 대표주(생산)
005930,삼성전자,반도체 대표주(생산)
376900,로킷헬스케어,3D 프린터
039440,에스티아이,3D 프린터
474650,링크솔루션,3D 프린터
033200,모아텍,3D 프린터
099440,스맥,3D 프린터
246710,티앤알바이오팹,3D 프린터
126700,하이비젼시스템,3D 프린터
090710,휴림로봇,3D 프린터
048770,TPC,3D 프린터
090360,로보스타,3D 프린터
104540,코렌텍,3D 프린터
000015,그린광학,우주항공산업(누리호/인공위성 등)
007660,이수페타시스,우주항공산업(누리호/인공위성 등)
347700,스피어,우주항공산업(누리호/인공위성 등)
462350,이노스페이스,우주항공산업(누리호/인공위성 등)
045100,한양이엔지,우주항공산업(누리호/인공위성 등)
047810,한국항공우주,우주항공산업(누리호/인공위성 등)
361390,제노코,우주항공산업(누리호/인공위성 등)
295310,에이치브이엠,우주항공산업(누리호/인공위성 등)
099320,쎄트렉아이,우주항공산업(누리호/인공위성 등)
042370,비츠로테크,우주항공산업(누리호/인공위성 등)
079550,LIG넥스원,우주항공산업(누리호/인공위성 등)
451760,컨텍,우주항공산업(누리호/인공위성 등)
012450,한화에어로스페이스,우주항공산업(누리호/인공위성 등)
000880,한화,우주항공산업(누리호/인공위성 등)
211270,AP위성,우주항공산업(누리호/인공위성 등)
474170,루미르,우주항공산업(누리호/인공위성 등)
044490,태웅,우주항공산업(누리호/인공위성 등)
010820,퍼스텍,우주항공산업(누리호/인공위성 등)
225190,LK삼양,우주항공산업(누리호/인공위성 등)
077360,덕산하이메탈,우주항공산업(누리호/인공위성 등)
368770,파이버프로,우주항공산업(누리호/인공위성 등)
189300,인텔리안테크,우주항공산업(누리호/인공위성 등)
274090,켄코아에어로스페이스,우주항공산업(누리호/인공위성 등)
272210,한화시스템,우주항공산업(누리호/인공위성 등)
089980,상아프론테크,우주항공산업(누리호/인공위성 등)
064350,현대로템,우주항공산업(누리호/인공위성 등)
030520,한글과컴퓨터,우주항공산업(누리호/인공위성 등)
294630,서남,우주항공산업(누리호/인공위성 등)
003490,대한항공,우주항공산업(누리호/인공위성 등)
056190,에스에프에이,우주항공산업(누리호/인공위성 등)
222800,심텍,3D 낸드(NAND)
095610,테스,3D 낸드(NAND)
281820,케이씨텍,3D 낸드(NAND)
045100,한양이엔지,3D 낸드(NAND)
000660,SK하이닉스,3D 낸드(NAND)
031980,피에스케이홀딩스,3D 낸드(NAND)
014680,한솔케미칼,3D 낸드(NAND)
092070,디엔에프,3D 낸드(NAND)
104830,원익머트리얼즈,3D 낸드(NAND)
319660,피에스케이,3D 낸드(NAND)
005930,삼성전자,3D 낸드(NAND)
074600,원익QnC,3D 낸드(NAND)
079370,제우스,3D 낸드(NAND)
089030,테크윙,3D 낸드(NAND)
084370,유진테크,3D 낸드(NAND)
240810,원익IPS,3D 낸드(NAND)
086390,유니테스트,3D 낸드(NAND)
093370,후성,3D 낸드(NAND)
006730,서부T&D,호텔/리조트
032350,롯데관광개발,호텔/리조트
499790,GS피앤엘,호텔/리조트
194370,제이에스코퍼레이션,호텔/리조트
034230,파라다이스,호텔/리조트
008770,호텔신라,호텔/리조트
000880,한화,호텔/리조트
139480,이마트,호텔/리조트
035250,강원랜드,호텔/리조트
001740,SK네트웍스,호텔/리조트
070960,모나용평,호텔/리조트
294870,HDC현대산업개발,호텔/리조트
025980,아난티,호텔/리조트
007720,소노스퀘어,호텔/리조트
007810,코리아써키트,PCB(FPCB 등)
007660,이수페타시스,PCB(FPCB 등)
085910,네오티스,PCB(FPCB 등)
356860,티엘비,PCB(FPCB 등)
222800,심텍,PCB(FPCB 등)
168360,펨트론,PCB(FPCB 등)
051370,인터플렉스,PCB(FPCB 등)
353200,대덕전자,PCB(FPCB 등)
025320,시노펙스,PCB(FPCB 등)
092300,현우산업,PCB(FPCB 등)
219130,타이거일렉,PCB(FPCB 등)
