trade_date,code,name,market,market_name,sector_name,close,change,change_rate,open,high,low,volume,trading_value,market_cap,listed_shares,isu_cd,source_market
2025-12-19,095570,AJ네트웍스,KOSPI,KOSPI,-,4640.0,10.0,0.22,4630.0,4690.0,4610.0,104086.0,484107755.0,209972801760.0,45252759.0,095570,KOSPI
2025-12-19,006840,AK홀딩스,KOSPI,KOSPI,-,8960.0,-20.0,-0.22,8980.0,8980.0,8880.0,4408.0,39219040.0,118698146560.0,13247561.0,006840,KOSPI
2025-12-19,027410,BGF,KOSPI,KOSPI,-,4100.0,35.0,0.86,4070.0,4105.0,4040.0,78968.0,321444892.0,392438843100.0,95716791.0,027410,KOSPI
2025-12-19,282330,BGF리테일,KOSPI,KOSPI,-,111300.0,400.0,0.36,111900.0,111900.0,109300.0,30017.0,3326298750.0,1923698737800.0,17283906.0,282330,KOSPI
2025-12-19,138930,BNK금융지주,KOSPI,KOSPI,-,15970.0,30.0,0.19,15940.0,16070.0,15660.0,1004002.0,15956524155.0,5021369709380.0,314425154.0,138930,KOSPI
2025-12-19,001460,BYC,KOSPI,KOSPI,-,43550.0,150.0,0.35,44150.0,46500.0,42650.0,8948.0,396302700.0,272019832500.0,6246150.0,001460,KOSPI
2025-12-19,001465,BYC우,KOSPI,KOSPI,-,25750.0,100.0,0.39,25650.0,25950.0,25200.0,2330.0,59394550.0,55461637500.0,2153850.0,001465,KOSPI
2025-12-19,001040,CJ,KOSPI,KOSPI,-,172500.0,-1700.0,-0.98,175900.0,176900.0,170000.0,100448.0,17298518200.0,5033032155000.0,29176998.0,001040,KOSPI
2025-12-19,079160,CJ CGV,KOSPI,KOSPI,-,6100.0,110.0,1.84,5990.0,6190.0,5990.0,470022.0,2853216210.0,1010047125600.0,165581496.0,079160,KOSPI
2025-12-19,00104K,CJ4우(전환),KOSPI,KOSPI,-,155200.0,-1800.0,-1.15,156200.0,156800.0,151500.0,13463.0,2070010650.0,655954662400.0,4226512.0,00104K,KOSPI
2025-12-19,000120,CJ대한통운,KOSPI,KOSPI,-,95500.0,-5400.0,-5.35,101300.0,101300.0,95100.0,97528.0,9408772400.0,2178578852000.0,22812344.0,000120,KOSPI
2025-12-19,011150,CJ씨푸드,KOSPI,KOSPI,-,2885.0,75.0,2.67,2820.0,2935.0,2790.0,891071.0,2555957282.0,103660280105.0,35930773.0,011150,KOSPI
2025-12-19,011155,CJ씨푸드1우,KOSPI,KOSPI,-,16610.0,460.0,2.85,16020.0,16630.0,15800.0,896.0,14448560.0,3322000000.0,200000.0,011155,KOSPI
2025-12-19,001045,CJ우,KOSPI,KOSPI,-,87000.0,-200.0,-0.23,87200.0,88500.0,86000.0,4050.0,350431000.0,196639401000.0,2260223.0,001045,KOSPI
2025-12-19,097950,CJ제일제당,KOSPI,KOSPI,-,210000.0,1000.0,0.48,210000.0,210500.0,208000.0,47618.0,9976247750.0,3161379060000.0,15054186.0,097950,KOSPI
2025-12-19,097955,CJ제일제당 우,KOSPI,KOSPI,-,137100.0,-400.0,-0.29,138100.0,138800.0,137000.0,4047.0,555664500.0,181991064300.0,1327433.0,097955,KOSPI
2025-12-19,000480,CR홀딩스,KOSPI,KOSPI,-,5080.0,50.0,0.99,5040.0,5080.0,5030.0,16952.0,85689140.0,238203689200.0,46890490.0,000480,KOSPI
2025-12-19,000590,CS홀딩스,KOSPI,KOSPI,-,80800.0,100.0,0.12,80900.0,80900.0,80100.0,695.0,55983400.0,93282145600.0,1154482.0,000590,KOSPI
2025-12-19,012030,DB,KOSPI,KOSPI,-,1502.0,13.0,0.87,1489.0,1507.0,1481.0,192051.0,287265748.0,302163247366.0,201173933.0,012030,KOSPI
2025-12-19,005830,DB손해보험,KOSPI,KOSPI,-,123700.0,600.0,0.49,123100.0,124700.0,122600.0,112214.0,13850651700.0,8757960000000.0,70800000.0,005830,KOSPI
2025-12-19,016610,DB증권,KOSPI,KOSPI,-,10770.0,170.0,1.6,10630.0,10790.0,10460.0,70544.0,753932590.0,457147609530.0,42446389.0,016610,KOSPI
2025-12-19,000990,DB하이텍,KOSPI,KOSPI,-,65300.0,1300.0,2.03,64700.0,65900.0,64100.0,330091.0,21529004350.0,2840849596400.0,43504588.0,000990,KOSPI
2025-12-19,000300,DH오토넥스,KOSPI,KOSPI,-,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164422234240.0,82874110.0,000300,KOSPI
2025-12-19,001530,DI동일,KOSPI,KOSPI,-,20100.0,230.0,1.16,20200.0,20250.0,19680.0,57884.0,1150378330.0,396558528000.0,19729280.0,001530,KOSPI
2025-12-19,015590,DKME,KOSPI,KOSPI,-,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122045495160.0,236981544.0,015590,KOSPI
2025-12-19,000210,DL,KOSPI,KOSPI,-,39050.0,350.0,0.9,39000.0,39350.0,38500.0,38624.0,1499322500.0,818327270200.0,20955884.0,000210,KOSPI
2025-12-19,000215,DL우,KOSPI,KOSPI,-,24650.0,50.0,0.2,24600.0,24950.0,24350.0,19505.0,477351200.0,41562734750.0,1686115.0,000215,KOSPI
2025-12-19,375500,DL이앤씨,KOSPI,KOSPI,-,41750.0,-350.0,-0.83,42400.0,42700.0,41600.0,206635.0,8645757350.0,1615458760250.0,38693623.0,375500,KOSPI
2025-12-19,37550L,DL이앤씨2우(전환),KOSPI,KOSPI,-,31750.0,150.0,0.47,31700.0,32150.0,31500.0,696.0,22251750.0,67054444250.0,2111951.0,37550L,KOSPI
2025-12-19,37550K,DL이앤씨우,KOSPI,KOSPI,-,22950.0,-50.0,-0.22,23000.0,23100.0,22750.0,3669.0,83897625.0,48513660750.0,2113885.0,37550K,KOSPI
2025-12-19,007340,DN오토모티브,KOSPI,KOSPI,-,26250.0,-50.0,-0.19,26000.0,26500.0,25650.0,110238.0,2884425375.0,1535910206250.0,58510865.0,007340,KOSPI
2025-12-19,004840,DRB동일,KOSPI,KOSPI,-,4815.0,0.0,0.0,4800.0,4840.0,4795.0,3975.0,19114315.0,95962950000.0,19930000.0,004840,KOSPI
2025-12-19,155660,DSR,KOSPI,KOSPI,-,3920.0,0.0,0.0,3920.0,3925.0,3890.0,4604.0,17996920.0,62720000000.0,16000000.0,155660,KOSPI
2025-12-19,069730,DSR제강,KOSPI,KOSPI,-,3890.0,0.0,0.0,3890.0,3910.0,3800.0,24668.0,95126280.0,56016000000.0,14400000.0,069730,KOSPI
2025-12-19,017860,DS단석,KOSPI,KOSPI,-,19290.0,600.0,3.21,18740.0,19450.0,18600.0,66330.0,1260471105.0,339199449480.0,17584212.0,017860,KOSPI
2025-12-19,092780,DYP,KOSPI,KOSPI,-,3405.0,-60.0,-1.73,3465.0,3465.0,3365.0,17527.0,59505755.0,44838606300.0,13168460.0,092780,KOSPI
2025-12-19,017940,E1,KOSPI,KOSPI,-,88200.0,-1600.0,-1.78,89400.0,90400.0,88200.0,25493.0,2266213000.0,605052000000.0,6860000.0,017940,KOSPI
2025-12-19,365550,ESR켄달스퀘어리츠,KOSPI,KOSPI,-,4160.0,45.0,1.09,4115.0,4195.0,4100.0,395511.0,1646516882.0,1023730240000.0,246089000.0,365550,KOSPI
2025-12-19,383220,F&F,KOSPI,KOSPI,-,78800.0,-700.0,-0.88,80100.0,80400.0,77900.0,73989.0,5820464000.0,3018597510000.0,38307075.0,383220,KOSPI
2025-12-19,007700,F&F홀딩스,KOSPI,KOSPI,-,20850.0,400.0,1.96,20500.0,21000.0,20450.0,14267.0,295772475.0,815534551950.0,39114367.0,007700,KOSPI
2025-12-19,114090,GKL,KOSPI,KOSPI,-,14990.0,240.0,1.63,14760.0,15050.0,14700.0,237542.0,3544466440.0,927216493300.0,61855670.0,114090,KOSPI
2025-12-19,078930,GS,KOSPI,KOSPI,-,55300.0,100.0,0.18,55700.0,55800.0,54600.0,295553.0,16312365150.0,5138220403400.0,92915378.0,078930,KOSPI
2025-12-19,006360,GS건설,KOSPI,KOSPI,-,20050.0,-50.0,-0.25,20500.0,20500.0,19920.0,497461.0,9973988020.0,1715908874500.0,85581490.0,006360,KOSPI
2025-12-19,001250,GS글로벌,KOSPI,KOSPI,-,2365.0,20.0,0.85,2345.0,2365.0,2335.0,206462.0,485706372.0,195192351860.0,82533764.0,001250,KOSPI
2025-12-19,007070,GS리테일,KOSPI,KOSPI,-,21750.0,-100.0,-0.46,22300.0,22300.0,21450.0,144337.0,3132787200.0,1818461276250.0,83607415.0,007070,KOSPI
2025-12-19,078935,GS우,KOSPI,KOSPI,-,47550.0,200.0,0.42,47350.0,47650.0,47200.0,2327.0,110427950.0,84868476300.0,1784826.0,078935,KOSPI
2025-12-19,499790,GS피앤엘,KOSPI,KOSPI,-,43000.0,-1400.0,-3.15,44450.0,46300.0,43000.0,116725.0,5100068425.0,852726163000.0,19830841.0,499790,KOSPI
2025-12-19,012630,HDC,KOSPI,KOSPI,-,17340.0,-300.0,-1.7,17810.0,18130.0,17300.0,152247.0,2674603450.0,1035921442140.0,59741721.0,012630,KOSPI
2025-12-19,039570,HDC랩스,KOSPI,KOSPI,-,8530.0,-40.0,-0.47,8570.0,8570.0,8490.0,6096.0,51965385.0,221418336530.0,25957601.0,039570,KOSPI
2025-12-19,089470,HDC현대EP,KOSPI,KOSPI,-,4360.0,60.0,1.4,4300.0,4450.0,4210.0,73554.0,314617325.0,139084000000.0,31900000.0,089470,KOSPI
2025-12-19,294870,HDC현대산업개발,KOSPI,KOSPI,-,21300.0,-50.0,-0.23,21600.0,21750.0,21050.0,244099.0,5205114075.0,1403826129000.0,65907330.0,294870,KOSPI
2025-12-19,009540,HD한국조선해양,KOSPI,KOSPI,-,421000.0,12000.0,2.93,414000.0,426000.0,412000.0,210232.0,88279517250.0,29795481836000.0,70773116.0,009540,KOSPI
2025-12-19,267250,HD현대,KOSPI,KOSPI,-,198800.0,7700.0,4.03,191200.0,198800.0,189400.0,380303.0,74504670500.0,15703825298000.0,78993085.0,267250,KOSPI
2025-12-19,267270,HD현대건설기계,KOSPI,KOSPI,-,98700.0,-200.0,-0.2,100000.0,100200.0,97200.0,181384.0,17854541700.0,1713196403100.0,17357613.0,267270,KOSPI
2025-12-19,443060,HD현대마린솔루션,KOSPI,KOSPI,-,194600.0,8300.0,4.46,187700.0,194600.0,186500.0,233652.0,44704294076.0,8723764266000.0,44829210.0,443060,KOSPI
2025-12-19,071970,HD현대마린엔진,KOSPI,KOSPI,-,85000.0,4500.0,5.59,81100.0,85800.0,80700.0,249031.0,20956442600.0,2883327075000.0,33921495.0,071970,KOSPI
2025-12-19,322000,HD현대에너지솔루션,KOSPI,KOSPI,-,62300.0,4300.0,7.41,59200.0,64000.0,59000.0,417937.0,26052641500.0,697760000000.0,11200000.0,322000,KOSPI
2025-12-19,042670,HD현대인프라코어,KOSPI,KOSPI,-,15120.0,-210.0,-1.37,15570.0,15580.0,14990.0,1283889.0,19487739700.0,2855430718560.0,188851238.0,042670,KOSPI
2025-12-19,267260,HD현대일렉트릭,KOSPI,KOSPI,-,807000.0,17000.0,2.15,807000.0,822000.0,795000.0,78227.0,63113810000.0,29090037945000.0,36047135.0,267260,KOSPI
2025-12-19,329180,HD현대중공업,KOSPI,KOSPI,-,521000.0,17000.0,3.37,509000.0,521000.0,507000.0,174414.0,90121704500.0,54684798225000.0,104961225.0,329180,KOSPI
2025-12-19,097230,HJ중공업,KOSPI,KOSPI,-,21950.0,-50.0,-0.23,22100.0,22200.0,21450.0,891342.0,19434982375.0,1981982800800.0,90295344.0,097230,KOSPI
2025-12-19,014790,HL D&I,KOSPI,KOSPI,-,2675.0,15.0,0.56,2665.0,2725.0,2645.0,83914.0,224232860.0,101271757675.0,37858601.0,014790,KOSPI
2025-12-19,003580,HLB글로벌,KOSPI,KOSPI,-,2130.0,20.0,0.95,2115.0,2175.0,2100.0,62048.0,131527084.0,107913265650.0,50663505.0,003580,KOSPI
2025-12-19,204320,HL만도,KOSPI,KOSPI,-,54500.0,3200.0,6.24,52400.0,56300.0,50500.0,1971656.0,105664682550.0,2559163040000.0,46957120.0,204320,KOSPI
2025-12-19,060980,HL홀딩스,KOSPI,KOSPI,-,46900.0,250.0,0.54,47000.0,47250.0,45550.0,47597.0,2208521125.0,432112071300.0,9213477.0,060980,KOSPI
2025-12-19,011200,HMM,KOSPI,KOSPI,-,20550.0,50.0,0.24,20700.0,20700.0,20200.0,2678229.0,54924618750.0,19383540283500.0,943237970.0,011200,KOSPI
2025-12-19,035000,HS애드,KOSPI,KOSPI,-,9040.0,-120.0,-1.31,9070.0,9090.0,8990.0,12976.0,117059435.0,146517101760.0,16207644.0,035000,KOSPI
2025-12-19,002460,HS화성,KOSPI,KOSPI,-,13160.0,-140.0,-1.05,13130.0,13290.0,12950.0,14540.0,190334810.0,133574000000.0,10150000.0,002460,KOSPI
2025-12-19,487570,HS효성,KOSPI,KOSPI,-,63000.0,-100.0,-0.16,63200.0,63500.0,61800.0,8218.0,513884800.0,234733401000.0,3725927.0,487570,KOSPI
2025-12-19,298050,HS효성첨단소재,KOSPI,KOSPI,-,189000.0,3400.0,1.83,186800.0,189800.0,185100.0,9957.0,1872446050.0,846710172000.0,4479948.0,298050,KOSPI
2025-12-19,003560,IHQ,KOSPI,KOSPI,-,10760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76220934800.0,7083730.0,003560,KOSPI
2025-12-19,015360,INVENI,KOSPI,KOSPI,-,68000.0,700.0,1.04,67400.0,68400.0,66700.0,11635.0,787292400.0,387600000000.0,5700000.0,015360,KOSPI
2025-12-19,175330,JB금융지주,KOSPI,KOSPI,-,24800.0,250.0,1.02,24800.0,25200.0,24550.0,409208.0,10148723425.0,4709138104800.0,189884601.0,175330,KOSPI
2025-12-19,234080,JW생명과학,KOSPI,KOSPI,-,14280.0,-390.0,-2.66,14670.0,14790.0,14150.0,60373.0,868591495.0,226117431120.0,15834554.0,234080,KOSPI
2025-12-19,001060,JW중외제약,KOSPI,KOSPI,-,28150.0,500.0,1.81,28000.0,29950.0,27800.0,282015.0,8064794175.0,655498929500.0,23285930.0,001060,KOSPI
2025-12-19,001067,JW중외제약2우B,KOSPI,KOSPI,-,60700.0,200.0,0.33,61000.0,61000.0,60700.0,10.0,607600.0,12745361100.0,209973.0,001067,KOSPI
2025-12-19,001065,JW중외제약우,KOSPI,KOSPI,-,29650.0,-200.0,-0.67,29300.0,29650.0,29300.0,189.0,5571200.0,10138847150.0,341951.0,001065,KOSPI
2025-12-19,096760,JW홀딩스,KOSPI,KOSPI,-,3790.0,30.0,0.8,3760.0,3825.0,3735.0,79206.0,299724984.0,280175530180.0,73924942.0,096760,KOSPI
2025-12-19,008970,KBI동양철관,KOSPI,KOSPI,-,1845.0,45.0,2.5,1805.0,1845.0,1790.0,877312.0,1591473012.0,147417173415.0,79900907.0,008970,KOSPI
2025-12-19,105560,KB금융,KOSPI,KOSPI,-,125200.0,1200.0,0.97,125200.0,125800.0,123200.0,726248.0,90577386250.0,47759055295600.0,381462103.0,105560,KOSPI
2025-12-19,415640,KB발해인프라,KOSPI,KOSPI,-,9960.0,80.0,0.81,9920.0,9960.0,9860.0,133807.0,1328400770.0,1220553658080.0,122545548.0,415640,KOSPI
2025-12-19,432320,KB스타리츠,KOSPI,KOSPI,-,3280.0,105.0,3.31,3225.0,3280.0,3170.0,346576.0,1109948195.0,332638854800.0,101414285.0,432320,KOSPI
2025-12-19,002380,KCC,KOSPI,KOSPI,-,416000.0,1000.0,0.24,420000.0,425500.0,412000.0,15389.0,6395352750.0,3696771936000.0,8886471.0,002380,KOSPI
2025-12-19,344820,KCC글라스,KOSPI,KOSPI,-,26800.0,250.0,0.94,26600.0,26850.0,26500.0,32004.0,853376100.0,428009721600.0,15970512.0,344820,KOSPI
2025-12-19,009070,KCTC,KOSPI,KOSPI,-,6300.0,-30.0,-0.47,6350.0,6490.0,6210.0,790387.0,4971313070.0,189000000000.0,30000000.0,009070,KOSPI
2025-12-19,009440,KC그린홀딩스,KOSPI,KOSPI,-,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17568790596.0,23239141.0,009440,KOSPI
2025-12-19,119650,KC코트렐,KOSPI,KOSPI,-,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100782913662.0,109785309.0,119650,KOSPI
2025-12-19,092220,KEC,KOSPI,KOSPI,-,680.0,5.0,0.74,677.0,683.0,670.0,268717.0,181828319.0,136518935880.0,200763141.0,092220,KOSPI
2025-12-19,003620,KG모빌리티,KOSPI,KOSPI,-,3585.0,0.0,0.0,3635.0,3670.0,3550.0,328401.0,1184698536.0,725514059520.0,202374912.0,003620,KOSPI
2025-12-19,016380,KG스틸,KOSPI,KOSPI,-,5420.0,-30.0,-0.55,5450.0,5490.0,5390.0,189444.0,1028468120.0,542048221740.0,100008897.0,016380,KOSPI
2025-12-19,001390,KG케미칼,KOSPI,KOSPI,-,5670.0,-80.0,-1.39,5800.0,5820.0,5650.0,301144.0,1716924500.0,381211280100.0,67233030.0,001390,KOSPI
2025-12-19,033180,KH 필룩스,KOSPI,KOSPI,-,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138166306200.0,26020020.0,033180,KOSPI
2025-12-19,001940,KISCO홀딩스,KOSPI,KOSPI,-,26350.0,-250.0,-0.94,26900.0,26900.0,26200.0,3756.0,99168700.0,373547613000.0,14176380.0,001940,KOSPI
2025-12-19,025000,KPX케미칼,KOSPI,KOSPI,-,52900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256036000000.0,4840000.0,025000,KOSPI
2025-12-19,092230,KPX홀딩스,KOSPI,KOSPI,-,76300.0,1200.0,1.6,75100.0,76900.0,75100.0,2434.0,185334250.0,322340489800.0,4224646.0,092230,KOSPI
2025-12-19,000040,KR모터스,KOSPI,KOSPI,-,489.0,-6.0,-1.21,495.0,500.0,480.0,81852.0,39808243.0,42237464976.0,86375184.0,000040,KOSPI
2025-12-19,044450,KSS해운,KOSPI,KOSPI,-,9550.0,-10.0,-0.1,9560.0,9630.0,9420.0,37654.0,358743320.0,220470154000.0,23085880.0,044450,KOSPI
2025-12-19,030200,KT,KOSPI,KOSPI,-,53800.0,800.0,1.51,53600.0,53900.0,52800.0,192405.0,10302149748.0,13558766653000.0,252021685.0,030200,KOSPI
2025-12-19,033780,KT&G,KOSPI,KOSPI,-,146700.0,3100.0,2.16,145800.0,146700.0,143500.0,300065.0,43727188650.0,17307173821500.0,117976645.0,033780,KOSPI
2025-12-19,058850,KTcs,KOSPI,KOSPI,-,2895.0,65.0,2.3,2850.0,2900.0,2835.0,274269.0,787980882.0,123573075000.0,42685000.0,058850,KOSPI
2025-12-19,058860,KTis,KOSPI,KOSPI,-,2825.0,35.0,1.25,2790.0,2830.0,2790.0,108447.0,305457255.0,98315650000.0,34802000.0,058860,KOSPI
2025-12-19,093050,LF,KOSPI,KOSPI,-,18920.0,-550.0,-2.82,19430.0,19430.0,18850.0,46392.0,881859455.0,553220800000.0,29240000.0,093050,KOSPI
2025-12-19,003550,LG,KOSPI,KOSPI,-,81700.0,700.0,0.86,82200.0,82800.0,80600.0,195432.0,15922292000.0,12599903494500.0,154221585.0,003550,KOSPI
2025-12-19,034220,LG디스플레이,KOSPI,KOSPI,-,11970.0,80.0,0.67,12080.0,12080.0,11760.0,1397891.0,16609263205.0,5985000000000.0,500000000.0,034220,KOSPI
2025-12-19,051900,LG생활건강,KOSPI,KOSPI,-,264000.0,1500.0,0.57,265000.0,265000.0,261000.0,68312.0,17970130000.0,4039849176000.0,15302459.0,051900,KOSPI
2025-12-19,051905,LG생활건강우,KOSPI,KOSPI,-,114300.0,1200.0,1.06,113500.0,114700.0,112800.0,6395.0,727898950.0,239995367100.0,2099697.0,051905,KOSPI
2025-12-19,064400,LG씨엔에스,KOSPI,KOSPI,-,64500.0,1000.0,1.57,63800.0,64600.0,63000.0,714464.0,45700390850.0,6249143646000.0,96885948.0,064400,KOSPI
2025-12-19,373220,LG에너지솔루션,KOSPI,KOSPI,-,379000.0,500.0,0.13,381000.0,381000.0,365500.0,641564.0,239449018000.0,88686000000000.0,234000000.0,373220,KOSPI
2025-12-19,003555,LG우,KOSPI,KOSPI,-,67300.0,200.0,0.3,67200.0,67500.0,66400.0,8403.0,561335350.0,202653692700.0,3011199.0,003555,KOSPI
2025-12-19,032640,LG유플러스,KOSPI,KOSPI,-,15130.0,70.0,0.46,15210.0,15270.0,15050.0,782487.0,11839173850.0,6503303011150.0,429828355.0,032640,KOSPI
2025-12-19,011070,LG이노텍,KOSPI,KOSPI,-,281000.0,0.0,0.0,284500.0,285000.0,271000.0,172943.0,48035888750.0,6650457067000.0,23667107.0,011070,KOSPI
2025-12-19,066570,LG전자,KOSPI,KOSPI,-,94300.0,1300.0,1.4,94100.0,94300.0,92700.0,775883.0,72752353000.0,15360186294100.0,162886387.0,066570,KOSPI
2025-12-19,066575,LG전자우,KOSPI,KOSPI,-,49700.0,-800.0,-1.58,50800.0,50900.0,49700.0,74816.0,3742294400.0,854143802400.0,17185992.0,066575,KOSPI
2025-12-19,037560,LG헬로비전,KOSPI,KOSPI,-,2410.0,40.0,1.69,2370.0,2410.0,2365.0,56407.0,134383995.0,186646944650.0,77446865.0,037560,KOSPI
2025-12-19,051910,LG화학,KOSPI,KOSPI,-,338500.0,5500.0,1.65,335000.0,338500.0,324500.0,344256.0,114936384050.0,23895508105500.0,70592343.0,051910,KOSPI
2025-12-19,051915,LG화학우,KOSPI,KOSPI,-,172300.0,800.0,0.47,171500.0,174000.0,166100.0,34455.0,5868581450.0,1324780240000.0,7688800.0,051915,KOSPI
2025-12-19,079550,LIG넥스원,KOSPI,KOSPI,-,416000.0,33000.0,8.62,389500.0,418000.0,384000.0,369833.0,152330984000.0,9152000000000.0,22000000.0,079550,KOSPI
2025-12-19,006260,LS,KOSPI,KOSPI,-,185700.0,3500.0,1.92,186100.0,188100.0,179000.0,197604.0,36285994350.0,5886690000000.0,31700000.0,006260,KOSPI
