code,name,naver_label
486990,노타,온디바이스 AI
200470,에이팩트,온디바이스 AI
058470,리노공업,온디바이스 AI
353200,대덕전자,온디바이스 AI
200710,에이디테크놀로지,온디바이스 AI
009150,삼성전기,온디바이스 AI
399720,가온칩스,온디바이스 AI
222800,심텍,온디바이스 AI
405100,큐알티,온디바이스 AI
033640,네패스,온디바이스 AI
330860,네패스아크,온디바이스 AI
005930,삼성전자,온디바이스 AI
080220,제주반도체,온디바이스 AI
394280,오픈엣지테크놀로지,온디바이스 AI
094360,칩스앤미디어,온디바이스 AI
102120,어보브반도체,온디바이스 AI
377480,마음AI,온디바이스 AI
054450,텔레칩스,온디바이스 AI
432720,퀄리타스반도체,온디바이스 AI
403870,HPSP,온디바이스 AI
077500,유니퀘스트,온디바이스 AI
000660,SK하이닉스,온디바이스 AI
464500,아이언디바이스,온디바이스 AI
323280,태성,온디바이스 AI
445090,에이직랜드,뉴로모픽 반도체
389020,자람테크놀로지,뉴로모픽 반도체
033640,네패스,뉴로모픽 반도체
330860,네패스아크,뉴로모픽 반도체
005930,삼성전자,뉴로모픽 반도체
394280,오픈엣지테크놀로지,뉴로모픽 반도체
092600,앤씨앤,뉴로모픽 반도체
450330,하스,유리 기판
204270,제이앤티씨,유리 기판
452190,한빛레이저,유리 기판
009150,삼성전기,유리 기판
420770,기가비스,유리 기판
083500,에프엔에스테크,유리 기판
161580,필옵틱스,유리 기판
302430,이노메트리,유리 기판
112290,와이씨켐,유리 기판
267320,나인테크,유리 기판
171010,램테크놀러지,유리 기판
049950,미래컴퍼니,유리 기판
452450,피아이이,유리 기판
078150,HB테크놀러지,유리 기판
011790,SKC,유리 기판
264660,씨앤지하이테크,유리 기판
089010,켐트로닉스,유리 기판
323280,태성,유리 기판
040910,아이씨디,유리 기판
007810,코리아써키트,CXL(컴퓨트익스프레스링크)
080580,오킨스전자,CXL(컴퓨트익스프레스링크)
356860,티엘비,CXL(컴퓨트익스프레스링크)
092870,엑시콘,CXL(컴퓨트익스프레스링크)
405100,큐알티,CXL(컴퓨트익스프레스링크)
