code,name,naver_label
298380,에이비엘바이오,면역항암제
115180,큐리언트,면역항암제
084990,헬릭스미스,면역항암제
397030,에이프릴바이오,면역항암제
174900,앱클론,면역항암제
424870,이뮨온시아,면역항암제
293780,압타바이오,면역항암제
195990,에이비프로바이오,면역항암제
365270,큐라클,면역항암제
291650,압타머사이언스,면역항암제
095700,제넥신,면역항암제
039200,오스코텍,면역항암제
323990,박셀바이오,면역항암제
083790,CG인바이츠,면역항암제
378800,샤페론,면역항암제
338840,와이바이오로직스,면역항암제
215600,신라젠,면역항암제
358570,지아이이노베이션,면역항암제
308080,바이젠셀,면역항암제
086890,이수앱지스,면역항암제
263050,유틸렉스,면역항암제
950220,네오이뮨텍,면역항암제
299660,셀리드,면역항암제
000100,유한양행,면역항암제
001540,안국약품,면역항암제
235980,메드팩토,면역항암제
028300,HLB,면역항암제
144510,지씨셀,면역항암제
085660,차바이오텍,면역항암제
224060,더코디,면역항암제
052020,에스티큐브,면역항암제
170900,동아에스티,면역항암제
141080,리가켐바이오,면역항암제
321550,티움바이오,면역항암제
014970,삼륭물산,탈 플라스틱(친환경/생분해성 등)
340440,세림B&G,탈 플라스틱(친환경/생분해성 등)
038110,에코플라스틱,탈 플라스틱(친환경/생분해성 등)
037230,한국팩키지,탈 플라스틱(친환경/생분해성 등)
260930,씨티케이,탈 플라스틱(친환경/생분해성 등)
285800,진영,탈 플라스틱(친환경/생분해성 등)
138490,코오롱ENP,탈 플라스틱(친환경/생분해성 등)
092200,디아이씨,탈 플라스틱(친환경/생분해성 등)
049180,셀루메드,mRNA(메신저 리보핵산)
183490,엔지켐생명과학,mRNA(메신저 리보핵산)
038070,서린바이오,mRNA(메신저 리보핵산)
138610,나이벡,mRNA(메신저 리보핵산)
102460,이연제약,mRNA(메신저 리보핵산)
237690,에스티팜,mRNA(메신저 리보핵산)
006280,녹십자,mRNA(메신저 리보핵산)
008930,한미사이언스,mRNA(메신저 리보핵산)
011000,진원생명과학,mRNA(메신저 리보핵산)
128940,한미약품,mRNA(메신저 리보핵산)
348080,큐라티스,mRNA(메신저 리보핵산)
000070,삼양홀딩스,mRNA(메신저 리보핵산)
185490,아이진,mRNA(메신저 리보핵산)
226950,올릭스,mRNA(메신저 리보핵산)
005690,파미셀,mRNA(메신저 리보핵산)
074430,아미노로직스,mRNA(메신저 리보핵산)
329180,HD현대중공업,조선
010620,HD현대미포,조선
439260,대한조선,조선
042660,한화오션,조선
009540,HD한국조선해양,조선
097230,HJ중공업,조선
010140,삼성중공업,조선
023790,동일스틸럭스,조선
036630,세종텔레콤,마이데이터
372800,아이티아이즈,마이데이터
035420,NAVER,마이데이터
089850,유비벨록스,마이데이터
294570,쿠콘,마이데이터
158430,아톤,마이데이터
150900,파수,마이데이터
214180,헥토이노베이션,마이데이터
163730,핑거,마이데이터
170790,파이오링크,마이데이터
030190,NICE평가정보,마이데이터
007460,에이프로젠,바이오시밀러(복제 바이오의약품)
003060,에이프로젠바이오로직스,바이오시밀러(복제 바이오의약품)
068270,셀트리온,바이오시밀러(복제 바이오의약품)
051910,LG화학,바이오시밀러(복제 바이오의약품)
068760,셀트리온제약,바이오시밀러(복제 바이오의약품)
067370,선바이오,바이오시밀러(복제 바이오의약품)
009420,한올바이오파마,바이오시밀러(복제 바이오의약품)
086890,이수앱지스,바이오시밀러(복제 바이오의약품)
000250,삼천당제약,바이오시밀러(복제 바이오의약품)
006280,녹십자,바이오시밀러(복제 바이오의약품)
950210,프레스티지바이오파마,바이오시밀러(복제 바이오의약품)
334970,프레스티지바이오로직스,바이오시밀러(복제 바이오의약품)
185750,종근당,바이오시밀러(복제 바이오의약품)
128940,한미약품,바이오시밀러(복제 바이오의약품)
053030,바이넥스,바이오시밀러(복제 바이오의약품)
196170,알테오젠,바이오시밀러(복제 바이오의약품)
069620,대웅제약,바이오시밀러(복제 바이오의약품)
207940,삼성바이오로직스,바이오시밀러(복제 바이오의약품)
003850,보령,바이오시밀러(복제 바이오의약품)
170900,동아에스티,바이오시밀러(복제 바이오의약품)
222110,팬젠,바이오시밀러(복제 바이오의약품)
105840,우진,원자력발전소 해체
034020,두산에너빌리티,원자력발전소 해체
000720,현대건설,원자력발전소 해체
096350,대창솔루션,원자력발전소 해체
032820,우리기술,원자력발전소 해체
083650,비에이치아이,원자력발전소 해체
136150,원일티엔아이,원자력발전소 해체
098070,한텍,원자력발전소 해체
052690,한전기술,원자력발전소 해체
042370,비츠로테크,원자력발전소 해체
051600,한전KPS,원자력발전소 해체
199430,케이엔알시스템,원자력발전소 해체
046120,오르비텍,원자력발전소 해체
103230,에스앤더블류,원자력발전소 해체
348350,위드텍,원자력발전소 해체
298380,에이비엘바이오,치매
304840,피플바이오,치매
354200,엔젠바이오,치매
003060,에이프로젠바이오로직스,치매
365270,큐라클,치매
220100,퓨쳐켐,치매
007390,네이처셀,치매
087010,펩트론,치매
285130,SK케미칼,치매
039200,오스코텍,치매
302550,리메드,치매
378800,샤페론,치매
456160,지투지바이오,치매
086040,바이오톡스텍,치매
176750,듀켐바이오,치매
086890,이수앱지스,치매
012690,모나리자,치매
102460,이연제약,치매
067080,대화제약,치매
317690,퀀타매트릭스,치매
006620,동구바이오제약,치매
014570,고려제약,치매
032300,한국파마,치매
307750,국전약품,치매
000100,유한양행,치매
185750,종근당,치매
017180,명문제약,치매
061250,화일약품,치매
002800,신신제약,치매
060590,씨티씨바이오,치매
038460,바이오스마트,치매
016580,환인제약,치매
000220,유유제약,치매
004310,현대약품,치매
001360,삼성제약,치매
005500,삼진제약,치매
069620,대웅제약,치매
007370,진양제약,치매
389470,인벤티지랩,치매
003850,보령,치매
317450,명인제약,치매
253840,수젠텍,치매
047920,HLB제약,치매
214260,라파스,치매
170900,동아에스티,치매
082270,젬백스,치매
015860,일진홀딩스,치매
310210,보로노이,치매
065650,하이퍼코퍼레이션,치매
093370,후성,리튬
051910,LG화학,리튬
051980,중앙첨단소재,리튬
005420,코스모화학,리튬
278280,천보,리튬
340930,유일에너테크,리튬
003670,포스코퓨처엠,리튬
107600,새빗켐,리튬
348370,엔켐,리튬
290670,대보마그네틱,리튬
101670,하이드로리튬,리튬
365340,성일하이텍,리튬
373220,LG에너지솔루션,리튬
009520,포스코엠텍,리튬
095500,미래나노텍,리튬
114190,강원에너지,리튬
086520,에코프로,리튬
004490,세방전지,리튬
270520,앱튼,리튬
073570,리튬포어스,리튬
005490,POSCO홀딩스,리튬
029480,광무,리튬
025560,미래산업,리튬
347850,디앤디파마텍,비만치료제
180400,DXVX,비만치료제
051910,LG화학,비만치료제
291650,압타머사이언스,비만치료제
087010,펩트론,비만치료제
095700,제넥신,비만치료제
348150,고바이오랩,비만치료제
089140,넥스턴바이오,비만치료제
138610,나이벡,비만치료제
378800,샤페론,비만치료제
249420,일동제약,비만치료제
456160,지투지바이오,비만치료제
068760,셀트리온제약,비만치료제
000250,삼천당제약,비만치료제
067080,대화제약,비만치료제
256840,한국비엔씨,비만치료제
000100,유한양행,비만치료제
196300,HLB펩,비만치료제
185750,종근당,비만치료제
002800,신신제약,비만치료제
009290,광동제약,비만치료제
003220,대원제약,비만치료제
002390,한독,비만치료제
128940,한미약품,비만치료제
348080,큐라티스,비만치료제
069620,대웅제약,비만치료제
078140,대봉엘에스,비만치료제
195940,HK이노엔,비만치료제
048870,시너지이노베이션,비만치료제
389470,인벤티지랩,비만치료제
047920,HLB제약,비만치료제
214260,라파스,비만치료제
170900,동아에스티,비만치료제
439580,블루엠텍,비만치료제
226950,올릭스,비만치료제
068330,일신바이오,콜드체인(저온 유통)
038070,서린바이오,콜드체인(저온 유통)
096350,대창솔루션,콜드체인(저온 유통)
119830,아이텍,콜드체인(저온 유통)
131220,대한과학,콜드체인(저온 유통)
115450,HLB테라퓨틱스,콜드체인(저온 유통)
246960,SCL사이언스,콜드체인(저온 유통)
014130,한익스프레스,콜드체인(저온 유통)
144510,지씨셀,콜드체인(저온 유통)
000640,동아쏘시오홀딩스,콜드체인(저온 유통)
006890,태경케미컬,콜드체인(저온 유통)
083450,GST,콜드체인(저온 유통)
001390,KG케미칼,요소수
004000,롯데정밀화학,요소수
069260,TKG휴켐스,요소수
047400,유니온머티리얼,요소수
000910,유니온,요소수
014970,삼륭물산,日 수출 규제(국산화 등)
093370,후성,日 수출 규제(국산화 등)
042040,케이피엠테크,日 수출 규제(국산화 등)
009830,한화솔루션,日 수출 규제(국산화 등)
178920,PI첨단소재,日 수출 규제(국산화 등)
004430,송원산업,日 수출 규제(국산화 등)
371950,풍원정밀,日 수출 규제(국산화 등)
357780,솔브레인,日 수출 규제(국산화 등)
012610,경인양행,日 수출 규제(국산화 등)
220260,켐트로스,日 수출 규제(국산화 등)
272290,이녹스첨단소재,日 수출 규제(국산화 등)
013310,아진산업,日 수출 규제(국산화 등)
101490,에스앤에스텍,日 수출 규제(국산화 등)
019540,일지테크,日 수출 규제(국산화 등)
005290,동진쎄미켐,日 수출 규제(국산화 등)
079810,디이엔티,日 수출 규제(국산화 등)
046970,우리로,日 수출 규제(국산화 등)
008730,율촌화학,日 수출 규제(국산화 등)
171010,램테크놀러지,日 수출 규제(국산화 등)
174900,앱클론,코로나19(치료제/백신 개발 등)
101140,인바이오젠,코로나19(치료제/백신 개발 등)
293780,압타바이오,코로나19(치료제/백신 개발 등)
007390,네이처셀,코로나19(치료제/백신 개발 등)
087010,펩트론,코로나19(치료제/백신 개발 등)
206650,유바이오로직스,코로나19(치료제/백신 개발 등)
038530,케이바이오,코로나19(치료제/백신 개발 등)
378800,샤페론,코로나19(치료제/백신 개발 등)
249420,일동제약,코로나19(치료제/백신 개발 등)
261780,차백신연구소,코로나19(치료제/백신 개발 등)
263050,유틸렉스,코로나19(치료제/백신 개발 등)
299660,셀리드,코로나19(치료제/백신 개발 등)
032300,한국파마,코로나19(치료제/백신 개발 등)
256840,한국비엔씨,코로나19(치료제/백신 개발 등)
203400,에이비온,코로나19(치료제/백신 개발 등)
307750,국전약품,코로나19(치료제/백신 개발 등)
217730,강스템바이오텍,코로나19(치료제/백신 개발 등)
011000,진원생명과학,코로나19(치료제/백신 개발 등)
302440,SK바이오사이언스,코로나19(치료제/백신 개발 등)
348080,큐라티스,코로나19(치료제/백신 개발 등)
153710,옵티팜,코로나19(치료제/백신 개발 등)
019170,신풍제약,코로나19(치료제/백신 개발 등)
109820,진매트릭스,코로나19(치료제/백신 개발 등)
001060,JW중외제약,코로나19(치료제/백신 개발 등)
185490,아이진,코로나19(치료제/백신 개발 등)
048410,현대바이오,코로나19(치료제/백신 개발 등)
041960,코미팜,코로나19(치료제/백신 개발 등)
141080,리가켐바이오,코로나19(치료제/백신 개발 등)
214370,케어젠,코로나19(치료제/백신 개발 등)
007460,에이프로젠,원자력발전
105840,우진,원자력발전
086670,비엠티,원자력발전
034020,두산에너빌리티,원자력발전
000720,현대건설,원자력발전
001440,대한전선,원자력발전
457550,우진엔텍,원자력발전
014620,성광벤드,원자력발전
282720,금양그린파워,원자력발전
015760,한국전력,원자력발전
096350,대창솔루션,원자력발전
032820,우리기술,원자력발전
083650,비에이치아이,원자력발전
019990,에너토크,원자력발전
044490,태웅,원자력발전
130660,한전산업,원자력발전
136150,원일티엔아이,원자력발전
375500,DL이앤씨,원자력발전
098070,한텍,원자력발전
298040,효성중공업,원자력발전
388050,지투파워,원자력발전
100840,SNT에너지,원자력발전
114190,강원에너지,원자력발전
126720,수산인더스트리,원자력발전
094820,일진파워,원자력발전
187220,디티앤씨,원자력발전
189860,서전기전,원자력발전
011700,한신기계,원자력발전
006910,보성파워텍,원자력발전
036640,HRS,원자력발전
140520,대창스틸,원자력발전
052690,한전기술,원자력발전
013030,하이록코리아,원자력발전
095190,이엠코리아,원자력발전
047040,대우건설,원자력발전
006360,GS건설,원자력발전
051600,한전KPS,원자력발전
081150,티플랙스,원자력발전
046120,오르비텍,원자력발전
017040,광명전기,원자력발전
103230,에스앤더블류,원자력발전
023160,태광,원자력발전
040610,SG&G,원자력발전
036190,금화피에스시,원자력발전
053690,한미글로벌,원자력발전
045100,한양이엔지,원자력발전
038010,제일테크노스,원자력발전
054540,삼영엠텍,원자력발전
010120,LS ELECTRIC,원자력발전
105740,디케이락,원자력발전
006400,삼성SDI,2차전지(생산)
373220,LG에너지솔루션,2차전지(생산)
096770,SK이노베이션,2차전지(생산)
011300,성안머티리얼스,화학섬유
120110,코오롱인더,화학섬유
298020,효성티앤씨,화학섬유
003240,태광산업,화학섬유
079980,휴비스,화학섬유
003830,대한화섬,화학섬유
006400,삼성SDI,전기자전거
024950,삼천리자전거,전기자전거
058610,에스피지,전기자전거
047310,파워로직스,전기자전거
123750,알톤,전기자전거
180400,DXVX,메르스 코로나 바이러스
003060,에이프로젠바이오로직스,메르스 코로나 바이러스
038070,서린바이오,메르스 코로나 바이러스
042040,케이피엠테크,메르스 코로나 바이러스
064550,바이오니아,메르스 코로나 바이러스
009420,한올바이오파마,메르스 코로나 바이러스
001340,PKC,메르스 코로나 바이러스
014570,고려제약,메르스 코로나 바이러스
018620,우진비앤지,메르스 코로나 바이러스
106190,하이텍팜,메르스 코로나 바이러스
072020,중앙백신,메르스 코로나 바이러스
044960,이글벳,메르스 코로나 바이러스
005500,삼진제약,메르스 코로나 바이러스
065950,웰크론,메르스 코로나 바이러스
045520,크린앤사이언스,메르스 코로나 바이러스
109820,진매트릭스,메르스 코로나 바이러스
083550,케이엠,메르스 코로나 바이러스
043200,파루,메르스 코로나 바이러스
044480,빌리언스,메르스 코로나 바이러스
215380,우정바이오,메르스 코로나 바이러스
320000,한울반도체,MLCC(적층세라믹콘덴서)
005070,코스모신소재,MLCC(적층세라믹콘덴서)
382840,원준,MLCC(적층세라믹콘덴서)
078600,대주전자재료,MLCC(적층세라믹콘덴서)
001820,삼화콘덴서,MLCC(적층세라믹콘덴서)
052710,아모텍,MLCC(적층세라믹콘덴서)
126730,코칩,MLCC(적층세라믹콘덴서)
149950,아바텍,MLCC(적층세라믹콘덴서)
306620,네온테크,MLCC(적층세라믹콘덴서)
009150,삼성전기,MLCC(적층세라믹콘덴서)
052400,코나아이,지역화폐
094480,갤럭시아머니트리,지역화폐
088340,유라클,지역화폐
294570,쿠콘,지역화폐
053580,웹케시,지역화폐
036630,세종텔레콤,재택근무/스마트워크
181710,NHN,재택근무/스마트워크
131370,알서포트,재택근무/스마트워크
067010,이씨에스,재택근무/스마트워크
060850,영림원소프트랩,재택근무/스마트워크
150900,파수,재택근무/스마트워크
094280,효성ITX,재택근무/스마트워크
033320,제이씨현시스템,재택근무/스마트워크
189690,포시에스,재택근무/스마트워크
038680,에스넷,재택근무/스마트워크
012510,더존비즈온,재택근무/스마트워크
290270,휴네시온,재택근무/스마트워크
042500,링네트,재택근무/스마트워크
