종목명,현재가,전일비,등락률,거래량,거래대금,market,code
미래에셋 2X 미국채울트라30년 선물 ETN,"7,565",하락20,-0.26%,3,,KOSPI,520064
ACE 차이나AI빅테크TOP2+액티브,"11,140",하락155,-1.37%,"4,660",,KOSPI,0087F0
신한 인버스 콩 선물 ETN(H),"7,515",상승100,+1.35%,2,,KOSPI,500024
HANARO 미국S&P500,"18,750",상승110,+0.59%,"2,926",,KOSPI,432840
한투 베트남 VN30 선물 ETN(H),"14,995",상승410,+2.81%,239,,KOSPI,570063
ACE 애플밸류체인액티브,"14,965",상승230,+1.56%,"20,660",,KOSPI,483420
메리츠 인버스 2X 미국채10년 ETN(H),"14,890",하락5,-0.03%,1,,KOSPI,610025
삼성 나스닥 100 TR ETN,"14,650",상승170,+1.17%,120,,KOSPI,530120
PLUS 국고채30년액티브,"105,365",하락720,-0.68%,358,,KOSPI,451600
ACE 중국과창판STAR50,"10,380",하락135,-1.28%,"16,654",,KOSPI,416090
RISE 차이나테크TOP10위클리타겟커버드콜,"10,355",하락55,-0.53%,"75,441",,KOSPI,0094L0
KODEX 유럽명품TOP10 STOXX,"11,550",하락40,-0.35%,"3,958",,KOSPI,456250
TIGER LG그룹+펀더멘털,"9,020",상승255,+2.91%,"31,861",,KOSPI,138530
KoAct 미국바이오헬스케어액티브,"10,690",하락110,-1.02%,"782,928",,KOSPI,0113G0
PLUS 차이나AI테크TOP10,"11,520",하락150,-1.29%,"12,818",,KOSPI,0047N0
HK 베스트일레븐액티브,"15,150",상승220,+1.47%,108,,KOSPI,391670
TIGER 일본TOPIX(합성 H),"28,705",상승25,+0.09%,393,,KOSPI,195920
FOCUS ESG리더스,"15,905",상승185,+1.18%,6,,KOSPI,285690
KIWOOM 코스닥150,"8,040",하락5,-0.06%,"16,283",,KOSPI,316670
KODEX 미국ETF산업Top10 Indxx,"16,755",하락150,-0.89%,"3,680",,KOSPI,428560
KODEX 미국S&P500유틸리티,"14,985",하락115,-0.76%,"4,085",,KOSPI,463640
ACE 코리아밸류업,"16,735",상승170,+1.03%,"1,821",,KOSPI,496120
TIGER 글로벌자원생산기업(합성 H),"16,650",하락375,-2.20%,"4,752",,KOSPI,276000
KODEX 기후변화솔루션,"15,710",상승140,+0.90%,446,,KOSPI,404260
KB 인버스 2X 콩 선물 ETN,"28,260",상승30,+0.11%,16,,KOSPI,580054
삼양사우,"38,150",보합0,0.00%,495,,KOSPI,145995
한투 S&P500 VIX S/T선물 ETN(H) B,"13,980",하락235,-1.65%,"7,637",,KOSPI,570114
KODEX 아시아AI반도체exChina액티브,"27,960",상승485,+1.77%,"4,716",,KOSPI,446690
에이리츠,"3,130",보합0,0.00%,0,,KOSPI,140910
TIGER S&P글로벌인프라(합성),"17,430",하락65,-0.37%,722,,KOSPI,269370
솔루스첨단소재2우B,"3,685",하락45,-1.21%,"10,291",,KOSPI,33637L
마이티 바이오시밀러&CDMO액티브,"11,995",상승5,+0.04%,"2,363",,KOSPI,0001P0
ACE TDF2030액티브,"11,085",상승20,+0.18%,"5,551",,KOSPI,0021D0
BNK 2차전지양극재,"6,440",하락30,-0.46%,"32,966",,KOSPI,466810
한투 S&P 인버스 2X 엔달러 선물 ETN(H),"13,845",보합0,0.00%,0,,KOSPI,570099
RISE 엔비디아고정테크100,"11,525",상승105,+0.92%,"2,511",,KOSPI,0093B0
메리츠 KAP 레버리지 중국 위안화 ETN,"27,610",상승120,+0.44%,12,,KOSPI,610072
KODEX 미국클린에너지나스닥,"8,620",상승55,+0.64%,"5,815",,KOSPI,419420
메리츠 인버스 미국채30년 ETN(H),"13,720",보합0,0.00%,0,,KOSPI,610039
한투 블룸버그 인도네시아 대표원자재 ETN,"13,690",보합0,0.00%,0,,KOSPI,570085
삼성 iSelect 조선 TOP10 TR ETN,"13,680",상승175,+1.30%,16,,KOSPI,530139
TIGER 탄소효율그린뉴딜,"13,670",상승155,+1.15%,"3,242",,KOSPI,376410
메리츠 블룸버그 2X 천연가스선물 ETN(H) B,"3,900",하락5,-0.13%,"5,906",,KOSPI,610067
KODEX 운송,"5,890",상승55,+0.94%,"77,251",,KOSPI,140710
SOL KRX300,"27,055",상승520,+1.96%,112,,KOSPI,292500
대신 천연가스 선물 ETN(H),"4,500",보합0,0.00%,848,,KOSPI,510016
KODEX 미국S&P500필수소비재,"12,265",상승10,+0.08%,"11,366",,KOSPI,453630
ACE 삼성그룹동일가중,"26,905",상승690,+2.63%,"8,277",,KOSPI,131890
KODEX 필수소비재,"8,355",상승35,+0.42%,"12,357",,KOSPI,266410
KODEX WTI원유선물인버스(H),"4,275",상승50,+1.18%,"178,762",,KOSPI,271050
TIGER KRX300,"26,675",상승250,+0.95%,"4,867",,KOSPI,292160
ACE 미국중심중소형제조업,"11,585",상승105,+0.91%,"4,634",,KOSPI,0008E0
TIMEFOLIO 글로벌바이오액티브,"11,030",하락90,-0.81%,"19,710",,KOSPI,485810
ACE 글로벌브랜드TOP10,"20,290",하락15,-0.07%,573,,KOSPI,435040
TIGER 농산물선물Enhanced(H),"5,275",상승20,+0.38%,"1,546",,KOSPI,137610
TIMEFOLIO K이노베이션액티브,"10,125",상승35,+0.35%,"9,016",,KOSPI,385710
RISE 중국MSCI China(H),"10,955",하락95,-0.86%,"2,512",,KOSPI,310080
KODEX 미국S&P500경기소비재,"18,775",상승60,+0.32%,770,,KOSPI,453660
ACE 마이크로소프트밸류체인액티브,"13,110",하락65,-0.49%,"233,452",,KOSPI,483330
NPC우,"2,480",하락25,-1.00%,"27,531",,KOSPI,004255
삼성 일본니케이225선물 ETN(H),"13,030",상승60,+0.46%,10,,KOSPI,530123
신한 인버스 코스피 200 선물 ETN,"6,495",하락45,-0.69%,"2,632",,KOSPI,500061
미래에셋 인버스 코스피200 선물 ETN,"6,485",하락75,-1.14%,"10,412",,KOSPI,520038
메리츠 인버스 국채30년 ETN,"12,970",상승70,+0.54%,6,,KOSPI,610009
KIWOOM 블루칩,"11,785",상승145,+1.25%,578,,KOSPI,104520
KODEX 혁신기술테마액티브,"21,605",상승405,+1.91%,"5,912",,KOSPI,364690
메리츠 -2X 천연가스 선물 ETN(H),"12,960",상승35,+0.27%,"3,157",,KOSPI,610096
메리츠 인버스 미국채10년 ETN(H),"12,950",하락5,-0.04%,24,,KOSPI,610024
TIGER 차이나항셍30,"23,520",하락330,-1.38%,"6,849",,KOSPI,117690
KIWOOM K-테크TOP10,"18,475",상승50,+0.27%,"1,644",,KOSPI,469790
하나 인버스 2X 천연가스 선물 ETN(H),"12,925",상승40,+0.31%,461,,KOSPI,700032
파워 고배당저변동성,"47,830",상승470,+0.99%,692,,KOSPI,192720
JW중외제약2우B,"61,500",상승800,+1.32%,69,,KOSPI,001067
KIWOOM 미국대형주500월간목표헤지액티브,"10,315",상승65,+0.63%,"59,445",,KOSPI,0084E0
미래에셋 인도네시아 Top5 ETN,"12,880",하락145,-1.11%,277,,KOSPI,520061
RISE 코리아밸류업위클리고정커버드콜,"12,180",상승40,+0.33%,"57,186",,KOSPI,0094M0
N2 인버스 2X 천연가스 선물 ETN,"12,760",상승15,+0.12%,381,,KOSPI,550100
신한 인버스 코스닥 150 선물 ETN,"6,370",상승20,+0.31%,"76,688",,KOSPI,500063
KB 차이나 과창판 STAR 50 ETN,"12,705",하락325,-2.49%,1,,KOSPI,580050
메리츠 멕시코 페소화 ETN,"12,680",상승30,+0.24%,2,,KOSPI,610080
미래에셋 인버스 코스닥150 선물 ETN,"6,330",상승15,+0.24%,"1,730",,KOSPI,520040
KODEX 코스닥150롱코스피200숏선물,"7,440",하락95,-1.26%,"9,115",,KOSPI,360150
신한 코스닥 150 TR ETN,"12,605",상승30,+0.24%,5,,KOSPI,500086
LX홀딩스1우,"8,600",보합0,0.00%,200,,KOSPI,38380K
TIGER 미국달러선물레버리지,"17,950",상승25,+0.14%,"4,243",,KOSPI,261110
ACE 장기자산배분액티브,"12,520",상승110,+0.89%,"2,712",,KOSPI,0021C0
PLUS 일본반도체소부장,"17,850",상승440,+2.53%,"9,392",,KOSPI,464920
마이티 코스피100,"44,600",상승395,+0.89%,352,,KOSPI,159800
RISE 미국고배당다우존스TOP10,"10,830",하락15,-0.14%,"21,940",,KOSPI,0115C0
KIWOOM 미국S&P500 TOP10&배당다우비중전환,"10,350",상승65,+0.63%,"51,039",,KOSPI,0127V0
KB 코스닥 150 TR ETN,"12,385",상승10,+0.08%,"4,008",,KOSPI,580065
에셋플러스 글로벌영에이지액티브,"19,950",상승25,+0.13%,476,,KOSPI,451150
TIGER MSCI KOREA ESG리더스,"15,850",상승205,+1.31%,"3,068",,KOSPI,289260
WON AI ESG액티브,"15,420",상승175,+1.15%,541,,KOSPI,413930
대상홀딩스우,"13,500",상승20,+0.15%,"3,825",,KOSPI,084695
KB 인버스 2X 나스닥 100 ETN,"2,055",하락50,-2.38%,"628,763",,KOSPI,580014
메리츠 S&P 유럽탄소배출권 선물 ETN(H),"12,330",보합0,0.00%,0,,KOSPI,610030
RISE 미국은행TOP10,"11,720",상승50,+0.43%,"7,193",,KOSPI,0013P0
한투 S&P 유럽탄소배출권 선물 ETN(H),"12,285",하락150,-1.21%,3,,KOSPI,570074
미래에셋 -2X 미국 AI TOP3 ETN,"12,250",하락195,-1.57%,52,,KOSPI,520085
메리츠 KAP 중국 위안화 ETN,"12,225",상승5,+0.04%,8,,KOSPI,610071
KODEX 대만테크고배당다우존스,"10,160",상승95,+0.94%,"6,495",,KOSPI,487950
삼성 구리 선물 ETN(H),"12,175",상승75,+0.62%,462,,KOSPI,530095
HANARO 탄소효율그린뉴딜,"13,520",상승30,+0.22%,"1,209",,KOSPI,375760
대신 KOSPI200인덱스 X클래스,"10,560",상승125,+1.20%,"10,106",,KOSPI,0106J0
TIGER 이머징마켓MSCI레버리지(합성 H),"11,455",상승205,+1.82%,26,,KOSPI,225060
TIGER MKF배당귀족,"17,255",상승200,+1.17%,"3,273",,KOSPI,445910
하나 인버스 2X 콩 선물 ETN(H),"12,055",상승90,+0.75%,43,,KOSPI,700014
HANARO KOFR금리액티브(합성),"109,280",상승5,0.00%,14,,KOSPI,453060
삼성 KRX 2차전지 TOP10 TR ETN,"12,020",상승70,+0.59%,20,,KOSPI,530137
TIMEFOLIO K신재생에너지액티브,"17,170",상승115,+0.67%,"3,632",,KOSPI,404120
KODEX 웹툰&드라마,"2,995",상승5,+0.17%,"54,329",,KOSPI,395150
메리츠 미국채10년 ETN,"11,935",보합0,0.00%,52,,KOSPI,610074
HANARO Fn K-게임,"3,965",상승30,+0.76%,"4,698",,KOSPI,395280
TRUSTON 주주가치액티브,"18,575",상승235,+1.28%,"6,012",,KOSPI,472720
KODEX 멀티팩터,"19,725",상승365,+1.89%,6,,KOSPI,337120
신한 인버스 2X 다우존스지수 선물 ETN(H),"1,183",하락22,-1.83%,"1,316",,KOSPI,500028
RISE 국채선물10년,"53,750",하락125,-0.23%,214,,KOSPI,295000
KODEX MSCI KOREA ESG유니버설,"16,870",상승180,+1.08%,6,,KOSPI,289040
VITA 밸류알파액티브,"16,850",상승200,+1.20%,20,,KOSPI,452440
키움 레버리지 리츠부동산인프라 ETN,"23,545",상승295,+1.27%,1,,KOSPI,760020
마이티 200TR,"21,390",상승175,+0.82%,"53,402",,KOSPI,0112X0
N2 인버스 2X 코스닥150 선물 ETN,"11,760",상승15,+0.13%,139,,KOSPI,550098
미래에셋 레버리지 옥수수 선물 ETN,"11,735",상승180,+1.56%,"1,533",,KOSPI,520046
신한 S&P 레버리지 유로 선물 ETN(H),"11,715",상승70,+0.60%,3,,KOSPI,500080
키움 레버리지 바이오TOP10 ETN,"23,280",하락165,-0.70%,"6,308",,KOSPI,760015
KODEX 미국S&P500커뮤니케이션,"19,345",상승30,+0.16%,828,,KOSPI,463690
대덕1우,"9,560",상승150,+1.59%,"7,674",,KOSPI,00806K
TIGER 미국캐시카우100,"14,485",상승60,+0.42%,"3,846",,KOSPI,465670
에셋플러스 인도일등기업포커스20액티브,"10,710",하락140,-1.29%,828,,KOSPI,0002C0
유진 챔피언중단기크레딧 X클래스,"9,950",보합0,0.00%,0,,KOSPI,0120X0
메리츠 국채5년 ETN,"11,520",하락20,-0.17%,1,,KOSPI,610049
HANARO Fn5G산업,"20,940",상승390,+1.90%,309,,KOSPI,367740
BNK 미래전략기술액티브,"19,190",상승190,+1.00%,486,,KOSPI,457930
신한 S&P 유로 선물 ETN(H),"11,510",보합0,0.00%,0,,KOSPI,500078
메리츠 천연가스 선물 ETN(H),"11,510",하락110,-0.95%,3,,KOSPI,610094
RISE 주식혼합,"57,355",상승630,+1.11%,11,,KOSPI,183710
KB 미국채 10년 ETN,"11,470",상승20,+0.17%,328,,KOSPI,580059
TREX 200,"57,345",상승610,+1.08%,358,,KOSPI,108590
KIWOOM 물가채KIS,"114,500",하락385,-0.34%,109,,KOSPI,430500
코오롱글로벌우,"15,450",하락100,-0.64%,"1,573",,KOSPI,003075
KB 레버리지 미국채 10년 ETN,"22,805",하락75,-0.33%,1,,KOSPI,580060
RISE 미국AI클라우드인프라,"11,380",상승50,+0.44%,"486,056",,KOSPI,0127R0
메리츠 미국채30년 ETN,"11,345",보합0,0.00%,0,,KOSPI,610077
ACE 글로벌AI맞춤형반도체,"13,335",상승30,+0.23%,"10,293",,KOSPI,494340
삼성 미국다우존스 TR ETN,"11,295",상승85,+0.76%,3,,KOSPI,530127
메리츠 국채3년 ETN,"11,285",보합0,0.00%,0,,KOSPI,610045
TIGER MSCI KOREA ESG유니버설,"16,910",상승280,+1.68%,4,,KOSPI,289250
메리츠 인버스 국채10년 ETN,"11,155",보합0,0.00%,0,,KOSPI,610020
태양금속우,"3,370",상승35,+1.05%,"12,223",,KOSPI,004105
KODEX KTOP30,"22,205",상승435,+2.00%,637,,KOSPI,229720
메리츠 3X 레버리지 국채3년 ETN,"22,110",보합0,0.00%,0,,KOSPI,610055
키움 KPOP ETN,"11,030",보합0,0.00%,6,,KOSPI,760006
메리츠 레버리지 인도 루피화 ETN,"22,035",보합0,0.00%,0,,KOSPI,610083
신한 레버리지 Russell 2000 ETN B,"10,995",하락60,-0.54%,129,,KOSPI,500097
RISE 미국천연가스밸류체인,"10,965",하락140,-1.26%,"4,507",,KOSPI,0036Z0
키움 리츠부동산인프라 ETN,"10,960",상승70,+0.64%,1,,KOSPI,760019
메리츠 3X 레버리지 국채5년 ETN,"21,910",하락35,-0.16%,685,,KOSPI,610057
키움 인버스 2X K방산 TOP5 ETN,"21,835","하락1,385",-5.96%,"35,858",,KOSPI,760024
KB 레버리지 미국채 10년 선물 ETN,"21,680",보합0,0.00%,0,,KOSPI,580063
유유제약1우,"4,780",상승5,+0.10%,548,,KOSPI,000225
KIWOOM 미국달러선물레버리지,"16,885",상승50,+0.30%,27,,KOSPI,225800
KIWOOM 미국S&P500&배당다우존스비중전환,"10,235",상승25,+0.24%,"110,344",,KOSPI,0127T0
RISE 우량업종대표주,"17,910",상승280,+1.59%,"1,451",,KOSPI,140580
메리츠 인도 루피화 ETN,"10,735",하락25,-0.23%,27,,KOSPI,610082
삼성 인버스 2X S&P500 선물 ETN,"10,720",하락120,-1.11%,560,,KOSPI,530114
더제이 중소형포커스액티브,"10,715",상승170,+1.61%,"6,712",,KOSPI,0053M0
PLUS 고배당저변동50,"16,440",상승160,+0.98%,"9,682",,KOSPI,251590
신한 S&P 인버스 유로 선물 ETN(H),"10,675",하락25,-0.23%,2,,KOSPI,500079
PLUS 미국로보택시,"12,490",상승145,+1.17%,"4,547",,KOSPI,0078V0
PLUS ESG성장주액티브,"13,255",상승145,+1.11%,61,,KOSPI,395760
키움 코스피200 선물 달러노출 ETN,"15,145",상승165,+1.10%,3,,KOSPI,760021
PLUS K방산소부장,"8,830",상승80,+0.91%,"24,025",,KOSPI,0090B0
KB 미국채 30년 ETN,"10,595",하락20,-0.19%,202,,KOSPI,580061
대신 밀 선물 ETN(H),"5,295",상승35,+0.67%,"3,676",,KOSPI,510015
키움 반도체TOP10 ETN,"15,110",상승30,+0.20%,13,,KOSPI,760012
메리츠 인버스 3X 일본 국채 10년 ETN,"21,130",상승155,+0.74%,52,,KOSPI,610093
RISE TDF2030액티브,"14,050",상승30,+0.21%,"2,648",,KOSPI,442550
삼성 블룸버그 WTI원유 선물 ETN B,"10,530",하락120,-1.13%,18,,KOSPI,530132
SOL 200 Top10,"11,695",상승70,+0.60%,"3,393",,KOSPI,411540
메리츠 KAP 일본 엔화 ETN,"10,510",상승10,+0.10%,"2,424",,KOSPI,610068
KIWOOM 미국달러SOFR금리액티브(합성),"12,970",보합0,0.00%,42,,KOSPI,460270
1Q 미국우주항공테크,"10,445",상승320,+3.16%,"177,056",,KOSPI,0131V0
PLUS 코스피,"41,780",상승460,+1.11%,874,,KOSPI,227830
HK S&P코리아로우볼,"16,550",상승195,+1.19%,420,,KOSPI,215620
메리츠 레버리지 대표 농산물 선물 ETN(H),"10,425",상승80,+0.77%,113,,KOSPI,610035
SOL 차이나소비트렌드,"10,410",상승10,+0.10%,"85,383",,KOSPI,0131A0
HANARO KRX300,"26,015",상승55,+0.21%,63,,KOSPI,304760
RISE 유로스탁스50(H),"16,000",상승160,+1.01%,"1,008",,KOSPI,379790
RISE 헬스케어,"17,325",하락60,-0.35%,"33,398",,KOSPI,253280
메리츠 3X 레버리지 국채10년 ETN,"20,785",하락210,-1.00%,"19,703",,KOSPI,610059
ACE 미국친환경그린테마,"11,525",하락30,-0.26%,"2,370",,KOSPI,391600
RISE 중소형고배당,"15,940",상승225,+1.43%,"3,780",,KOSPI,281990
KB 인버스 2X 항셍테크 선물 ETN,"3,445",상승85,+2.53%,943,,KOSPI,580019
SOL 머니마켓액티브,"52,185",보합0,0.00%,"8,211",,KOSPI,484890
KIWOOM 미국달러선물인버스2X,"4,250",하락5,-0.12%,"2,704",,KOSPI,230480
한투 인버스 2X 구리 선물 ETN,"10,280",하락175,-1.67%,"6,106",,KOSPI,570073
메리츠 인버스 국채5년 ETN,"10,250",보합0,0.00%,0,,KOSPI,610051
메리츠 인버스 일본 국채 10년 ETN,"10,230",상승30,+0.29%,"4,109",,KOSPI,610092
한투 인버스 2X 일본 엔선물 ETN,"10,225",상승60,+0.59%,1,,KOSPI,570096
메리츠 솔랙티브 WTI원유 선물 ETN(H),"10,180",하락150,-1.45%,137,,KOSPI,610087
KB 인버스 2X 미국채 10년 선물 ETN,"20,345",보합0,0.00%,0,,KOSPI,580064
PLUS S&P글로벌인프라,"20,255",하락130,-0.64%,"1,524",,KOSPI,269530
메리츠 KAP 인버스 2X 일본 엔화 ETN,"20,230",하락55,-0.27%,296,,KOSPI,610070
RISE 국채30년레버리지(합성),"20,200",하락70,-0.35%,"2,609",,KOSPI,451670
WON 한국부동산TOP3플러스,"10,075",상승35,+0.35%,"1,048",,KOSPI,480460
한양증권우,"19,170",하락40,-0.21%,"2,763",,KOSPI,001755
TIGER KTOP30,"11,130",상승170,+1.55%,"24,784",,KOSPI,228820
ACE 유럽방산TOP10,"8,700",상승145,+1.69%,"10,163",,KOSPI,0102X0
신한 S&P 인버스 2X 유로 선물 ETN(H),"9,990",하락55,-0.55%,3,,KOSPI,500081
KIWOOM 미국테크100월간목표헤지액티브,"11,085",상승80,+0.73%,"175,410",,KOSPI,0084D0
메리츠 인버스 3X 국채3년 ETN,"19,905",보합0,0.00%,0,,KOSPI,610056
KB 레버리지 밀 선물 ETN,"6,625",상승150,+2.32%,"29,709",,KOSPI,580051
PLUS K리츠,"7,095",상승30,+0.42%,"8,642",,KOSPI,429740
신한 인버스 2X Russell 2000 ETN B,"9,915",상승90,+0.92%,"1,039",,KOSPI,500098
N2 인버스 레버리지 WTI원유 선물 ETN(H),66,상승1,+1.54%,"2,568,691",,KOSPI,550043
메리츠 일본 국채 10년 ETN,"9,885",보합0,0.00%,0,,KOSPI,610090
FOCUS 알리바바미국채커버드콜혼합,"11,625",하락10,-0.09%,"21,331",,KOSPI,0073X0
RISE V&S셀렉트밸류,"19,745",상승275,+1.41%,"2,010",,KOSPI,234310
메리츠 인버스 3X 국채5년 ETN,"19,730",보합0,0.00%,0,,KOSPI,610058
1Q 차이나H(H),"16,410",하락285,-1.71%,"2,585",,KOSPI,472350
KODEX 미국스마트모빌리티S&P,"7,020",하락15,-0.21%,"10,360",,KOSPI,390400
덕성우,"7,050",하락40,-0.56%,"2,722",,KOSPI,004835
대신 인버스 2X 코스닥 150 선물 ETN,"3,270",상승5,+0.15%,"1,181",,KOSPI,510027
KB 인버스 2X KOSDAQ 150 선물 ETN,"3,260",상승10,+0.31%,"796,747",,KOSPI,580044
메리츠 미국채30년 스트립 ETN(H),"9,770",보합0,0.00%,0,,KOSPI,610084
ACE BYD밸류체인액티브,"12,180",하락125,-1.02%,"44,283",,KOSPI,0079X0
ACE 인도시장대표BIG5그룹액티브,"8,840",하락110,-1.23%,"4,419",,KOSPI,487920
N2 레버리지 국채10년 ETN,"19,415",보합0,0.00%,0,,KOSPI,550095
삼성 중국 AI 테크 TOP5 TR ETN(H),"9,685",하락170,-1.73%,720,,KOSPI,530142
메리츠 인버스2X 미국채30년 스트립 ETN(H),"48,410",상승250,+0.52%,45,,KOSPI,610086
ACE 미국부동산리츠(합성 H),"80,670",하락105,-0.13%,37,,KOSPI,181480
대원전선우,"3,690",하락5,-0.14%,"27,881",,KOSPI,006345
SOL 자동차소부장Fn,"12,870",상승420,+3.37%,"32,129",,KOSPI,464600
KB 레버리지 미국채 30년 ETN,"19,250",상승10,+0.05%,3,,KOSPI,580062
TRUSTON 코리아밸류업액티브,"16,030",상승255,+1.62%,913,,KOSPI,496130
TIGER 의료기기,"19,155",하락160,-0.83%,"4,247",,KOSPI,307510
한투 일본 엔선물 ETN C,"9,570",보합0,0.00%,0,,KOSPI,570094
RISE KRX300,"27,245",상승350,+1.30%,"2,312",,KOSPI,292050
삼성 중국 자동차 TOP5 TR ETN(H),"9,505",하락165,-1.71%,618,,KOSPI,530141
HANARO 유럽방산,"9,990",상승115,+1.16%,"1,691",,KOSPI,0082F0
JW중외제약우,"27,750",상승350,+1.28%,440,,KOSPI,001065
메리츠 3X 레버리지 일본 국채 10년 ETN,"18,920",하락120,-0.63%,201,,KOSPI,610091
한투 3X레버리지미국채30년 ETN,"47,280",하락285,-0.60%,34,,KOSPI,570111
메리츠 인버스 3X 국채10년 ETN,"18,890",상승105,+0.56%,1,,KOSPI,610060
메리츠 인버스 3X 미국채30년 ETN,"47,160",상승135,+0.29%,388,,KOSPI,610079
SOL KRX기후변화솔루션,"15,680",상승105,+0.67%,105,,KOSPI,404650
TIGER 차이나CSI300인버스(합성),"5,870",상승15,+0.26%,88,,KOSPI,217780
하나 레버리지 옥수수 선물 ETN(H),"9,390",상승130,+1.40%,302,,KOSPI,700011
한투 레버리지미국채30년 ETN,"18,735",보합0,0.00%,0,,KOSPI,570109
KODEX 200동일가중,"15,587",상승197,+1.28%,627,,KOSPI,252650
ACE Fn5G플러스,"15,585",상승215,+1.40%,411,,KOSPI,380340
TIGER 한중전기차(합성),"10,985",상승35,+0.32%,326,,KOSPI,449680
HANARO 글로벌워터MSCI(합성),"15,495",하락105,-0.67%,"1,346",,KOSPI,424460
RISE 글로벌클린에너지,"9,275",상승150,+1.64%,"4,768",,KOSPI,399580
메리츠 인버스 3X 미국채10년 ETN,"46,375",보합0,0.00%,0,,KOSPI,610076
KB S&P 유럽탄소배출권 선물 ETN(H),"9,250",보합0,0.00%,0,,KOSPI,580035
KB 레버리지 구리 선물 ETN(H),"18,475",상승170,+0.93%,"4,436",,KOSPI,580032
삼성 인버스 2X 일본니케이225선물 ETN(H),"9,230",하락340,-3.55%,"28,912",,KOSPI,530125
RISE 글로벌데이터센터리츠(합성),"13,150",하락80,-0.60%,"2,668",,KOSPI,375270
KODEX 최소변동성,"15,290",상승200,+1.33%,9,,KOSPI,279540
RISE 미국S&P500엔화노출(합성 H),"11,375",상승30,+0.26%,92,,KOSPI,0005C0
미래에셋 -2X 미국 자율주행대표기업 ETN,"9,090",하락105,-1.14%,"2,864",,KOSPI,520084
BNK 카카오그룹포커스,"10,070",상승50,+0.50%,"19,500",,KOSPI,0120J0
TIGER 200동일가중,"16,450",상승220,+1.36%,48,,KOSPI,252000
KIWOOM 의료AI,"13,885",상승185,+1.35%,"10,317",,KOSPI,483020
에셋플러스 글로벌다이나믹시니어액티브,"17,300",상승75,+0.44%,40,,KOSPI,462340
RISE 200선물인버스2X,706,하락19,-2.62%,"424,337",,KOSPI,252420
KODEX 모멘텀Plus,"14,925",상승165,+1.12%,552,,KOSPI,244620
N2 레버리지 국채30년 ETN,"17,885",보합0,0.00%,0,,KOSPI,550096
ACE 일라이릴리밸류체인,"12,770",하락75,-0.58%,"6,459",,KOSPI,497520
SOL 미국500타겟데일리커버드콜액티브,"11,120",상승30,+0.27%,"155,655",,KOSPI,494210
한투 인버스 2X 유로스탁스50 ETN(H) B,"8,860",하락150,-1.66%,"3,047",,KOSPI,570092
KODEX K-뉴딜디지털플러스,"8,860",상승85,+0.97%,371,,KOSPI,368680
PLUS 주도업종,"16,075",상승435,+2.78%,"5,834",,KOSPI,280920
RISE 글로벌게임테크TOP3Plus,"9,790",하락70,-0.71%,"3,877",,KOSPI,0114X0
KODEX 코리아혁신성장액티브,"17,595",상승295,+1.71%,"1,566",,KOSPI,373490
한투 레버리지국채30년 ETN,"17,540",보합0,0.00%,0,,KOSPI,570108
TIGER 코스닥글로벌,"15,890",하락75,-0.47%,"2,640",,KOSPI,461580
SOL 글로벌탄소배출권선물ICE(합성),"14,520",하락115,-0.79%,"1,447",,KOSPI,400590
마이다스 일본테크액티브,"31,680",상승555,+1.78%,423,,KOSPI,488290
TIGER 로우볼,"18,150",상승240,+1.34%,"3,636",,KOSPI,174350
SOL 미국S&P500엔화노출(H),"10,865",상승85,+0.79%,937,,KOSPI,499150
삼성 인버스 China A50 선물 ETN(H) B,"8,590",상승15,+0.17%,679,,KOSPI,530135
KIWOOM 엔비디아미국30년국채혼합액티브(H),"10,730",상승45,+0.42%,"7,629",,KOSPI,0015E0
TIGER 미국나스닥넥스트100,"17,025",상승85,+0.50%,31,,KOSPI,429010
ACE 글로벌빅파마,"12,135",하락20,-0.16%,"1,982",,KOSPI,497510
SK증권우,"2,170",상승80,+3.83%,"5,493",,KOSPI,001515
메리츠 대표 농산물 선물 ETN(H),"8,440",상승65,+0.78%,7,,KOSPI,610034
한투 인버스 나스닥100 ETN B,"8,380",하락105,-1.24%,154,,KOSPI,570101
삼성 인버스 2X 금 선물 ETN(H),"2,090",하락5,-0.24%,"68,098",,KOSPI,530056
N2 인버스 레버리지 구리 선물 ETN(H),"8,335",보합0,0.00%,0,,KOSPI,550070
KIWOOM TDF2050액티브,"16,630",상승65,+0.39%,"5,026",,KOSPI,435550
메리츠 인버스 2X 구리 선물 ETN(H),"8,290",하락120,-1.43%,429,,KOSPI,610029
한투 레버리지 일본 엔선물 ETN C,"8,270",상승25,+0.30%,778,,KOSPI,570095
TIGER 200커버드콜OTM,"16,485",상승245,+1.51%,"2,287",,KOSPI,166400
TIGER 단기선진하이일드(합성 H),"13,670",상승5,+0.04%,596,,KOSPI,182490
하나 블룸버그 2X 천연가스 선물 ETN(H) B,"4,100",하락10,-0.24%,"5,555",,KOSPI,700025
하나 K방산TOP10 ETN,"8,200",상승315,+3.99%,237,,KOSPI,700033
한투 S&P 엔달러 선물 ETN(H),"8,185",상승5,+0.06%,"1,114",,KOSPI,570097
키움 바이오TOP10 ETN,"11,615",하락30,-0.26%,103,,KOSPI,760014
TIGER 경기방어채권혼합,"10,155",상승5,+0.05%,"3,499",,KOSPI,237440
성신양회우,"10,910",하락140,-1.27%,"2,481",,KOSPI,004985
