종목명,현재가,전일비,등락률,거래량,거래대금,market,code
ACE 미국배당퀄리티채권혼합50,"10,925",하락10,-0.09%,"3,749",,KOSPI,0049K0
RISE 미국양자컴퓨팅,"16,090",하락105,-0.65%,"9,531",,KOSPI,0018Z0
ITF 200,"55,515",보합0,0.00%,233,,KOSPI,472840
미래에셋 S&P 유럽탄소배출권 선물 ETN,"15,210",보합0,0.00%,0,,KOSPI,520043
TIGER 일본반도체FACTSET,"16,010",하락15,-0.09%,"28,042",,KOSPI,465660
RISE 미국고정배당우선증권,"12,150",하락110,-0.90%,"9,583",,KOSPI,354240
ACE 차이나AI빅테크TOP2+액티브,"11,250",상승145,+1.31%,"7,555",,KOSPI,0087F0
삼성 항셍테크 TR ETN(H) B,"15,165",보합0,0.00%,0,,KOSPI,530121
메리츠 레버리지 멕시코 페소화 ETN,"30,255",상승385,+1.29%,21,,KOSPI,610081
TREX 펀더멘탈 200,"59,745",하락75,-0.13%,3,,KOSPI,145850
TIGER 퓨처모빌리티액티브,"9,390",하락210,-2.19%,"3,304",,KOSPI,387280
HANARO 미국S&P500,"18,650",하락5,-0.03%,"1,487",,KOSPI,432840
신한 인버스 콩 선물 ETN(H),"7,415",하락20,-0.27%,1,,KOSPI,500024
메리츠 인버스 2X 미국채10년 ETN(H),"14,780",상승75,+0.51%,1,,KOSPI,610025
KODEX 가치주,"16,420",하락15,-0.09%,"3,435",,KOSPI,275290
PLUS 국고채30년액티브,"105,955",하락395,-0.37%,65,,KOSPI,451600
한투 베트남 VN30 선물 ETN(H),"14,720",상승20,+0.14%,85,,KOSPI,570063
KODEX 미국S&P500유틸리티,"15,380",상승80,+0.52%,"1,174",,KOSPI,463640
PLUS 차이나AI테크TOP10,"11,670",상승75,+0.65%,"3,374",,KOSPI,0047N0
ACE 애플밸류체인액티브,"14,585",상승5,+0.03%,"15,625",,KOSPI,483420
RISE 차이나테크TOP10위클리타겟커버드콜,"10,415",상승65,+0.63%,"42,145",,KOSPI,0094L0
한투 S&P500 VIX S/T선물 ETN(H) B,"14,440",상승40,+0.28%,"6,042",,KOSPI,570114
삼성 나스닥 100 TR ETN,"14,425",하락5,-0.03%,154,,KOSPI,530120
TIGER 글로벌자원생산기업(합성 H),"16,950",상승405,+2.45%,914,,KOSPI,276000
KODEX 미국ETF산업Top10 Indxx,"16,920",하락30,-0.18%,"3,254",,KOSPI,428560
KODEX 유럽명품TOP10 STOXX,"11,485",상승15,+0.13%,"3,071",,KOSPI,456250
KIWOOM 코스닥150,"8,040",상승110,+1.39%,"54,362",,KOSPI,316670
KoAct 미국바이오헬스케어액티브,"10,970",하락40,-0.36%,"875,417",,KOSPI,0113G0
TIGER 코스닥150선물인버스,"2,840",하락50,-1.73%,"309,849",,KOSPI,250780
솔루스첨단소재2우B,"3,735",상승5,+0.13%,"14,434",,KOSPI,33637L
TIGER 일본TOPIX(합성 H),"28,205",하락620,-2.15%,"1,129",,KOSPI,195920
HK 베스트일레븐액티브,"14,820",하락110,-0.74%,66,,KOSPI,391670
삼양사우,"38,000",상승250,+0.66%,"1,660",,KOSPI,145995
KB 인버스 2X 콩 선물 ETN,"28,095",상승25,+0.09%,10,,KOSPI,580054
TIGER S&P글로벌인프라(합성),"17,495",상승45,+0.26%,"2,804",,KOSPI,269370
FOCUS ESG리더스,"15,550",보합0,0.00%,0,,KOSPI,285690
에이리츠,"3,130",보합0,0.00%,0,,KOSPI,140910
KODEX 미국클린에너지나스닥,"8,680",하락10,-0.12%,"13,119",,KOSPI,419420
마이티 바이오시밀러&CDMO액티브,"11,930",상승70,+0.59%,"5,264",,KOSPI,0001P0
메리츠 KAP 레버리지 중국 위안화 ETN,"27,620",상승40,+0.15%,83,,KOSPI,610072
한투 S&P 인버스 2X 엔달러 선물 ETN(H),"13,805",하락305,-2.16%,26,,KOSPI,570099
ACE TDF2030액티브,"11,025",하락55,-0.50%,"8,675",,KOSPI,0021D0
KODEX 기후변화솔루션,"15,310",상승45,+0.29%,811,,KOSPI,404260
TIGER LG그룹+펀더멘털,"8,700",상승5,+0.06%,"52,574",,KOSPI,138530
ACE 코리아밸류업,"16,155",상승10,+0.06%,992,,KOSPI,496120
KODEX 아시아AI반도체exChina액티브,"27,345",하락285,-1.03%,"2,650",,KOSPI,446690
KODEX WTI원유선물인버스(H),"4,205",하락50,-1.18%,"130,110",,KOSPI,271050
메리츠 인버스 미국채30년 ETN(H),"13,545",보합0,0.00%,0,,KOSPI,610039
RISE 엔비디아고정테크100,"11,270",하락165,-1.44%,"36,862",,KOSPI,0093B0
메리츠 -2X 천연가스 선물 ETN(H),"13,515","하락1,295",-8.74%,"36,854",,KOSPI,610096
KODEX 미국S&P500필수소비재,"12,270",상승125,+1.03%,"10,033",,KOSPI,453630
BNK 2차전지양극재,"6,420",상승140,+2.23%,"112,185",,KOSPI,466810
하나 인버스 2X 천연가스 선물 ETN(H),"13,475","하락1,305",-8.83%,"13,385",,KOSPI,700032
신한 인버스 코스피 200 선물 ETN,"6,695",상승35,+0.53%,"5,520",,KOSPI,500061
미래에셋 인버스 코스피200 선물 ETN,"6,670",하락20,-0.30%,"5,735",,KOSPI,520038
KODEX 필수소비재,"8,335",하락55,-0.66%,"17,381",,KOSPI,266410
N2 인버스 2X 천연가스 선물 ETN,"13,330","하락1,295",-8.85%,"4,939",,KOSPI,550100
RISE 중국MSCI China(H),"11,105",상승205,+1.88%,"1,653",,KOSPI,310080
ACE 미국중심중소형제조업,"11,580",하락20,-0.17%,"1,774",,KOSPI,0008E0
한투 블룸버그 인도네시아 대표원자재 ETN,"13,300",하락115,-0.86%,6,,KOSPI,570085
TIGER 탄소효율그린뉴딜,"13,285",하락30,-0.23%,359,,KOSPI,376410
삼성 iSelect 조선 TOP10 TR ETN,"13,265",하락340,-2.50%,735,,KOSPI,530139
TIMEFOLIO 글로벌바이오액티브,"11,050",하락70,-0.63%,"28,265",,KOSPI,485810
TIGER 농산물선물Enhanced(H),"5,280",보합0,0.00%,"13,687",,KOSPI,137610
대신 천연가스 선물 ETN(H),"4,400",상승175,+4.14%,"1,664",,KOSPI,510016
SOL KRX300,"26,330",보합0,0.00%,71,,KOSPI,292500
NPC우,"2,490",상승5,+0.20%,"7,008",,KOSPI,004255
ACE 글로벌브랜드TOP10,"20,195",하락145,-0.71%,"2,077",,KOSPI,435040
메리츠 블룸버그 2X 천연가스선물 ETN(H) B,"3,750",상승265,+7.60%,"31,305",,KOSPI,610067
KODEX 코스닥150롱코스피200숏선물,"7,700",상승165,+2.19%,"84,248",,KOSPI,360150
TIMEFOLIO K이노베이션액티브,"10,060",상승110,+1.11%,"10,876",,KOSPI,385710
KODEX 운송,"5,685",상승50,+0.89%,"45,800",,KOSPI,140710
TIGER 차이나항셍30,"23,745",상승205,+0.87%,"3,957",,KOSPI,117690
KODEX 미국S&P500경기소비재,"18,630",상승50,+0.27%,"2,848",,KOSPI,453660
KB 차이나 과창판 STAR 50 ETN,"13,025",상승115,+0.89%,"2,167",,KOSPI,580050
삼성 일본니케이225선물 ETN(H),"13,005",하락175,-1.33%,3,,KOSPI,530123
미래에셋 인도네시아 Top5 ETN,"12,960",상승195,+1.53%,12,,KOSPI,520061
TIGER KRX300,"25,900",하락60,-0.23%,508,,KOSPI,292160
ACE 삼성그룹동일가중,"25,855",상승15,+0.06%,121,,KOSPI,131890
메리츠 인버스 미국채10년 ETN(H),"12,900",상승25,+0.19%,11,,KOSPI,610024
메리츠 인버스 국채30년 ETN,"12,895",상승40,+0.31%,103,,KOSPI,610009
JW중외제약2우B,"61,000",보합0,0.00%,10,,KOSPI,001067
미래에셋 -2X 미국 AI TOP3 ETN,"12,805",상승385,+3.10%,"1,001",,KOSPI,520085
KB 인버스 2X 나스닥 100 ETN,"2,120",보합0,0.00%,"430,199",,KOSPI,580014
신한 인버스 코스닥 150 선물 ETN,"6,355",하락105,-1.63%,"307,636",,KOSPI,500063
미래에셋 인버스 코스닥150 선물 ETN,"6,315",하락105,-1.64%,"30,247",,KOSPI,520040
KIWOOM 블루칩,"11,480",하락75,-0.65%,"2,922",,KOSPI,104520
KIWOOM K-테크TOP10,"18,035",상승45,+0.25%,"14,944",,KOSPI,469790
신한 코스닥 150 TR ETN,"12,615",상승225,+1.82%,3,,KOSPI,500086
메리츠 멕시코 페소화 ETN,"12,600",보합0,0.00%,0,,KOSPI,610080
RISE 미국고배당다우존스TOP10,"10,940",상승55,+0.51%,"21,600",,KOSPI,0115C0
TIGER 미국달러선물레버리지,"17,955",상승45,+0.25%,"1,137",,KOSPI,261110
파워 고배당저변동성,"46,450",상승75,+0.16%,"3,662",,KOSPI,192720
LX홀딩스1우,"8,520",하락130,-1.50%,827,,KOSPI,38380K
KODEX 혁신기술테마액티브,"20,785",하락95,-0.45%,"1,180",,KOSPI,364690
KB 코스닥 150 TR ETN,"12,455",상승355,+2.93%,7,,KOSPI,580065
한투 S&P 유럽탄소배출권 선물 ETN(H),"12,430",상승210,+1.72%,3,,KOSPI,570074
ACE 장기자산배분액티브,"12,380",하락105,-0.84%,"23,633",,KOSPI,0021C0
에셋플러스 글로벌영에이지액티브,"19,960",하락265,-1.31%,55,,KOSPI,451150
ACE 마이크로소프트밸류체인액티브,"12,985",상승115,+0.89%,"18,358",,KOSPI,483330
메리츠 S&P 유럽탄소배출권 선물 ETN(H),"12,330",상승185,+1.52%,500,,KOSPI,610030
대상홀딩스우,"13,450",하락70,-0.52%,"7,340",,KOSPI,084695
삼성 구리 선물 ETN(H),"12,255",상승320,+2.68%,"10,770",,KOSPI,530095
RISE 미국은행TOP10,"11,665",하락50,-0.43%,"27,314",,KOSPI,0013P0
메리츠 KAP 중국 위안화 ETN,"12,230",상승35,+0.29%,28,,KOSPI,610071
KODEX 대만테크고배당다우존스,"10,090",하락65,-0.64%,"11,106",,KOSPI,487950
PLUS 일본반도체소부장,"17,290",하락205,-1.17%,"6,408",,KOSPI,464920
마이티 코스피100,"43,125",하락165,-0.38%,817,,KOSPI,159800
HANARO KOFR금리액티브(합성),"109,255",상승5,0.00%,"1,449",,KOSPI,453060
하나 인버스 2X 콩 선물 ETN(H),"12,010",상승5,+0.04%,54,,KOSPI,700014
TIGER MSCI KOREA ESG리더스,"15,385",상승65,+0.42%,"4,162",,KOSPI,289260
메리츠 미국채10년 ETN,"11,990",상승15,+0.13%,169,,KOSPI,610074
키움 레버리지 바이오TOP10 ETN,"23,980",하락785,-3.17%,"14,705",,KOSPI,760015
WON AI ESG액티브,"14,970",하락20,-0.13%,348,,KOSPI,413930
삼성 KRX 2차전지 TOP10 TR ETN,"11,950",상승140,+1.19%,26,,KOSPI,530137
HANARO 탄소효율그린뉴딜,"13,245",상승25,+0.19%,230,,KOSPI,375760
신한 인버스 2X 다우존스지수 선물 ETN(H),"1,190",하락4,-0.34%,"20,521",,KOSPI,500028
에셋플러스 인도일등기업포커스20액티브,"10,990",하락45,-0.41%,"1,349",,KOSPI,0002C0
KIWOOM 미국대형주500월간목표헤지액티브,"10,300",하락25,-0.24%,"65,249",,KOSPI,0084E0
RISE 국채선물10년,"53,835",하락155,-0.29%,139,,KOSPI,295000
RISE 코리아밸류업위클리고정커버드콜,"11,840",하락40,-0.34%,"25,262",,KOSPI,0094M0
N2 인버스 2X 코스닥150 선물 ETN,"11,825",하락415,-3.39%,"25,287",,KOSPI,550098
KIWOOM 미국S&P500 TOP10&배당다우비중전환,"10,270",하락30,-0.29%,"82,191",,KOSPI,0127V0
TIGER MKF배당귀족,"16,830",상승5,+0.03%,"1,468",,KOSPI,445910
TIGER 이머징마켓MSCI레버리지(합성 H),"11,115",하락330,-2.88%,304,,KOSPI,225060
대신 KOSPI200인덱스 X클래스,"10,235",상승5,+0.05%,738,,KOSPI,0106J0
HANARO Fn K-게임,"3,910",상승15,+0.39%,"12,604",,KOSPI,395280
키움 인버스 2X K방산 TOP5 ETN,"23,310","상승1,250",+5.67%,"12,581",,KOSPI,760024
TIMEFOLIO K신재생에너지액티브,"16,635",하락80,-0.48%,"11,981",,KOSPI,404120
신한 S&P 레버리지 유로 선물 ETN(H),"11,615",보합0,0.00%,0,,KOSPI,500080
KODEX 웹툰&드라마,"2,975",보합0,0.00%,"29,359",,KOSPI,395150
키움 레버리지 리츠부동산인프라 ETN,"23,155",상승175,+0.76%,22,,KOSPI,760020
미래에셋 레버리지 옥수수 선물 ETN,"11,550",상승90,+0.79%,"4,588",,KOSPI,520046
유진 챔피언중단기크레딧 X클래스,"9,955",상승5,+0.05%,2,,KOSPI,0120X0
메리츠 천연가스 선물 ETN(H),"11,545",상승475,+4.29%,561,,KOSPI,610094
VITA 밸류알파액티브,"16,485",보합0,0.00%,"10,079",,KOSPI,452440
메리츠 국채5년 ETN,"11,535",상승10,+0.09%,1,,KOSPI,610049
KODEX 미국S&P500커뮤니케이션,"19,205",하락50,-0.26%,"2,876",,KOSPI,463690
KB 미국채 10년 ETN,"11,510",상승15,+0.13%,28,,KOSPI,580059
신한 S&P 유로 선물 ETN(H),"11,500",보합0,0.00%,0,,KOSPI,500078
TIGER 미국캐시카우100,"14,365",상승60,+0.42%,"4,733",,KOSPI,465670
메리츠 미국채30년 ETN,"11,490",보합0,0.00%,0,,KOSPI,610077
KB 레버리지 미국채 10년 ETN,"22,970",하락110,-0.48%,2,,KOSPI,580060
TRUSTON 주주가치액티브,"17,910",하락80,-0.44%,"12,372",,KOSPI,472720
KIWOOM 물가채KIS,"114,610",하락460,-0.40%,342,,KOSPI,430500
KODEX 멀티팩터,"19,100",하락120,-0.62%,11,,KOSPI,337120
KODEX MSCI KOREA ESG유니버설,"16,250",상승20,+0.12%,89,,KOSPI,289040
SOL 머니마켓액티브,"52,180",상승5,+0.01%,"3,812",,KOSPI,484890
코오롱글로벌우,"15,350",하락50,-0.32%,615,,KOSPI,003075
메리츠 국채3년 ETN,"11,275",하락15,-0.13%,"30,000",,KOSPI,610045
ACE 글로벌AI맞춤형반도체,"13,230",상승160,+1.22%,"19,881",,KOSPI,494340
삼성 미국다우존스 TR ETN,"11,240",보합0,0.00%,0,,KOSPI,530127
대덕1우,"9,250",하락30,-0.32%,"1,802",,KOSPI,00806K
RISE 주식혼합,"56,065",상승135,+0.24%,235,,KOSPI,183710
BNK 미래전략기술액티브,"18,660",하락80,-0.43%,162,,KOSPI,457930
TREX 200,"55,655",하락90,-0.16%,52,,KOSPI,108590
메리츠 인버스 국채10년 ETN,"11,130",보합0,0.00%,0,,KOSPI,610020
메리츠 레버리지 인도 루피화 ETN,"22,245",보합0,0.00%,0,,KOSPI,610083
HANARO Fn5G산업,"20,185",하락180,-0.88%,"1,024",,KOSPI,367740
RISE 미국천연가스밸류체인,"11,090",상승250,+2.31%,"5,651",,KOSPI,0036Z0
신한 레버리지 Russell 2000 ETN B,"11,080",하락175,-1.55%,501,,KOSPI,500097
메리츠 3X 레버리지 국채3년 ETN,"22,110",하락25,-0.11%,3,,KOSPI,610055
키움 KPOP ETN,"11,005",하락10,-0.09%,11,,KOSPI,760006
PLUS 미국로보택시,"12,215",상승110,+0.91%,"15,167",,KOSPI,0078V0
메리츠 3X 레버리지 국채5년 ETN,"21,940",보합0,0.00%,683,,KOSPI,610057
KB 레버리지 미국채 10년 선물 ETN,"21,860",보합0,0.00%,0,,KOSPI,580063
태양금속우,"3,300",상승15,+0.46%,"22,938",,KOSPI,004105
키움 리츠부동산인프라 ETN,"10,865",상승55,+0.51%,1,,KOSPI,760019
삼성 인버스 2X S&P500 선물 ETN,"10,850",상승95,+0.88%,27,,KOSPI,530114
유유제약1우,"4,785",상승75,+1.59%,"3,104",,KOSPI,000225
KIWOOM 미국달러선물레버리지,"16,905",상승15,+0.09%,"1,172",,KOSPI,225800
RISE 미국AI클라우드인프라,"10,810",하락290,-2.61%,"154,507",,KOSPI,0127R0
TIGER MSCI KOREA ESG유니버설,"16,380",하락35,-0.21%,11,,KOSPI,289250
메리츠 인도 루피화 ETN,"10,800",보합0,0.00%,0,,KOSPI,610082
KB 미국채 30년 ETN,"10,760",보합0,0.00%,0,,KOSPI,580061
KODEX KTOP30,"21,495",하락80,-0.37%,438,,KOSPI,229720
KIWOOM 미국S&P500&배당다우존스비중전환,"10,220",하락5,-0.05%,"85,213",,KOSPI,0127T0
신한 S&P 인버스 유로 선물 ETN(H),"10,700",보합0,0.00%,2,,KOSPI,500079
삼성 블룸버그 WTI원유 선물 ETN B,"10,685",상승120,+1.14%,114,,KOSPI,530132
ACE 미국친환경그린테마,"11,795",상승260,+2.25%,"1,856",,KOSPI,391600
메리츠 인버스 3X 일본 국채 10년 ETN,"21,150",상승450,+2.17%,181,,KOSPI,610093
대신 밀 선물 ETN(H),"5,265",상승30,+0.57%,272,,KOSPI,510015
메리츠 KAP 일본 엔화 ETN,"10,530",상승105,+1.01%,776,,KOSPI,610068
RISE TDF2030액티브,"14,025",하락10,-0.07%,"6,857",,KOSPI,442550
KIWOOM 미국달러SOFR금리액티브(합성),"12,985",하락5,-0.04%,461,,KOSPI,460270
1Q 미국우주항공테크,"10,490",상승50,+0.48%,"131,967",,KOSPI,0131V0
SOL 차이나소비트렌드,"10,480",보합0,0.00%,"102,620",,KOSPI,0131A0
더제이 중소형포커스액티브,"10,475",하락135,-1.27%,518,,KOSPI,0053M0
PLUS 고배당저변동50,"16,085",상승50,+0.31%,"1,647",,KOSPI,251590
키움 반도체TOP10 ETN,"14,880",상승255,+1.74%,339,,KOSPI,760012
RISE 우량업종대표주,"17,345",상승25,+0.14%,191,,KOSPI,140580
RISE 헬스케어,"17,320",상승155,+0.90%,"21,341",,KOSPI,253280
메리츠 3X 레버리지 국채10년 ETN,"20,770",하락265,-1.26%,"33,578",,KOSPI,610059
메리츠 솔랙티브 WTI원유 선물 ETN(H),"10,380",상승125,+1.22%,119,,KOSPI,610087
마이티 200TR,"20,760",보합0,0.00%,"42,555",,KOSPI,0112X0
메리츠 레버리지 대표 농산물 선물 ETN(H),"10,355",하락35,-0.34%,221,,KOSPI,610035
PLUS ESG성장주액티브,"12,920",하락40,-0.31%,71,,KOSPI,395760
한투 인버스 2X 일본 엔선물 ETN,"10,335",보합0,0.00%,0,,KOSPI,570096
RISE 유로스탁스50(H),"15,885",하락55,-0.35%,"4,171",,KOSPI,379790
SOL 200 Top10,"11,450",보합0,0.00%,"8,119",,KOSPI,411540
키움 코스피200 선물 달러노출 ETN,"14,705",하락15,-0.10%,3,,KOSPI,760021
KIWOOM 미국달러선물인버스2X,"4,240",하락5,-0.12%,"1,550",,KOSPI,230480
PLUS K방산소부장,"8,545",하락165,-1.89%,"116,512",,KOSPI,0090B0
메리츠 인버스 국채5년 ETN,"10,245",보합0,0.00%,0,,KOSPI,610051
HK S&P코리아로우볼,"16,230",상승45,+0.28%,1,,KOSPI,215620
ACE 유럽방산TOP10,"8,885",상승180,+2.07%,"7,883",,KOSPI,0102X0
PLUS S&P글로벌인프라,"20,430",상승150,+0.74%,"13,211",,KOSPI,269530
RISE 국채30년레버리지(합성),"20,385",하락155,-0.75%,"5,502",,KOSPI,451670
한투 인버스 2X 구리 선물 ETN,"10,190",하락385,-3.64%,"6,501",,KOSPI,570073
PLUS 코스피,"40,615",하락125,-0.31%,"1,179",,KOSPI,227830
메리츠 인버스 일본 국채 10년 ETN,"10,135",보합0,0.00%,0,,KOSPI,610092
KB 인버스 2X 미국채 10년 선물 ETN,"20,235",상승155,+0.77%,2,,KOSPI,580064
HANARO KRX300,"25,285",하락175,-0.69%,55,,KOSPI,304760
메리츠 KAP 인버스 2X 일본 엔화 ETN,"20,155",하락260,-1.27%,"1,099",,KOSPI,610070
신한 S&P 인버스 2X 유로 선물 ETN(H),"10,060",하락20,-0.20%,15,,KOSPI,500081
RISE 중소형고배당,"15,470",하락80,-0.51%,"12,253",,KOSPI,281990
WON 한국부동산TOP3플러스,"10,010",상승5,+0.05%,"2,274",,KOSPI,480460
KB 인버스 2X 항셍테크 선물 ETN,"3,335",하락20,-0.60%,366,,KOSPI,580019
1Q 차이나H(H),"16,670",하락55,-0.33%,72,,KOSPI,472350
메리츠 인버스 3X 국채3년 ETN,"19,875",보합0,0.00%,0,,KOSPI,610056
KIWOOM 미국테크100월간목표헤지액티브,"11,040",상승10,+0.09%,"145,566",,KOSPI,0084D0
한양증권우,"18,900",상승210,+1.12%,"1,436",,KOSPI,001755
메리츠 미국채30년 스트립 ETN(H),"9,905",하락100,-1.00%,8,,KOSPI,610084
ACE 인도시장대표BIG5그룹액티브,"9,000",하락35,-0.39%,"3,452",,KOSPI,487920
FOCUS 알리바바미국채커버드콜혼합,"11,635",하락5,-0.04%,"6,048",,KOSPI,0073X0
ACE BYD밸류체인액티브,"12,360",상승125,+1.02%,"75,340",,KOSPI,0079X0
덕성우,"7,100",상승50,+0.71%,"8,046",,KOSPI,004835
메리츠 일본 국채 10년 ETN,"9,840",보합0,0.00%,0,,KOSPI,610090
삼성 중국 AI 테크 TOP5 TR ETN(H),"9,835",상승150,+1.55%,"1,469",,KOSPI,530142
메리츠 인버스 3X 국채5년 ETN,"19,650",보합0,0.00%,0,,KOSPI,610058
신한 인버스 2X Russell 2000 ETN B,"9,825",상승155,+1.60%,"1,230",,KOSPI,500098
PLUS K리츠,"7,015",하락20,-0.28%,"3,354",,KOSPI,429740
KODEX 미국스마트모빌리티S&P,"7,010",상승10,+0.14%,"14,653",,KOSPI,390400
대신 인버스 2X 코스닥 150 선물 ETN,"3,270",하락125,-3.68%,"7,903",,KOSPI,510027
KB 레버리지 밀 선물 ETN,"6,525",하락75,-1.14%,"15,210",,KOSPI,580051
N2 레버리지 국채10년 ETN,"19,540",보합0,0.00%,0,,KOSPI,550095
ACE 미국부동산리츠(합성 H),"81,310",하락330,-0.40%,361,,KOSPI,181480
KB 레버리지 미국채 30년 ETN,"19,505",하락280,-1.42%,293,,KOSPI,580062
KB 인버스 2X KOSDAQ 150 선물 ETN,"3,245",하락115,-3.42%,"437,775",,KOSPI,580044
한투 3X레버리지미국채30년 ETN,"48,670",하락900,-1.82%,3,,KOSPI,570111
TIGER KTOP30,"10,785",하락65,-0.60%,"2,067",,KOSPI,228820
삼성 중국 자동차 TOP5 TR ETN(H),"9,650",상승75,+0.78%,110,,KOSPI,530141
대원전선우,"3,675",하락130,-3.42%,"60,592",,KOSPI,006345
HANARO 유럽방산,"10,115",하락35,-0.34%,"1,275",,KOSPI,0082F0
RISE V&S셀렉트밸류,"19,210",보합0,0.00%,6,,KOSPI,234310
N2 인버스 레버리지 WTI원유 선물 ETN(H),64,하락3,-4.48%,"2,202,414",,KOSPI,550043
한투 레버리지미국채30년 ETN,"19,150",보합0,0.00%,0,,KOSPI,570109
삼성 인버스 2X 일본니케이225선물 ETN(H),"9,575",상승355,+3.85%,"17,826",,KOSPI,530125
RISE 200선물인버스2X,753,상승6,+0.80%,"191,686",,KOSPI,252420
한투 일본 엔선물 ETN C,"9,545",상승45,+0.47%,1,,KOSPI,570094
메리츠 3X 레버리지 일본 국채 10년 ETN,"19,060",보합0,0.00%,0,,KOSPI,610091
TIGER 의료기기,"18,975",하락300,-1.56%,"18,364",,KOSPI,307510
메리츠 인버스2X 미국채30년 스트립 ETN(H),"47,140","상승1,185",+2.58%,1,,KOSPI,610086
RISE 글로벌데이터센터리츠(합성),"13,460",하락20,-0.15%,"2,808",,KOSPI,375270
HANARO 글로벌워터MSCI(합성),"15,690",상승100,+0.64%,127,,KOSPI,424460
KB 레버리지 구리 선물 ETN(H),"18,775",상승810,+4.51%,"15,458",,KOSPI,580032
JW중외제약우,"27,450",보합0,0.00%,62,,KOSPI,001065
TIGER 한중전기차(합성),"11,015",상승195,+1.80%,109,,KOSPI,449680
RISE 글로벌클린에너지,"9,360",상승40,+0.43%,"10,827",,KOSPI,399580
메리츠 인버스 3X 국채10년 ETN,"18,695",보합0,0.00%,0,,KOSPI,610060
TIGER 차이나CSI300인버스(합성),"5,830",하락40,-0.68%,554,,KOSPI,217780
미래에셋 -2X 미국 자율주행대표기업 ETN,"9,320",상승235,+2.59%,"1,128",,KOSPI,520084
TRUSTON 코리아밸류업액티브,"15,470",상승95,+0.62%,598,,KOSPI,496130
메리츠 인버스 3X 미국채30년 ETN,"46,350","상승1,055",+2.33%,82,,KOSPI,610079
RISE KRX300,"26,460",상승30,+0.11%,723,,KOSPI,292050
KB S&P 유럽탄소배출권 선물 ETN(H),"9,250",상승155,+1.70%,31,,KOSPI,580035
하나 레버리지 옥수수 선물 ETN(H),"9,240",상승60,+0.65%,270,,KOSPI,700011
SOL KRX기후변화솔루션,"15,275",하락20,-0.13%,317,,KOSPI,404650
메리츠 인버스 3X 미국채10년 ETN,"45,760",상승260,+0.57%,20,,KOSPI,610076
ACE 일라이릴리밸류체인,"13,050",하락110,-0.84%,"8,922",,KOSPI,497520
KODEX 200동일가중,"15,190",하락30,-0.20%,586,,KOSPI,252650
RISE 미국S&P500엔화노출(합성 H),"11,355",상승80,+0.71%,582,,KOSPI,0005C0
한투 인버스 2X 유로스탁스50 ETN(H) B,"9,050",상승30,+0.33%,"5,029",,KOSPI,570092
에셋플러스 글로벌다이나믹시니어액티브,"17,340",하락230,-1.31%,136,,KOSPI,462340
ACE Fn5G플러스,"15,010",하락60,-0.40%,"1,106",,KOSPI,380340
SOL 자동차소부장Fn,"12,000",상승100,+0.84%,"11,362",,KOSPI,464600
KODEX 최소변동성,"14,940",보합0,0.00%,0,,KOSPI,279540
N2 레버리지 국채30년 ETN,"17,885",보합0,0.00%,0,,KOSPI,550096
KIWOOM 의료AI,"13,720",하락40,-0.29%,"19,842",,KOSPI,483020
SOL 글로벌탄소배출권선물ICE(합성),"14,800",상승160,+1.09%,"3,900",,KOSPI,400590
SOL 미국500타겟데일리커버드콜액티브,"11,080",하락20,-0.18%,"135,256",,KOSPI,494210
TIGER 코스닥글로벌,"16,115",상승435,+2.77%,"17,892",,KOSPI,461580
한투 레버리지국채30년 ETN,"17,695",보합0,0.00%,0,,KOSPI,570108
RISE 글로벌게임테크TOP3Plus,"9,825",하락120,-1.21%,"3,537",,KOSPI,0114X0
TIGER 200동일가중,"16,025",하락65,-0.40%,164,,KOSPI,252000
KODEX K-뉴딜디지털플러스,"8,765",상승5,+0.06%,"1,637",,KOSPI,368680
KODEX 모멘텀Plus,"14,575",하락50,-0.34%,436,,KOSPI,244620
SOL 미국S&P500엔화노출(H),"10,830",상승165,+1.55%,"1,781",,KOSPI,499150
ACE 글로벌빅파마,"12,340",하락100,-0.80%,"4,860",,KOSPI,497510
TIGER 미국나스닥넥스트100,"17,075",상승75,+0.44%,188,,KOSPI,429010
삼성 인버스 China A50 선물 ETN(H) B,"8,535",하락70,-0.81%,51,,KOSPI,530135
KIWOOM 엔비디아미국30년국채혼합액티브(H),"10,665",하락155,-1.43%,"3,098",,KOSPI,0015E0
한투 인버스 나스닥100 ETN B,"8,525",상승55,+0.65%,604,,KOSPI,570101
TIGER 로우볼,"17,750",상승165,+0.94%,"5,188",,KOSPI,174350
PLUS 주도업종,"15,465",하락155,-0.99%,"1,052",,KOSPI,280920
KODEX 코리아혁신성장액티브,"17,000",하락160,-0.93%,897,,KOSPI,373490
KIWOOM 미국원유에너지기업,"12,080",상승25,+0.21%,"11,748",,KOSPI,474800
메리츠 대표 농산물 선물 ETN(H),"8,430",하락5,-0.06%,10,,KOSPI,610034
마이다스 일본테크액티브,"30,605",하락780,-2.49%,390,,KOSPI,488290
미래에셋 인버스 2X 은 선물 ETN B,"8,415","하락1,130",-11.84%,"306,757",,KOSPI,520093
SK증권우,"2,125",상승25,+1.19%,"3,422",,KOSPI,001515
키움 바이오TOP10 ETN,"11,835",하락115,-0.96%,"3,580",,KOSPI,760014
한투 레버리지 일본 엔선물 ETN C,"8,280",상승100,+1.22%,593,,KOSPI,570095
