종목명,현재가,전일비,등락률,거래량,거래대금,market,code,name,close,volume,trading_value,change_rate,change,trade_date,listed_shares_x,market_cap,stock_kind,sector_name,listed_shares_y,security_group,history_days,avg_trading_value,std_trading_value,avg_volume,std_volume,tv_ratio,tv_z,vol_ratio,vol_z,tv_z_rel,size_bucket,rank_overall,rank_in_bucket,is_top_bucket,pattern_label,signal_tone,signal_strength,market_tv_today,market_tv_mean,market_tv_std,market_tv_z,market_ret_today,market_ret_mean,market_ret_std,market_ret_z,market_regime,window_days,min_history_days
APS,"4,235",상승370,+9.57%,"554,326",,KOSDAQ,054620,APS,4235,554326,2347570610,9.57,370,2025-11-23,19894221.0,84252025935.0,보통주,중견기업부,19894221.0,주권,52,138429717.32692307,317040458.498767,32261.25,74913.47361911189,16.958574035485825,6.968009392661374,17.18240923708784,6.968903253029921,8.00406582415754,small,1.0,1.0,True,sudden_spike,🔴,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
대성산업,"4,705",상승585,+14.20%,"7,535,013",,KOSPI,128820,대성산업,4705,7535013,35452236165,14.2,585,2025-11-23,45235478.0,212832923990.0,보통주,-,45235478.0,주권,52,1688162086.2884614,4850638030.434816,377424.26923076925,1029380.039668616,21.000493052740058,6.960749053395125,19.964304402992305,6.953300486643828,7.99680548489129,small,2.0,2.0,True,sudden_spike,🔴,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
동성케미컬,"4,485",상승165,+3.82%,"822,292",,KOSPI,102260,동성케미컬,4485,822292,3687979620,3.82,165,2025-11-23,50176791.0,225042907635.0,보통주,-,50176791.0,주권,52,398730961.0192308,494980903.23514915,95045.25,110756.39854766856,9.249293334465012,6.6452031532581275,8.651584376915206,6.566182717533917,7.681259584754293,small,3.0,3.0,True,sudden_spike,🟢,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
코오롱ENP,"8,060",상승60,+0.75%,"1,257,021",,KOSPI,138490,코오롱ENP,8060,1257021,10131589260,0.75,60,2025-11-23,38000000.0,306280000000.0,보통주,-,38000000.0,주권,52,861925017.5961539,1411738083.6622148,108138.32692307692,174171.8855282323,11.754606320925996,6.566135991994526,11.624195008067481,6.596257883943592,7.602192423490691,small,4.0,4.0,True,sudden_spike,🟢,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
대동기어,"18,970",하락130,-0.68%,"990,593",,KOSDAQ,008830,대동기어,18970,990593,18791549210,-0.68,130,2025-11-23,8987520.0,170493254400.0,보통주,중견기업부,8987520.0,주권,52,1228067148.5576923,2697878696.019196,73322.40384615384,143934.60049078387,15.301727785870504,6.510108140650567,13.510099888138923,6.37282900029711,7.546164572146733,small,5.0,5.0,True,sudden_spike,🟢,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
동아화성,"6,350",상승670,+11.80%,"5,680,220",,KOSDAQ,041930,동아화성,6350,5680220,36069397000,11.8,670,2025-11-23,15800000.0,100330000000.0,보통주,우량기업부,15800000.0,주권,52,1683366550.8653846,5366813513.685714,254756.01923076922,827740.6053144268,21.426941732599744,6.407159548482179,22.296705754593404,6.5545461294704825,7.443215979978344,small,6.0,6.0,True,sudden_spike,🔴,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
ISC,"102,600","상승14,400",+16.33%,"1,462,890",,KOSDAQ,095340,ISC,102600,1462890,150092514000,16.33,14400,2025-11-23,21197058.0,2174818150800.0,보통주,우량기업부,21197058.0,주권,52,20764657038.46154,21610892492.171665,255602.21153846153,216688.89501937813,7.228268385169553,5.984382968375147,5.723307287503156,5.571525889010476,7.020439399871313,mid,7.0,1.0,True,normal,🔴,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
리노공업,"63,100","상승6,700",+11.88%,"2,804,197",,KOSDAQ,058470,리노공업,63100,2804197,176944830700,11.88,6700,2025-11-23,76211850.0,4808967735000.0,보통주,우량기업부,76211850.0,주권,52,34696382011.05769,23946526529.301414,628656.3653846154,387444.83993588336,5.099806390291873,5.94025394517591,4.460619750957866,5.6150977129425845,6.9763103766720755,mid,8.0,2.0,True,sudden_spike,🔴,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
영보화학,"4,815",상승195,+4.22%,"251,204",,KOSPI,014440,영보화학,4815,251204,1209547260,4.22,195,2025-11-23,20000000.0,96300000000.0,보통주,-,20000000.0,주권,52,210978921.94230768,168657482.08273232,47054.557692307695,35333.73896201507,5.733024175423322,5.920688046130441,5.338568936140821,5.777748076057268,6.956744477626606,small,9.0,7.0,True,sudden_spike,🟢,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
현대에버다임,"8,210",하락290,-3.41%,"564,501",,KOSDAQ,041440,현대에버다임,8210,564501,4634553210,-3.41,290,2025-11-23,17915944.0,147089900240.0,보통주,우량기업부,17915944.0,주권,52,564345494.6153846,694521917.8848907,72666.03846153847,85240.78864937325,8.212262265261039,5.860445308594577,7.768429543586385,5.7699485109360005,6.896501740090742,small,10.0,8.0,True,normal,🟢,3,19526548609509.0,24973132061997.73,5257033581291.84,-1.0360564314961656,0.31939882132332553,0.43339261885759756,1.6341933665110027,-0.06975539117359679,normal,60,20
