종목명,현재가,전일비,등락률,거래량,거래대금,market,code,name,close,volume,trading_value,change_rate,change,trade_date,listed_shares_x,market_cap,stock_kind,sector_name,listed_shares_y,security_group,history_days,avg_trading_value,std_trading_value,avg_volume,std_volume,tv_ratio,tv_z,vol_ratio,vol_z,tv_z_rel,size_bucket,rank_overall,rank_in_bucket,is_top_bucket,pattern_label,signal_tone,signal_strength,market_tv_today,market_tv_mean,market_tv_std,market_tv_z,market_ret_today,market_ret_mean,market_ret_std,market_ret_z,market_regime,window_days,min_history_days
헬릭스미스,"7,200",상승940,+15.02%,"2,192,547",,KOSDAQ,084990,헬릭스미스,7200,2192547,15786338400,15.02,940,2025-12-01,46092797.0,331868138400.0,보통주,기술성장기업부,46092797.0,주권,52,2214405115.5,2292766913.912574,374847.6538461539,355811.90003729827,7.1289297019328535,5.919456182896364,5.849168262101147,5.108596272253132,6.505607779319348,small,17.0,15.0,True,normal,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
동국씨엠,"5,500",상승80,+1.48%,"143,064",,KOSPI,460850,동국씨엠,5500,143064,786852000,1.48,80,2025-12-01,29898656.0,164442608000.0,보통주,-,29898656.0,주권,52,211932537.1153846,104205073.2337203,39705.07692307692,19970.097082492186,3.7127475125332268,5.517192637973926,3.603166423204938,5.175684557264271,6.103344234396909,small,18.0,16.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
제일파마홀딩스,"8,380",상승200,+2.44%,"213,140",,KOSPI,002620,제일파마홀딩스,8380,213140,1786113200,2.44,200,2025-12-01,15973355.0,133856714900.0,보통주,-,15973355.0,주권,52,117307245.1923077,312734886.67322505,13432.115384615385,34093.73198712564,15.225941049693345,5.336168192042541,15.867939925837902,5.857612909340569,5.922319788465524,small,19.0,17.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
쿠쿠홀딩스,"29,700","상승1,050",+3.66%,"128,421",,KOSPI,192400,쿠쿠홀딩스,29700,128421,3814103700,3.66,1050,2025-12-01,35562185.0,1056196894500.0,보통주,-,35562185.0,주권,52,1186113022.7692308,508866891.3729944,39423.096153846156,16175.651998568977,3.215632597216723,5.164397059003153,3.2575067036552663,5.50196702142376,5.750548655426137,small,20.0,18.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
파마리서치,"398,500","하락71,500",-15.21%,"578,672",,KOSDAQ,214450,파마리서치,398500,578672,230600792000,-15.21,71500,2025-12-01,10389648.0,4140274728000.0,보통주,우량기업부,10389648.0,주권,52,72656470408.65384,31481755623.65588,141298.71153846153,68796.111146174,3.173850734875968,5.01701123277459,4.09538058556525,6.357529243654966,5.603162829197574,mid,21.0,3.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
레이,"5,410",상승760,+16.34%,"2,252,603",,KOSDAQ,228670,레이,5410,2252603,12186582230,16.34,760,2025-12-01,15602050.0,84407090500.0,보통주,벤처기업부,15602050.0,주권,52,820969318.1538461,2302275459.384641,160394.76923076922,459918.4581675754,14.844138459893438,4.936686818042176,14.044117590636949,4.5490851554536125,5.522838414465159,small,22.0,19.0,True,sudden_spike,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
해태제과식품,"6,890",상승120,+1.77%,"112,282",,KOSPI,101530,해태제과식품,6890,112282,773622980,1.77,120,2025-12-01,29116822.0,200614903580.0,보통주,-,29116822.0,주권,52,245067547.8846154,107191868.86586283,37650.38461538462,16400.124881344054,3.156774475763079,4.930928415632023,2.9822271710371737,4.550673603071919,5.517080012055006,small,23.0,20.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
솔브레인,"295,500","상승33,500",+12.79%,"125,619",,KOSDAQ,357780,솔브레인,295500,125619,37120414500,12.79,33500,2025-12-01,7778566.0,2298566253000.0,보통주,우량기업부,7778566.0,주권,52,12404524629.807692,5269361918.200412,45474.0,19214.797371796973,2.992489886375878,4.690490092324738,2.762435677530017,4.171004171901128,5.276641688747722,mid,24.0,4.0,True,normal,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
나우IB,"1,180",상승7,+0.60%,"936,356",,KOSDAQ,293580,나우IB,1180,936356,1104900080,0.6,7,2025-12-01,94929950.0,112017341000.0,보통주,벤처기업부,94929950.0,주권,52,417292327.46153843,146926361.5763308,356494.98076923075,127523.2015951531,2.6477843163839094,4.679948139743713,2.6265615240348352,4.5471021114389005,5.266099736166696,small,25.0,21.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
한올바이오파마,"55,200","상승8,400",+17.95%,"3,611,571",,KOSPI,009420,한올바이오파마,55200,3611571,199358719200,17.95,8400,2025-12-01,52240638.0,2883683217600.0,보통주,-,52240638.0,주권,52,30620069002.884617,36679987690.78694,749643.1153846154,839006.854714751,6.510720768827107,4.600291898121278,4.817720493767265,3.411089991140054,5.186443494544262,mid,26.0,5.0,True,normal,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
알에스오토메이션,"14,000",상승700,+5.26%,"1,073,953",,KOSDAQ,140670,알에스오토메이션,14000,1073953,15035342000,5.26,700,2025-12-01,9303140.0,130243960000.0,보통주,벤처기업부,9303140.0,주권,52,2815563886.923077,2774925357.019396,203868.61538461538,189477.43165080747,5.340081988489709,4.403642095152583,5.267868219803705,4.592021208197946,4.989793691575567,small,27.0,22.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
디알텍,"2,090",상승85,+4.24%,"3,589,035",,KOSDAQ,214680,디알텍,2090,3589035,7501083150,4.24,85,2025-12-01,76460050.0,159801504500.0,보통주,벤처기업부,76460050.0,주권,52,1037626454.2115384,1548934113.5851743,509612.4038461539,749676.9169791628,7.229078556694905,4.172841594164452,7.042675909991171,4.107666284514184,4.758993190587436,small,28.0,23.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
매일유업,"35,500",상승400,+1.14%,"14,592",,KOSDAQ,267980,매일유업,35500,14592,518016000,1.14,400,2025-12-01,7663638.0,272059149000.0,보통주,우량기업부,7663638.0,주권,52,196126216.82692307,77630333.06986156,5585.615384615385,2232.5893360150417,2.641237914955232,4.146443412569155,2.6124247724236707,4.034053406104747,4.7325950089921385,small,29.0,24.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
고영,"26,200","상승2,500",+10.55%,"42,200,424",,KOSDAQ,098460,고영,26200,42200424,1105651108800,10.55,2500,2025-12-01,68654755.0,1798754581000.0,보통주,우량기업부,68654755.0,주권,52,122657344933.65384,247647655673.97427,6274774.769230769,12103452.154002713,9.014145132507588,3.9693239218886363,6.725408568756229,2.9682150822472844,4.55547551831162,large,30.0,1.0,True,sudden_spike,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
오름테라퓨틱,"62,500","상승5,500",+9.65%,"643,166",,KOSDAQ,475830,오름테라퓨틱,62500,643166,40197875000,9.65,5500,2025-12-01,21158537.0,1322408562500.0,보통주,기술성장기업부,21158537.0,주권,52,12364978711.057692,7042673962.76874,271379.3846153846,124616.95654129049,3.2509457508448474,3.952035325798349,2.369988423813157,2.983435205797438,4.538186922221333,mid,31.0,6.0,True,normal,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
YTN,"4,435",상승270,+6.48%,"24,061,039",,KOSDAQ,040300,YTN,4435,24061039,106710707965,6.48,270,2025-12-01,47676980.0,211447406300.0,보통주,중견기업부,47676980.0,주권,52,9397974077.326923,25338403013.159203,2463616.326923077,6266144.938401653,11.354650171087922,3.840523565638089,9.76655282604452,3.4466841870698763,4.4266751620610725,small,32.0,25.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
케어젠,"81,900","하락5,400",-6.19%,"716,826",,KOSDAQ,214370,케어젠,81900,716826,58708049400,-6.19,5400,2025-12-01,53715000.0,4399258500000.0,보통주,벤처기업부,53715000.0,주권,52,13810573349.038462,11842363558.938625,199492.65384615384,150523.1277748796,4.250949465764754,3.791259728474802,3.5932450953948756,3.4369027125689486,4.3774113248977855,mid,33.0,7.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
지어소프트,"6,480",하락110,-1.67%,"209,330",,KOSDAQ,051160,지어소프트,6480,209330,1356458400,-1.67,110,2025-12-01,15474430.0,100274306400.0,보통주,중견기업부,15474430.0,주권,52,400390115.6730769,261211820.52849042,53778.71153846154,33006.248411021515,3.38784187446716,3.660126415384194,3.892432414456249,4.712783062300303,4.246278011807178,small,34.0,26.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
위메이드,"28,550","상승2,400",+9.18%,"454,294",,KOSDAQ,112040,위메이드,28550,454294,12970093700,9.18,2400,2025-12-01,33948483.0,969229189650.0,보통주,중견기업부,33948483.0,주권,52,3266173581.730769,2715203216.15213,118872.25,92721.66796171725,3.9710362524967375,3.573920383027982,3.8216993453055697,3.617512037623054,4.160071979450965,small,35.0,27.0,True,normal,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
코세스,"28,250","하락1,200",-4.07%,"727,664",,KOSDAQ,089890,코세스,28250,727664,20556508000,-4.07,1200,2025-12-01,16584962.0,468525176500.0,보통주,우량기업부,16584962.0,주권,52,6776377406.826923,3985203768.006937,294977.48076923075,178277.34153196678,3.0335541788581843,3.4578233373659426,2.4668459371963793,2.427041571927325,4.043974933788926,small,36.0,28.0,True,sudden_spike,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
이건홀딩스,"4,735",상승95,+2.05%,"317,312",,KOSDAQ,039020,이건홀딩스,4735,317312,1502472320,2.05,95,2025-12-01,22584709.0,106938597115.0,보통주,중견기업부,22584709.0,주권,52,541820383.4230769,290909432.06133485,120147.15384615384,63610.07800883122,2.7730081148069403,3.302237159413865,2.6410280214070823,3.099585039440968,3.8883887558368486,small,37.0,29.0,True,boom_and_fade,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
대성창투,"1,621",상승60,+3.84%,"385,569",,KOSDAQ,027830,대성창투,1621,385569,625007349,3.84,60,2025-12-01,54000000.0,87534000000.0,보통주,벤처기업부,54000000.0,주권,52,258744326.0,114334881.02467252,161045.42307692306,70782.13689446589,2.4155403083119205,3.2034233098205913,2.3941630419129245,3.1720372790925353,3.789574906243575,small,38.0,30.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
웹젠,"14,620",상승460,+3.25%,"164,051",,KOSDAQ,069080,웹젠,14620,164051,2398425620,3.25,460,2025-12-01,34600884.0,505864924080.0,보통주,우량기업부,34600884.0,주권,52,973734094.5192307,453180010.74451345,74453.17307692308,33783.78823458466,2.463121742886279,3.143765152262991,2.2034117985879096,2.65209532752621,3.7299167486859743,small,39.0,31.0,False,boom_and_fade,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
삼양식품,"1,346,000","하락99,000",-6.85%,"142,030",,KOSPI,003230,삼양식품,1346000,142030,191172380000,-6.85,99000,2025-12-01,7533015.0,10139438190000.0,보통주,-,7533015.0,주권,52,75792636194.71153,38021587008.3721,54692.07692307692,27950.801845347632,2.5223080974367686,3.0345851628939795,2.5969026592235975,3.124701880116557,3.620736759316963,large,40.0,2.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
에이디테크놀로지,"30,800","상승3,000",+10.79%,"1,307,496",,KOSDAQ,200710,에이디테크놀로지,30800,1307496,40270876800,10.79,3000,2025-12-01,13440822.0,413977317600.0,보통주,중견기업부,13440822.0,주권,52,11788830056.73077,9661309525.308254,455711.53846153844,350706.59068718663,3.4160197921427797,2.9480524010393383,2.869130776047601,2.428766621891666,3.534203997462322,mid,41.0,8.0,True,sudden_spike,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
에이비온,"3,155",상승430,+15.78%,"3,028,711",,KOSDAQ,203400,에이비온,3155,3028711,9555583205,15.78,430,2025-12-01,29456280.0,92934563400.0,보통주,기술성장기업부,29456280.0,주권,52,2293874654.480769,2471912206.5677276,484121.8846153846,512283.3714188859,4.165695447366525,2.9376886975295045,6.256091898027269,4.967151497298837,3.523840293952488,small,42.0,32.0,False,normal,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
바이젠셀,"6,850",상승710,+11.56%,"5,968,454",,KOSDAQ,308080,바이젠셀,6850,5968454,40883909900,11.56,710,2025-12-01,20449100.0,140076335000.0,보통주,기술성장기업부,20449100.0,주권,52,3118339718.9423075,13138403416.442,600645.1346153846,2399955.804917478,13.110794071489808,2.8744413597314367,9.93673910939414,2.2366282138971245,3.46059295615442,small,43.0,33.0,False,normal,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
마크로젠,"17,450",상승400,+2.35%,"96,051",,KOSDAQ,038290,마크로젠,17450,96051,1676089950,2.35,400,2025-12-01,10841400.0,189182430000.0,보통주,중견기업부,10841400.0,주권,52,425961103.84615386,435123621.9377993,27482.55769230769,26273.86446747851,3.9348427235867067,2.87304293107891,3.4949803826622903,2.6097585451339125,3.4591945275018934,small,44.0,34.0,False,sudden_spike,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
해성디에스,"52,700","상승3,850",+7.88%,"707,803",,KOSPI,195870,해성디에스,52700,707803,37301218100,7.88,3850,2025-12-01,17000000.0,895900000000.0,보통주,-,17000000.0,주권,52,13997158878.846153,8277918743.033031,316627.8846153846,187467.97814514764,2.6649135315862686,2.8152075351992685,2.2354411420831903,2.0866236423681217,3.401359131622252,mid,45.0,9.0,True,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
태경케미컬,"8,190",상승110,+1.36%,"65,015",,KOSPI,006890,태경케미컬,8190,65015,532472850,1.36,110,2025-12-01,11600000.0,95004000000.0,보통주,-,11600000.0,주권,52,196288968.26923078,119480297.51152532,22555.71153846154,13287.543387251819,2.712698806739144,2.813718150461922,2.8824184902851657,3.195420494526796,3.3998697468849057,small,46.0,35.0,False,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
스틱인베스트먼트,"11,250",상승290,+2.65%,"296,876",,KOSPI,026890,스틱인베스트먼트,11250,296876,3339855000,2.65,290,2025-12-01,41678175.0,468879468750.0,보통주,-,41678175.0,주권,52,1146681994.3269231,784620824.4208367,107998.5,72726.8887043014,2.91262531069952,2.7952011180584644,2.7488900308800583,2.5970793383992095,3.381352714481448,small,47.0,36.0,False,normal,🟢,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
온코크로스,"13,550","상승1,450",+11.98%,"3,836,729",,KOSDAQ,382150,온코크로스,13550,3836729,51987677950,11.98,1450,2025-12-01,12017937.0,162843046350.0,보통주,기술성장기업부,12017937.0,주권,52,7214160713.461538,16099321036.6253,632520.5961538461,1357138.5800916525,7.206337648257768,2.781081086257025,6.06577718311453,2.3610031067201422,3.3672326826800085,small,48.0,37.0,False,normal,🔴,3,22736442613271.0,25564727007332.848,4825175622350.226,-0.5861515964229835,0.0859983384251959,0.3752968370815889,1.6541699839592343,-0.17489042931607357,normal,60,20
