code,name,market,date,open,high,low,close,prev_close,change_pct,volume,avg_20d_volume,vol_sigma
000660,SK하이닉스,KOSPI,2025-12-02,548000.0,559000.0,542000.0,558000.0,558000.0,0.0,2686580.0,2686580.0,-1.80193093214507
005930,삼성전자,KOSPI,2025-12-02,101200.0,103500.0,101000.0,103400.0,103400.0,0.0,13649487.0,13649487.0,-1.5857701850813146
0126Z0,삼성에피스홀딩스,KOSPI,2025-12-02,402000.0,449000.0,385000.0,442000.0,442000.0,0.0,1923357.0,1923357.0,0.4615967481413674
098460,고영,KOSDAQ,2025-12-02,26450.0,28150.0,25650.0,27750.0,27750.0,0.0,23566848.0,23566848.0,1.492441062447265
468530,프로티나,KOSDAQ,2025-12-02,81800.0,103600.0,80900.0,98000.0,98000.0,0.0,4746238.0,4746238.0,3.4998323121443913
108490,로보티즈,KOSDAQ,2025-12-02,236500.0,254500.0,225000.0,250000.0,250000.0,0.0,1786581.0,1786581.0,0.8300778320738236
086520,에코프로,KOSDAQ,2025-12-02,93000.0,95600.0,90000.0,94100.0,94100.0,0.0,4631955.0,4631955.0,0.7304056996370941
469610,이노테크,KOSDAQ,2025-12-02,37400.0,45550.0,36900.0,43800.0,43800.0,0.0,7597049.0,7597049.0,1.6531569291106722
005380,현대차,KOSPI,2025-12-02,257500.0,267500.0,257000.0,266000.0,266000.0,0.0,1084944.0,1084944.0,0.6254816212401852
456160,지투지바이오,KOSDAQ,2025-12-02,81300.0,85800.0,75100.0,83500.0,83500.0,0.0,3076372.0,3076372.0,1.309484714211545
012450,한화에어로스페이스,KOSPI,2025-12-02,796000.0,827000.0,791000.0,824000.0,824000.0,0.0,300231.0,300231.0,1.296819668298955
087010,펩트론,KOSDAQ,2025-12-02,285000.0,298500.0,273500.0,291500.0,291500.0,0.0,840347.0,840347.0,2.247939179525289
424870,이뮨온시아,KOSDAQ,2025-12-02,10060.0,11700.0,9900.0,10950.0,10950.0,0.0,21910995.0,21910995.0,1.5001125679934497
298380,에이비엘바이오,KOSDAQ,2025-12-02,193000.0,201000.0,191900.0,199900.0,199900.0,0.0,1191165.0,1191165.0,0.3243147631320535
034020,두산에너빌리티,KOSPI,2025-12-02,74600.0,76800.0,74200.0,75000.0,75000.0,0.0,2978860.0,2978860.0,-1.1481382685433257
380550,뉴로핏,KOSDAQ,2025-12-02,24650.0,28500.0,23800.0,26250.0,26250.0,0.0,7919339.0,7919339.0,1.68307404726609
196170,알테오젠,KOSDAQ,2025-12-02,537000.0,542000.0,521000.0,521000.0,521000.0,0.0,359261.0,359261.0,-0.18875364154247407
376900,로킷헬스케어,KOSDAQ,2025-12-02,75700.0,87000.0,74300.0,83900.0,83900.0,0.0,2156425.0,2156425.0,0.335665139713392
