code,name,market,date,open,high,low,close,prev_close,change_pct,volume,avg_20d_volume,vol_sigma
000660,SK하이닉스,KOSPI,2025-11-03,557000.0,624000.0,555000.0,620000.0,620000.0,0.0,5787058.0,5787058.0,1.276860313158015
005930,삼성전자,KOSPI,2025-11-03,106900.0,111500.0,106500.0,111100.0,111100.0,0.0,30110066.0,30110066.0,0.8909400189350323
486990,노타,KOSDAQ,2025-11-03,22500.0,34000.0,22400.0,31000.0,31000.0,0.0,31550573.0,31550573.0,0.0
277810,레인보우로보틱스,KOSDAQ,2025-11-03,437000.0,500000.0,431000.0,485500.0,485500.0,0.0,1595013.0,1595013.0,2.710869319478807
035420,NAVER,KOSPI,2025-11-03,283500.0,287500.0,271500.0,274500.0,274500.0,0.0,2760215.0,2760215.0,1.023837796572733
108490,로보티즈,KOSDAQ,2025-11-03,222500.0,282000.0,220500.0,274500.0,274500.0,0.0,2690324.0,2690324.0,0.7749870740890076
466100,클로봇,KOSDAQ,2025-11-03,41150.0,49550.0,41100.0,46600.0,46600.0,0.0,14216176.0,14216176.0,1.3631491879067406
042660,한화오션,KOSPI,2025-11-03,141100.0,144000.0,137600.0,138800.0,138800.0,0.0,3952415.0,3952415.0,0.8337390772564174
454910,두산로보틱스,KOSPI,2025-11-03,81200.0,95500.0,80000.0,92100.0,92100.0,0.0,5024284.0,5024284.0,3.4874234236963644
005380,현대차,KOSPI,2025-11-03,297500.0,298000.0,288000.0,291500.0,291500.0,0.0,1498016.0,1498016.0,1.1597948412633687
196170,알테오젠,KOSDAQ,2025-11-03,492500.0,527000.0,486000.0,523000.0,523000.0,0.0,804346.0,804346.0,2.2110267909063
089010,켐트로닉스,KOSDAQ,2025-11-03,36300.0,45400.0,35700.0,41650.0,41650.0,0.0,9324443.0,9324443.0,2.65016958893525
090360,로보스타,KOSDAQ,2025-11-03,87800.0,108000.0,87500.0,101700.0,101700.0,0.0,3791582.0,3791582.0,0.9643752265828228
005935,삼성전자우,KOSPI,2025-11-03,83000.0,87000.0,82400.0,86800.0,86800.0,0.0,4306936.0,4306936.0,0.9008218549947277
