trade_date,code,name,market,market_name,sector_name_x,close,change,change_rate,open,high,low,volume,trading_value,market_cap,listed_shares_x,isu_cd,source_market,stock_kind,sector_name_y,listed_shares_y,security_group,history_days,avg_trading_value,std_trading_value,avg_volume,std_volume,tv_ratio,tv_z,vol_ratio,vol_z,tv_z_rel,size_bucket,rank_overall,rank_in_bucket,is_top_bucket,pattern_label,signal_tone,signal_strength,market_tv_today,market_tv_mean,market_tv_std,market_tv_z,market_ret_today,market_ret_mean,market_ret_std,market_ret_z,market_regime,window_days,min_history_days
2023-06-13,155660,DSR,KOSPI,KOSPI,-,5200.0,70.0,1.36,5240.0,5900.0,5130.0,2143065.0,11885217010.0,83200000000.0,16000000.0,155660,KOSPI,보통주,-,16000000.0,주권,52,207315410.8653846,115716249.66165964,40211.307692307695,22481.636069780536,57.32915348834046,100.91842445014758,53.29508347250199,93.53650623027012,100.9742282725178,small,1.0,1.0,True,normal,🟢,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,010960,삼호개발,KOSPI,KOSPI,-,3835.0,155.0,4.21,3680.0,4035.0,3680.0,699699.0,2731025625.0,95875000000.0,25000000.0,010960,KOSPI,보통주,-,25000000.0,주권,52,69024614.03846154,47564656.86290389,19281.75,13309.738357020882,39.56596734431912,55.965945862581364,36.28814811933564,51.121760003725406,56.02174968495159,small,2.0,2.0,True,normal,🟢,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,031980,피에스케이홀딩스,KOSDAQ,KOSDAQ,우량기업부,11980.0,1130.0,10.41,11000.0,14090.0,10900.0,2121779.0,27524688060.0,258317492100.0,21562395.0,031980,KOSDAQ,보통주,우량기업부,21562395.0,주권,52,532652877.5,503270704.34454954,53047.0,48110.68143721247,51.674719545657574,53.63323346558375,39.9980960280506,42.99943252102609,53.68903728795397,small,3.0,3.0,True,normal,🔴,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,066620,국보디자인,KOSDAQ,KOSDAQ,우량기업부,17550.0,180.0,1.04,17350.0,19510.0,17340.0,359114.0,6577905670.0,131625000000.0,7500000.0,066620,KOSDAQ,보통주,우량기업부,7500000.0,주권,52,191930015.96153846,168877874.0793003,10951.826923076924,9549.022858789915,34.27241766768867,37.814164163623865,32.79032827329476,36.46050263210317,37.86996798599409,small,4.0,4.0,True,normal,🟢,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,026150,특수건설,KOSDAQ,KOSDAQ,중견기업부,8750.0,540.0,6.58,9000.0,9710.0,8630.0,4227200.0,38490345000.0,153530396250.0,17546331.0,026150,KOSDAQ,보통주,중견기업부,17546331.0,주권,52,902110681.9230769,1035198747.293107,110088.42307692308,121506.7627751312,42.66698729023816,36.31016209821026,38.39822464389639,33.88380599475346,36.365965920580486,small,5.0,5.0,True,normal,🟢,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,039440,에스티아이,KOSDAQ,KOSDAQ,우량기업부,15780.0,1930.0,13.94,13880.0,16450.0,13800.0,4139322.0,64575800870.0,249797400000.0,15830000.0,039440,KOSDAQ,보통주,우량기업부,15830000.0,주권,52,1589153978.4615386,1968184124.3140764,123688.03846153847,144720.56376516883,40.6353328533437,32.00241588854888,33.465822980830495,27.747500818573645,32.058219710919104,small,6.0,6.0,True,sudden_spike,🔴,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,001840,이화공영,KOSDAQ,KOSDAQ,중견기업부,4240.0,365.0,9.42,4100.0,4880.0,4055.0,10428379.0,47041010415.0,83976422400.0,19805760.0,001840,KOSDAQ,보통주,중견기업부,19805760.0,주권,52,685173902.5961539,1469626058.733731,168737.71153846153,336448.6417150986,68.65557814849566,31.54260652695916,61.80230195680347,30.493929879346346,31.59841034932938,small,7.0,7.0,True,normal,🔴,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,079430,현대리바트,KOSPI,KOSPI,-,8310.0,250.0,3.1,8070.0,9200.0,8070.0,521345.0,4482592000.0,170648193420.0,20535282.0,079430,KOSPI,보통주,-,20535282.0,주권,52,262537304.03846154,168189864.12803608,33038.78846153846,21028.98826721364,17.074114539331536,25.091016737780244,15.779785648221177,23.220623138573966,25.146820560150466,small,8.0,8.0,True,normal,🟢,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,348350,위드텍,KOSDAQ,KOSDAQ,우량기업부,14320.0,1420.0,11.01,13100.0,14320.0,12980.0,301640.0,4186581920.0,145829152000.0,10183600.0,348350,KOSDAQ,보통주,우량기업부,10183600.0,주권,52,245319648.84615386,173044617.57572937,19531.826923076922,13788.912728143541,17.065823873836994,22.775988796236526,15.443511822420016,20.459058566752162,22.831792618606748,small,9.0,9.0,True,normal,🔴,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
2023-06-13,131370,알서포트,KOSDAQ,KOSDAQ,벤처기업부,4050.0,100.0,2.53,3985.0,4270.0,3930.0,1010630.0,4170748530.0,215731686150.0,53267083.0,131370,KOSDAQ,보통주,벤처기업부,53267083.0,주권,52,296246216.9230769,210490496.56400785,72021.42307692308,47651.987204348356,14.078655833377185,18.4070177814357,14.032352553220008,19.697154976937178,18.462821603805924,small,10.0,10.0,True,normal,🟢,3,21616309979942.0,21874794112131.56,4632014819247.971,-0.05580382237022392,0.5419057132592102,0.22085073186424442,0.6818181441466653,0.47088066539617335,calm,60,20
