code,name,market,date,open,high,low,close,prev_close,change_pct,volume,avg_20d_volume,vol_sigma
000660,SK하이닉스,KOSPI,2025-11-25,546000.0,550000.0,518000.0,519000.0,519000.0,0.0,3716730.0,3716730.0,-0.4908616870687371
005930,삼성전자,KOSPI,2025-11-25,101400.0,101400.0,97800.0,99300.0,99300.0,0.0,16110054.0,16110054.0,-1.200665222390675
007660,이수페타시스,KOSPI,2025-11-25,144200.0,148200.0,137900.0,140700.0,140700.0,0.0,4362619.0,4362619.0,1.8379462657239674
0126Z0,삼성에피스홀딩스,KOSPI,2025-11-25,395000.0,412000.0,330000.0,335500.0,335500.0,0.0,1690325.0,1690325.0,0.6593206865655696
015760,한국전력,KOSPI,2025-11-25,49300.0,51900.0,48650.0,51500.0,51500.0,0.0,9230819.0,9230819.0,1.229002916420067
486990,노타,KOSDAQ,2025-11-25,35350.0,41700.0,34750.0,38650.0,38650.0,0.0,10413911.0,10413911.0,0.5820338592801049
207940,삼성바이오로직스,KOSPI,2025-11-25,1812000.0,1812000.0,1586000.0,1627000.0,1627000.0,0.0,224828.0,224828.0,0.9812880838688453
035420,NAVER,KOSPI,2025-11-25,262500.0,262500.0,250500.0,253000.0,253000.0,0.0,1218659.0,1218659.0,-0.42673683919380284
009150,삼성전기,KOSPI,2025-11-25,239500.0,245000.0,236000.0,241500.0,241500.0,0.0,1028743.0,1028743.0,1.5407552643782165
376900,로킷헬스케어,KOSDAQ,2025-11-25,63100.0,73900.0,61400.0,68100.0,68100.0,0.0,3643629.0,3643629.0,0.7781242847438776
000150,두산,KOSPI,2025-11-25,899000.0,909000.0,802000.0,830000.0,830000.0,0.0,265647.0,265647.0,1.3862587054131812
456160,지투지바이오,KOSDAQ,2025-11-25,75100.0,80900.0,73500.0,77000.0,77000.0,0.0,2784512.0,2784512.0,1.4056730517228666
402340,SK스퀘어,KOSPI,2025-11-25,293500.0,305000.0,289000.0,290500.0,290500.0,0.0,710228.0,710228.0,0.40270820991665085
034020,두산에너빌리티,KOSPI,2025-11-25,74500.0,75300.0,72800.0,73500.0,73500.0,0.0,2759653.0,2759653.0,-1.5934228806285307
042660,한화오션,KOSPI,2025-11-25,120000.0,121100.0,112200.0,113000.0,113000.0,0.0,1722922.0,1722922.0,-0.4830956448205415
005935,삼성전자우,KOSPI,2025-11-25,75500.0,75600.0,73800.0,74900.0,74900.0,0.0,2501268.0,2501268.0,-0.7466914858337945
347850,디앤디파마텍,KOSDAQ,2025-11-25,105600.0,113300.0,98700.0,100300.0,100300.0,0.0,1839711.0,1839711.0,1.4251529086295722
494120,큐리오시스,KOSDAQ,2025-11-25,69500.0,76000.0,65700.0,70700.0,70700.0,0.0,2504885.0,2504885.0,-0.05968539337611937
058470,리노공업,KOSDAQ,2025-11-25,60600.0,64500.0,58900.0,63100.0,63100.0,0.0,2804197.0,2804197.0,2.997574197138285
298380,에이비엘바이오,KOSDAQ,2025-11-25,173600.0,176400.0,165000.0,166000.0,166000.0,0.0,1031190.0,1031190.0,0.29431726180953394
196170,알테오젠,KOSDAQ,2025-11-25,528000.0,537000.0,510000.0,518000.0,518000.0,0.0,302677.0,302677.0,-0.5303668307077487
099440,스맥,KOSDAQ,2025-11-25,4790.0,5160.0,4625.0,4870.0,4870.0,0.0,32154933.0,32154933.0,2.808494235828621
459550,알트,KOSDAQ,2025-11-25,3910.0,4910.0,3910.0,4910.0,4910.0,0.0,31047087.0,31047087.0,0.3030680652709735
095340,ISC,KOSDAQ,2025-11-25,94800.0,113500.0,93600.0,102600.0,102600.0,0.0,1462890.0,1462890.0,2.8609131582027345
318060,그래피,KOSDAQ,2025-11-25,12790.0,16510.0,12790.0,13490.0,13490.0,0.0,10410105.0,10410105.0,2.322009032116494
353200,대덕전자,KOSPI,2025-11-25,50700.0,53700.0,50700.0,52900.0,52900.0,0.0,2579893.0,2579893.0,0.5845542913864151
014950,삼익제약,KOSDAQ,2025-11-25,16560.0,19500.0,16400.0,18150.0,18150.0,0.0,7258015.0,7258015.0,0.9215541059224248
081180,쎄크,KOSDAQ,2025-11-25,11080.0,13320.0,10720.0,12640.0,12640.0,0.0,10315018.0,10315018.0,2.3814799787541743
086520,에코프로,KOSDAQ,2025-11-25,78000.0,78700.0,74700.0,75200.0,75200.0,0.0,1687724.0,1687724.0,-0.2398709439730776
468530,프로티나,KOSDAQ,2025-11-25,66500.0,72800.0,65700.0,69800.0,69800.0,0.0,1808106.0,1808106.0,1.6925070500943438
488280,에스투더블유,KOSDAQ,2025-11-25,24100.0,28750.0,23950.0,27850.0,27850.0,0.0,4301700.0,4301700.0,1.996068470139622
042700,한미반도체,KOSPI,2025-11-25,122100.0,122700.0,117200.0,120100.0,120100.0,0.0,991214.0,991214.0,-0.8753627829775339
278470,에이피알,KOSPI,2025-11-25,248000.0,255000.0,243500.0,250500.0,250500.0,0.0,474423.0,474423.0,-0.3257056639178637
267260,HD현대일렉트릭,KOSPI,2025-11-25,774000.0,798000.0,771000.0,780000.0,780000.0,0.0,148760.0,148760.0,-0.5003166860549414
047810,한국항공우주,KOSPI,2025-11-25,107000.0,114400.0,104300.0,108600.0,108600.0,0.0,1042499.0,1042499.0,1.3596208932135108
035720,카카오,KOSPI,2025-11-25,59600.0,59700.0,57600.0,58000.0,58000.0,0.0,1912277.0,1912277.0,-0.8703652471695981
064350,현대로템,KOSPI,2025-11-25,176700.0,179100.0,175000.0,177200.0,177200.0,0.0,616585.0,616585.0,-0.2808270080030961
028260,삼성물산,KOSPI,2025-11-25,225000.0,230500.0,223500.0,228500.0,228500.0,0.0,468197.0,468197.0,0.843331513162445
105560,KB금융,KOSPI,2025-11-25,122500.0,124300.0,120400.0,121700.0,121700.0,0.0,878115.0,878115.0,-0.526571206795383
012450,한화에어로스페이스,KOSPI,2025-11-25,868000.0,877000.0,850000.0,859000.0,859000.0,0.0,121366.0,121366.0,-1.4606141457332449
329180,HD현대중공업,KOSPI,2025-11-25,570000.0,571000.0,541000.0,548000.0,548000.0,0.0,187975.0,187975.0,-0.45311105605772883
298040,효성중공업,KOSPI,2025-11-25,1950000.0,1997000.0,1909000.0,1940000.0,1940000.0,0.0,52981.0,52981.0,-0.2723038521241895
005380,현대차,KOSPI,2025-11-25,261000.0,262000.0,256500.0,257500.0,257500.0,0.0,390393.0,390393.0,-1.125812880620693
373220,LG에너지솔루션,KOSPI,2025-11-25,419500.0,419500.0,412000.0,413500.0,413500.0,0.0,240842.0,240842.0,-0.7227560829808924
030530,원익홀딩스,KOSDAQ,2025-11-25,23000.0,25000.0,22150.0,24550.0,24550.0,0.0,3714141.0,3714141.0,0.23587151924930463
051910,LG화학,KOSPI,2025-11-25,365000.0,369000.0,359500.0,363000.0,363000.0,0.0,251051.0,251051.0,-0.6844488769416707
108490,로보티즈,KOSDAQ,2025-11-25,210000.0,210500.0,195000.0,195000.0,195000.0,0.0,464935.0,464935.0,-1.4004850839811636
058610,에스피지,KOSDAQ,2025-11-25,46450.0,49200.0,45750.0,47250.0,47250.0,0.0,1886309.0,1886309.0,1.0546647605556878
098460,고영,KOSDAQ,2025-11-25,19410.0,19460.0,18780.0,19100.0,19100.0,0.0,4652846.0,4652846.0,0.4051384145686883
068270,셀트리온,KOSPI,2025-11-25,183600.0,187600.0,182300.0,182500.0,182500.0,0.0,466759.0,466759.0,-0.7210659465399638
009540,HD한국조선해양,KOSPI,2025-11-25,439500.0,444000.0,420000.0,420000.0,420000.0,0.0,197185.0,197185.0,-0.615208826607448
352820,하이브,KOSPI,2025-11-25,291000.0,291500.0,277000.0,280500.0,280500.0,0.0,290393.0,290393.0,0.15786628562410177
125490,한라캐스트,KOSDAQ,2025-11-25,11200.0,11850.0,11070.0,11520.0,11520.0,0.0,7045993.0,7045993.0,0.087658550843466
087010,펩트론,KOSDAQ,2025-11-25,313500.0,328500.0,311000.0,318500.0,318500.0,0.0,254757.0,254757.0,0.34380991876535155
317850,대모,KOSDAQ,2025-11-25,8860.0,9650.0,8250.0,8900.0,8900.0,0.0,8655203.0,8655203.0,3.115024663952829
006400,삼성SDI,KOSPI,2025-11-25,288000.0,289000.0,281000.0,284500.0,284500.0,0.0,265462.0,265462.0,-1.2927412476578637
010120,LS ELECTRIC,KOSPI,2025-11-25,454000.0,458000.0,437500.0,440000.0,440000.0,0.0,170664.0,170664.0,-0.7996264694389517
055550,신한지주,KOSPI,2025-11-25,77500.0,79000.0,77100.0,77500.0,77500.0,0.0,956374.0,956374.0,-0.8159856929111284
000270,기아,KOSPI,2025-11-25,112200.0,113200.0,111000.0,111200.0,111200.0,0.0,632037.0,632037.0,-0.9067901001349667
010140,삼성중공업,KOSPI,2025-11-25,25500.0,25800.0,24650.0,24800.0,24800.0,0.0,2791063.0,2791063.0,-1.2800014538361875
214450,파마리서치,KOSDAQ,2025-11-25,422500.0,424000.0,402000.0,407500.0,407500.0,0.0,164743.0,164743.0,0.5398211915817057
272210,한화시스템,KOSPI,2025-11-25,47500.0,48300.0,45850.0,46200.0,46200.0,0.0,1339295.0,1339295.0,0.11325578004462711
001440,대한전선,KOSPI,2025-11-25,22450.0,23000.0,21650.0,21850.0,21850.0,0.0,2807404.0,2807404.0,-0.40698946815013404
020150,롯데에너지머티리얼즈,KOSPI,2025-11-25,42850.0,44650.0,41700.0,42750.0,42750.0,0.0,1429639.0,1429639.0,1.3896024589153402
006800,미래에셋증권,KOSPI,2025-11-25,21500.0,21950.0,20700.0,21000.0,21000.0,0.0,2900422.0,2900422.0,-0.5995627077375304
0015G0,그린광학,KOSDAQ,2025-11-25,21900.0,24500.0,21700.0,21800.0,21800.0,0.0,2767457.0,2767457.0,-0.48203587535013165
141080,리가켐바이오,KOSDAQ,2025-11-25,171600.0,178000.0,170200.0,172900.0,172900.0,0.0,346229.0,346229.0,-0.2340263060403353
086790,하나금융지주,KOSPI,2025-11-25,91000.0,93100.0,90200.0,90800.0,90800.0,0.0,655231.0,655231.0,-0.6858326798955976
005690,파미셀,KOSPI,2025-11-25,16960.0,17410.0,15710.0,16040.0,16040.0,0.0,3680270.0,3680270.0,0.2052964865589115
424870,이뮨온시아,KOSDAQ,2025-11-25,7300.0,7920.0,7300.0,7500.0,7500.0,0.0,7856374.0,7856374.0,0.8490051955196538
388210,씨엠티엑스,KOSDAQ,2025-11-25,104500.0,105000.0,92000.0,92100.0,92100.0,0.0,603237.0,603237.0,-0.676728211413029
067310,하나마이크론,KOSDAQ,2025-11-25,24600.0,25400.0,24200.0,24900.0,24900.0,0.0,2213567.0,2213567.0,0.06523605533631838
003230,삼양식품,KOSPI,2025-11-25,1360000.0,1365000.0,1310000.0,1311000.0,1311000.0,0.0,41596.0,41596.0,-0.6712758956811502
476060,온코닉테라퓨틱스,KOSDAQ,2025-11-25,16600.0,17300.0,15270.0,15420.0,15420.0,0.0,3294075.0,3294075.0,0.710757851232415
005490,POSCO홀딩스,KOSPI,2025-11-25,305500.0,307000.0,299500.0,301000.0,301000.0,0.0,167675.0,167675.0,-1.4879848663173076
488900,비츠로넥스텍,KOSDAQ,2025-11-25,11810.0,12700.0,10700.0,11100.0,11100.0,0.0,4534622.0,4534622.0,-0.7716498509664287
950160,코오롱티슈진,KOSDAQ,2025-11-25,64000.0,66700.0,62300.0,62800.0,62800.0,0.0,796594.0,796594.0,1.038896809313705
226950,올릭스,KOSDAQ,2025-11-25,130300.0,132500.0,125500.0,126100.0,126100.0,0.0,395425.0,395425.0,-1.8481693303238909
079550,LIG넥스원,KOSPI,2025-11-25,397500.0,399000.0,383000.0,384500.0,384500.0,0.0,127289.0,127289.0,-0.6828477551095566
036570,엔씨소프트,KOSPI,2025-11-25,205500.0,211000.0,199400.0,208000.0,208000.0,0.0,224123.0,224123.0,0.7637078579013712
033780,KT&G,KOSPI,2025-11-25,146400.0,146500.0,139800.0,140200.0,140200.0,0.0,322552.0,322552.0,0.11493974089410659
042520,한스바이오메드,KOSDAQ,2025-11-25,34250.0,35950.0,28150.0,31100.0,31100.0,0.0,1445289.0,1445289.0,1.045101674933357
450140,코오롱모빌리티그룹,KOSPI,2025-11-25,8170.0,10490.0,8170.0,10490.0,10490.0,0.0,4277888.0,4277888.0,0.5351039947480319
469610,이노테크,KOSDAQ,2025-11-25,28050.0,30500.0,27750.0,28200.0,28200.0,0.0,1585587.0,1585587.0,-0.20081238342013108
000720,현대건설,KOSPI,2025-11-25,61100.0,63000.0,60200.0,60800.0,60800.0,0.0,733921.0,733921.0,-0.8010518812050778
249420,일동제약,KOSPI,2025-11-25,30100.0,31100.0,28550.0,28750.0,28750.0,0.0,1551211.0,1551211.0,-0.6009864947009743
443060,HD현대마린솔루션,KOSPI,2025-11-25,209500.0,213000.0,187000.0,187800.0,187800.0,0.0,236662.0,236662.0,1.0961411278964155
222800,심텍,KOSDAQ,2025-11-25,52200.0,53500.0,51500.0,52400.0,52400.0,0.0,819223.0,819223.0,-0.6814145707308696
326030,SK바이오팜,KOSPI,2025-11-25,129100.0,133500.0,128000.0,129000.0,129000.0,0.0,324435.0,324435.0,0.5815128300673634
066570,LG전자,KOSPI,2025-11-25,85800.0,87700.0,85100.0,85200.0,85200.0,0.0,485683.0,485683.0,-0.9149918532229407
425420,티에프이,KOSDAQ,2025-11-25,44000.0,50600.0,43550.0,47300.0,47300.0,0.0,866323.0,866323.0,2.274025357222045
017670,SK텔레콤,KOSPI,2025-11-25,53900.0,54000.0,53500.0,53500.0,53500.0,0.0,741627.0,741627.0,-0.23049377575002922
034730,SK,KOSPI,2025-11-25,257500.0,262000.0,248500.0,249000.0,249000.0,0.0,158349.0,158349.0,-0.8798429590756617
003670,포스코퓨처엠,KOSPI,2025-11-25,190500.0,191500.0,186000.0,187100.0,187100.0,0.0,209557.0,209557.0,-1.3390400937710785
397030,에이프릴바이오,KOSDAQ,2025-11-25,36750.0,39500.0,36250.0,38150.0,38150.0,0.0,1019007.0,1019007.0,0.010239276794021493
221800,유투바이오,KOSDAQ,2025-11-25,5820.0,6900.0,5810.0,5920.0,5920.0,0.0,6529752.0,6529752.0,1.1906152309546207
128820,대성산업,KOSPI,2025-11-25,4135.0,4945.0,4055.0,4705.0,4705.0,0.0,7933830.0,7933830.0,3.4194782212818615
068330,일신바이오,KOSDAQ,2025-11-25,1730.0,1972.0,1718.0,1763.0,1763.0,0.0,21146893.0,21146893.0,2.133986484887802
445680,큐리옥스바이오시스템즈,KOSDAQ,2025-11-25,80800.0,88400.0,80700.0,86500.0,86500.0,0.0,425487.0,425487.0,1.0264560989001104
041930,동아화성,KOSDAQ,2025-11-25,5730.0,7200.0,5730.0,6350.0,6350.0,0.0,5706962.0,5706962.0,2.958338839752818
084670,동양고속,KOSPI,2025-11-25,16310.0,18640.0,15500.0,15600.0,15600.0,0.0,2313249.0,2313249.0,2.288151659350656
010130,고려아연,KOSPI,2025-11-25,1091000.0,1148000.0,1091000.0,1138000.0,1138000.0,0.0,31685.0,31685.0,-0.15690207401304523
220100,퓨쳐켐,KOSDAQ,2025-11-25,30200.0,32550.0,28550.0,29050.0,29050.0,0.0,1233221.0,1233221.0,0.7813802795072783
003720,삼영,KOSPI,2025-11-25,6490.0,7150.0,6380.0,6920.0,6920.0,0.0,5167774.0,5167774.0,1.3894179069375585
010620,HD현대미포,KOSPI,2025-11-25,225000.0,228500.0,217500.0,219500.0,219500.0,0.0,162424.0,162424.0,-1.2984763305903197
010950,S-Oil,KOSPI,2025-11-25,83000.0,83300.0,79000.0,80400.0,80400.0,0.0,436537.0,436537.0,0.18227242390047035
066970,엘앤에프,KOSPI,2025-11-25,115200.0,116600.0,112000.0,113600.0,113600.0,0.0,306675.0,306675.0,-1.1440144396857428
356860,티엘비,KOSDAQ,2025-11-25,67400.0,69800.0,66500.0,68200.0,68200.0,0.0,501077.0,501077.0,-0.3370568686329125
277810,레인보우로보틱스,KOSDAQ,2025-11-25,372500.0,374500.0,360000.0,361500.0,361500.0,0.0,93040.0,93040.0,-1.2116704384732435
214370,케어젠,KOSDAQ,2025-11-25,78400.0,84500.0,78200.0,83200.0,83200.0,0.0,401071.0,401071.0,1.9836846476646295
032350,롯데관광개발,KOSPI,2025-11-25,21950.0,22300.0,20275.0,20700.0,20700.0,0.0,1611531.0,1611531.0,0.5635257941583397
287840,인투셀,KOSDAQ,2025-11-25,53000.0,56000.0,51400.0,52500.0,52500.0,0.0,634346.0,634346.0,0.18391240237522802
039200,오스코텍,KOSDAQ,2025-11-25,54500.0,55800.0,52600.0,53200.0,53200.0,0.0,608578.0,608578.0,1.09703682155409
448900,한국피아이엠,KOSDAQ,2025-11-25,44000.0,45150.0,39500.0,40150.0,40150.0,0.0,802921.0,802921.0,0.21804968199067717
128940,한미약품,KOSPI,2025-11-25,450000.0,460500.0,441500.0,444500.0,444500.0,0.0,72199.0,72199.0,-0.9901863437502014
011070,LG이노텍,KOSPI,2025-11-25,238000.0,240000.0,233000.0,236000.0,236000.0,0.0,135188.0,135188.0,-0.7785207382244267
240810,원익IPS,KOSDAQ,2025-11-25,60700.0,61100.0,57500.0,60000.0,60000.0,0.0,526642.0,526642.0,-0.6486044026411619
234030,싸이닉솔루션,KOSDAQ,2025-11-25,9130.0,9700.0,8890.0,9480.0,9480.0,0.0,3332397.0,3332397.0,0.7843537913471534
090430,아모레퍼시픽,KOSPI,2025-11-25,132100.0,132100.0,125800.0,126400.0,126400.0,0.0,249048.0,249048.0,0.06665397519176619
316140,우리금융지주,KOSPI,2025-11-25,25800.0,26300.0,25650.0,25750.0,25750.0,0.0,1219820.0,1219820.0,-1.1854214572963322
012330,현대모비스,KOSPI,2025-11-25,296000.0,297500.0,291500.0,293500.0,293500.0,0.0,104305.0,104305.0,-1.5115569072537869
000100,유한양행,KOSPI,2025-11-25,116200.0,117500.0,114200.0,114500.0,114500.0,0.0,266686.0,266686.0,-0.8984287305053763
001040,CJ,KOSPI,2025-11-25,185900.0,185900.0,173100.0,174500.0,174500.0,0.0,174585.0,174585.0,0.3331068077696668
247540,에코프로비엠,KOSDAQ,2025-11-25,141600.0,143500.0,136500.0,137400.0,137400.0,0.0,218794.0,218794.0,-1.2547738077048436
466100,클로봇,KOSDAQ,2025-11-25,37350.0,37700.0,34850.0,34900.0,34900.0,0.0,850794.0,850794.0,-1.2538252685083084
464580,닷밀,KOSDAQ,2025-11-25,2270.0,2800.0,2150.0,2440.0,2440.0,0.0,12092442.0,12092442.0,2.558269378499488
267250,HD현대,KOSPI,2025-11-25,205000.0,208000.0,201500.0,202500.0,202500.0,0.0,143048.0,143048.0,-1.069731767749642
257720,실리콘투,KOSDAQ,2025-11-25,46750.0,47050.0,44700.0,44750.0,44750.0,0.0,638860.0,638860.0,-0.40222620407134446
389470,인벤티지랩,KOSDAQ,2025-11-25,62500.0,64000.0,57900.0,58900.0,58900.0,0.0,483953.0,483953.0,-0.2204699310831559
090710,휴림로봇,KOSDAQ,2025-11-25,5000.0,5040.0,4727.0,4770.0,4770.0,0.0,5954091.0,5954091.0,-0.9251443010338759
032830,삼성생명,KOSPI,2025-11-25,149100.0,150400.0,145400.0,146700.0,146700.0,0.0,191417.0,191417.0,-0.9331629094231503
003160,디아이,KOSPI,2025-11-25,21800.0,22350.0,20050.0,20800.0,20800.0,0.0,1350023.0,1350023.0,-0.3031009551103923
000250,삼천당제약,KOSDAQ,2025-11-25,210500.0,216000.0,198500.0,204000.0,204000.0,0.0,137579.0,137579.0,0.07748784562457646
044960,이글벳,KOSDAQ,2025-11-25,4250.0,4840.0,4190.0,4250.0,4250.0,0.0,6414602.0,6414602.0,3.845544516732409
437730,삼현,KOSDAQ,2025-11-25,28800.0,30700.0,27850.0,27950.0,27950.0,0.0,958770.0,958770.0,-0.21856825367993474
209640,와이제이링크,KOSDAQ,2025-11-25,2400.0,3080.0,2390.0,2690.0,2690.0,0.0,9957678.0,9957678.0,3.8965967060681503
092200,디아이씨,KOSPI,2025-11-25,6990.0,7600.0,6710.0,6760.0,6760.0,0.0,3961798.0,3961798.0,0.6050190089261712
082740,한화엔진,KOSPI,2025-11-25,43300.0,43750.0,41850.0,42150.0,42150.0,0.0,627180.0,627180.0,-1.5956434940044
071050,한국금융지주,KOSPI,2025-11-25,160100.0,160300.0,153000.0,154600.0,154600.0,0.0,170964.0,170964.0,-1.4557809918236153
042670,HD현대인프라코어,KOSPI,2025-11-25,15020.0,15350.0,14180.0,14380.0,14380.0,0.0,1832436.0,1832436.0,0.41729416773448635
034230,파라다이스,KOSPI,2025-11-25,17330.0,17550.0,16670.0,16730.0,16730.0,0.0,1525839.0,1525839.0,0.20233087190600435
014680,한솔케미칼,KOSPI,2025-11-25,217000.0,232500.0,213500.0,231000.0,231000.0,0.0,110389.0,110389.0,1.3331235209528378
450330,하스,KOSDAQ,2025-11-25,5970.0,7740.0,5970.0,6960.0,6960.0,0.0,3630443.0,3630443.0,3.97453276477248
174900,앱클론,KOSDAQ,2025-11-25,32000.0,36200.0,31850.0,35250.0,35250.0,0.0,709450.0,709450.0,1.4505094286148108
006260,LS,KOSPI,2025-11-25,183400.0,186200.0,176700.0,177400.0,177400.0,0.0,140328.0,140328.0,-0.9106650097341338
062040,산일전기,KOSPI,2025-11-25,137900.0,139400.0,133200.0,133900.0,133900.0,0.0,185159.0,185159.0,-1.7675940694509857
336260,두산퓨얼셀,KOSPI,2025-11-25,30000.0,30350.0,28900.0,30350.0,30350.0,0.0,814663.0,814663.0,-0.7616451765459603
403850,더핑크퐁컴퍼니,KOSDAQ,2025-11-25,30400.0,31600.0,29500.0,29950.0,29950.0,0.0,823409.0,823409.0,-0.8040902832028715
036630,세종텔레콤,KOSDAQ,2025-11-25,9300.0,11880.0,9110.0,10050.0,10050.0,0.0,2450478.0,2450478.0,1.2811021280758532
475960,토모큐브,KOSDAQ,2025-11-25,40400.0,43850.0,40400.0,43150.0,43150.0,0.0,565015.0,565015.0,1.4890501830674057
475830,오름테라퓨틱,KOSDAQ,2025-11-25,57900.0,63600.0,57300.0,59100.0,59100.0,0.0,406938.0,406938.0,1.1130257335751976
014970,삼륭물산,KOSDAQ,2025-11-25,7670.0,8640.0,7160.0,7680.0,7680.0,0.0,3125145.0,3125145.0,1.7875290908470893
006340,대원전선,KOSPI,2025-11-25,3700.0,3850.0,3620.0,3630.0,3630.0,0.0,6497427.0,6497427.0,0.3225242860339924
000810,삼성화재,KOSPI,2025-11-25,479000.0,489000.0,469500.0,473000.0,473000.0,0.0,49760.0,49760.0,-1.3652746085385408
290650,엘앤씨바이오,KOSDAQ,2025-11-25,52100.0,55200.0,51800.0,53500.0,53500.0,0.0,428665.0,428665.0,-0.3793728221734123
017800,현대엘리베이터,KOSPI,2025-11-25,81800.0,82800.0,80900.0,81500.0,81500.0,0.0,278828.0,278828.0,-0.032307144960048474
083650,비에이치아이,KOSDAQ,2025-11-25,43500.0,44400.0,41750.0,42450.0,42450.0,0.0,527183.0,527183.0,-1.005201507032034
439260,대한조선,KOSPI,2025-11-25,63700.0,65800.0,60800.0,61700.0,61700.0,0.0,357989.0,357989.0,-0.20622296599523451
126340,비나텍,KOSDAQ,2025-11-25,59900.0,63500.0,56400.0,63500.0,63500.0,0.0,344726.0,344726.0,1.233377117840445
458870,씨어스테크놀로지,KOSDAQ,2025-11-25,128700.0,132000.0,122300.0,123700.0,123700.0,0.0,174217.0,174217.0,0.27581966810264275
035900,JYP Ent.,KOSDAQ,2025-11-25,65300.0,65500.0,62700.0,63000.0,63000.0,0.0,341023.0,341023.0,-0.3366981482554306
009830,한화솔루션,KOSPI,2025-11-25,26950.0,27650.0,26800.0,27450.0,27450.0,0.0,764473.0,764473.0,-0.4308971883302118
033170,시그네틱스,KOSDAQ,2025-11-25,732.0,917.0,732.0,800.0,800.0,0.0,25948050.0,25948050.0,2.106613586003415
271560,오리온,KOSPI,2025-11-25,102700.0,104800.0,101000.0,102700.0,102700.0,0.0,200795.0,200795.0,0.5616299749462605
138040,메리츠금융지주,KOSPI,2025-11-25,108200.0,109700.0,107500.0,107500.0,107500.0,0.0,190512.0,190512.0,-0.8121342910643763
064400,LG씨엔에스,KOSPI,2025-11-25,57000.0,57300.0,56300.0,56700.0,56700.0,0.0,356941.0,356941.0,-1.1842459839322748
039030,이오테크닉스,KOSDAQ,2025-11-25,251000.0,256000.0,241000.0,247000.0,247000.0,0.0,81868.0,81868.0,-0.7913045001238244
