종목명,현재가,전일비,등락률,거래량,거래대금,market,code,name,close,volume,trading_value,change_rate,change,trade_date,listed_shares_x,market_cap,stock_kind,sector_name,listed_shares_y,security_group,history_days,avg_trading_value,std_trading_value,avg_volume,std_volume,tv_ratio,tv_z,vol_ratio,vol_z,tv_z_rel,size_bucket,rank_overall,rank_in_bucket,is_top_bucket,pattern_label,signal_tone,signal_strength,market_tv_today,market_tv_mean,market_tv_std,market_tv_z,market_ret_today,market_ret_mean,market_ret_std,market_ret_z,market_regime,window_days,min_history_days
한신공영,"11,050","상한가2,550",+30.00%,"3,651,333",,KOSPI,004960,한신공영,11050,3651333,40347229650,30.0,2550,2025-12-03,11570702.0,127856257100.0,보통주,-,11570702.0,주권,54,306592496.1111111,228769633.04928303,38250.351851851854,26851.9732721771,131.59888177882183,175.02601468641197,95.45880817363577,134.55557293779503,175.6186334961698,small,1.0,1.0,True,boom_and_fade,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
동신건설,"17,910","상승4,060",+29.31%,"739,650",,KOSDAQ,025950,동신건설,17910,739650,13247131500,29.31,4060,2025-12-03,8400000.0,150444000000.0,보통주,우량기업부,8400000.0,주권,54,219337780.55555555,102410986.30611524,14208.574074074075,6226.203312058545,60.396031483708136,127.21089981990066,52.05659597817176,116.51425267802188,127.8035186296585,small,2.0,2.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
세이브존I&C,"2,700",상승150,+5.88%,"2,353,865",,KOSPI,067830,세이브존I&C,2700,2353865,6355435500,5.88,150,2025-12-03,41040895.0,110810416500.0,보통주,-,41040895.0,주권,54,132178508.2037037,308097025.6741257,53120.648148148146,121477.57620750926,48.08221537956439,20.199016781092322,44.31167694782841,18.93966297056912,20.79163559085016,small,3.0,3.0,True,boom_and_fade,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
미래컴퍼니,"21,400","상승4,020",+23.13%,"973,660",,KOSDAQ,049950,미래컴퍼니,21400,973660,20836324000,23.13,4020,2025-12-03,8817884.0,188702717600.0,보통주,우량기업부,8817884.0,주권,54,1280507832.5,1098014758.4661098,78896.33333333333,64297.48943013925,16.271922335156823,17.810157847804184,12.341004440426046,13.915996947887812,18.402776657562022,small,4.0,4.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
인벤티지랩,"78,300","상승7,800",+11.06%,"6,634,313",,KOSDAQ,389470,인벤티지랩,78300,6634313,519466707900,11.06,7800,2025-12-03,12369069.0,968498102700.0,보통주,기술성장기업부,12369069.0,주권,54,36864616489.81481,27436307279.27783,668681.9629629629,427735.0446647296,14.091200651538625,17.589906925072466,9.921477424937605,13.94702424187165,18.182525734830303,mid,5.0,1.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
이건홀딩스,"4,695",하락135,-2.80%,"1,761,882",,KOSDAQ,039020,이건홀딩스,4695,1761882,8272035990,-2.8,135,2025-12-03,22584709.0,106035208755.0,보통주,중견기업부,22584709.0,주권,54,631189946.462963,610415576.5960089,138557.90740740742,127543.03477180784,13.105462208887364,12.517449318948122,12.715853125722138,12.727657731344909,13.11006812870596,small,6.0,5.0,True,sudden_spike,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
사조산업,"59,000","상승6,700",+12.81%,"101,764",,KOSPI,007160,사조산업,59000,101764,6004076000,12.81,6700,2025-12-03,5000000.0,295000000000.0,보통주,-,5000000.0,주권,54,525396238.4259259,447690400.7300138,10576.351851851852,8544.980108961265,11.427710289643608,12.23765296874898,9.621843280694351,10.671487468123901,12.830271778506818,small,7.0,6.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
다우데이타,"19,360","상승1,650",+9.32%,"590,354",,KOSDAQ,032190,다우데이타,19360,590354,11429253440,9.32,1650,2025-12-03,38300000.0,741488000000.0,보통주,우량기업부,38300000.0,주권,54,1880725425.2777777,868086449.354754,107727.83333333333,47955.08731615448,6.077045211590061,10.999512804075692,5.480050807049246,10.064128618614482,11.59213161383353,small,8.0,7.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
현대바이오,"6,100",상승520,+9.32%,"2,963,611",,KOSDAQ,048410,현대바이오,6100,2963611,18078027100,9.32,520,2025-12-03,96040960.0,585849856000.0,보통주,중견기업부,96040960.0,주권,54,2781323280.9259257,1740790543.1731286,521550.48148148146,300615.5625863114,6.4997935421522355,8.787216749920473,5.682309009823487,8.123533251267938,9.37983555967831,small,9.0,8.0,True,sudden_spike,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
아스트,626,상승35,+5.92%,"3,594,446",,KOSDAQ,067390,아스트,626,3594446,2250123196,5.92,35,2025-12-03,403157579.0,252376644454.0,보통주,중견기업부,403157579.0,주권,54,490119510.2407407,216770832.8468243,896286.4814814815,377378.50245577557,4.590968425016925,8.119190495535541,4.010376229326479,7.14974356239254,8.711809305293379,small,10.0,9.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
엘앤케이바이오,"14,110","상승2,080",+17.29%,"2,576,148",,KOSDAQ,156100,엘앤케이바이오,14110,2576148,36349448280,17.29,2080,2025-12-03,21032076.0,296762592360.0,보통주,벤처기업부,21032076.0,주권,54,3605644427.685185,4076524339.753209,360838.9074074074,374617.0133721361,10.08126258953833,8.032284643318752,7.13932989795744,5.913530388412856,8.62490345307659,small,11.0,10.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
토모큐브,"53,400","상승3,400",+6.80%,"1,819,250",,KOSDAQ,475960,토모큐브,53400,1819250,97147950000,6.8,3400,2025-12-03,13321774.0,711382731600.0,보통주,기술성장기업부,13321774.0,주권,54,17482412142.592594,9925525871.614511,391471.7962962963,203286.71218594885,5.556896222765357,8.026329172667685,4.647205794164161,7.023470389927392,8.618947982425523,mid,12.0,2.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
톱텍,"5,070",상승325,+6.85%,"556,133",,KOSDAQ,108230,톱텍,5070,556133,2819594310,6.85,325,2025-12-03,38023245.0,192777852150.0,보통주,우량기업부,38023245.0,주권,54,604946486.8518518,280983578.5435294,130283.87037037036,58717.413953596195,4.6608987262215535,7.8817695846416145,4.268625106231706,7.2525184771620586,8.474388394399451,small,13.0,11.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
GRT,"3,125",상승210,+7.20%,"718,516",,KOSDAQ,900290,GRT,3125,718516,2245362500,7.2,210,2025-12-03,80850000.0,252656250000.0,보통주,외국기업(소속부없음),80850000.0,외국주권,54,399144902.3703704,239467897.66131803,137843.85185185185,81168.44305224052,5.625431983887663,7.709666371401291,5.212535708681643,7.153915072319718,8.302285181159128,small,14.0,12.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
링크솔루션,"48,850","상한가11,250",+29.92%,"1,724,563",,KOSDAQ,474650,링크솔루션,48850,1724563,84244902550,29.92,11250,2025-12-03,5579032.0,272535713200.0,보통주,기술성장기업부,5579032.0,주권,54,8597017738.333334,9825319376.694162,290587.64814814815,329269.63052610605,9.79931705553654,7.699279983824733,5.934742963062142,4.355018558986598,8.29189879358257,small,15.0,13.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
와이투솔루션,"4,050",상승525,+14.89%,"5,842,056",,KOSPI,011690,와이투솔루션,4050,5842056,23660326800,14.89,525,2025-12-03,36574394.0,148126295700.0,보통주,-,36574394.0,주권,54,1624213449.7222223,2983348459.774235,482445.14814814815,820669.1679406923,14.567252108426056,7.38636925836862,12.10926469552977,6.530781295586795,7.978988068126457,small,16.0,14.0,True,boom_and_fade,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
신라젠,"3,305",상승30,+0.92%,"3,855,932",,KOSDAQ,215600,신라젠,3305,3855932,12743855260,0.92,30,2025-12-03,138129836.0,456519107980.0,보통주,중견기업부,138129836.0,주권,54,2599209173.814815,1598645587.4343255,849316.2037037037,474884.19765070506,4.902974100116791,6.345775552707951,4.540042899434894,6.331260991985616,6.938394362465788,small,17.0,15.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
아이에스티이,"9,500",상승890,+10.34%,"5,862,207",,KOSDAQ,212710,아이에스티이,9500,5862207,55690966500,10.34,890,2025-12-03,9410478.0,89399541000.0,보통주,기술성장기업부,9410478.0,주권,54,5399495598.148149,8079902791.817544,487201.14814814815,742604.0292488956,10.314105361823092,6.224266825682809,12.032416225376833,7.2380510206608815,6.816885635440646,small,18.0,16.0,True,boom_and_fade,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
스맥,"6,860","상승1,200",+21.20%,"41,043,665",,KOSDAQ,099440,스맥,6860,41043665,281559541900,21.2,1200,2025-12-03,68243394.0,468149682840.0,보통주,우량기업부,68243394.0,주권,54,25483166325.12963,41709740923.18412,5460852.425925926,8513126.356563823,11.048844492387378,6.13948612259377,7.5159813521312575,4.179758538018043,6.732104932351606,mid,19.0,3.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
하나투어,"49,400","상승2,400",+5.11%,"301,173",,KOSPI,039130,하나투어,49400,301173,14877946200,5.11,2400,2025-12-03,15489932.0,765202640800.0,보통주,-,15489932.0,주권,54,3711837103.703704,1873550550.063961,77172.46296296296,38849.723054651644,4.008243299565774,5.9598653988359676,3.9025967091984692,5.765820691229264,6.552484208593804,small,20.0,17.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
대성산업,"6,230","상한가1,435",+29.93%,"10,070,255",,KOSPI,128820,대성산업,6230,10070255,62737688650,29.93,1435,2025-12-03,45235478.0,281817027940.0,보통주,-,45235478.0,주권,54,4474312373.12963,9816762400.8624,960317.9444444445,2053597.7139819711,14.021749806019267,5.935090806695285,10.486375953149313,4.436086480584938,6.527709616453122,small,21.0,18.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
대한화섬,"122,000","상승4,400",+3.74%,"1,083",,KOSPI,003830,대한화섬,122000,1083,132126000,3.74,4400,2025-12-03,1328000.0,162016000000.0,보통주,-,1328000.0,주권,54,21577347.222222224,18966609.639073152,187.83333333333334,166.96070603136107,6.123366261813926,5.828593242623408,5.765749778172138,5.361540975386885,6.421212052381245,small,22.0,19.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
아스타,"8,120",하락730,-8.25%,"186,181",,KOSDAQ,246720,아스타,8120,186181,1511789720,-8.25,730,2025-12-03,14914900.0,121108988000.0,보통주,벤처기업부,14914900.0,주권,54,316000922.5925926,218877875.10321325,38887.2037037037,26161.55762945378,4.784130715811518,5.4632694000868085,4.787718896390272,5.630161566926992,6.055888209844645,small,23.0,20.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
비나텍,"77,500","상승12,600",+19.41%,"743,176",,KOSDAQ,126340,비나텍,77500,743176,57596140000,19.41,12600,2025-12-03,6413668.0,497059270000.0,보통주,벤처기업부,6413668.0,주권,54,11730977774.537037,8478375338.486266,213339.2037037037,144187.89624474733,4.909747602200451,5.409664044627182,3.483541642126688,3.6746274139192727,6.002282854385019,mid,24.0,4.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
삼화페인트,"5,850",상승10,+0.17%,"166,011",,KOSPI,000390,삼화페인트,5850,166011,971164350,0.17,10,2025-12-03,27203469.0,159140293650.0,보통주,-,27203469.0,주권,54,236732282.7777778,138950144.84735915,40508.88888888889,23998.521924348992,4.1023739500355285,5.285579716588404,4.098137582972187,5.229576700879074,5.878198526346241,small,25.0,21.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
SNT모티브,"35,950","상승3,650",+11.30%,"277,873",,KOSPI,064960,SNT모티브,35950,277873,9989534350,11.3,3650,2025-12-03,26540272.0,954122778400.0,보통주,-,26540272.0,주권,54,2465725342.1296296,1437892539.864897,73197.98148148147,39700.25953742964,4.0513572940658955,5.232525240430903,3.7961839162231508,5.155508324210064,5.825144050188739,small,26.0,22.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
진로발효,"18,480",하락220,-1.18%,"13,219",,KOSDAQ,018120,진로발효,18480,13219,244287120,-1.18,220,2025-12-03,6621120.0,122358297600.0,보통주,우량기업부,6621120.0,주권,54,47219210.37037037,37984322.55704697,2541.0555555555557,2070.368460659378,5.173468977644911,5.188138062319317,5.202168827477645,5.157509229561823,5.780756872077154,small,27.0,23.0,True,sudden_spike,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
팬오션,"4,330",하락50,-1.14%,"10,791,345",,KOSPI,028670,팬오션,4330,10791345,46726523850,-1.14,50,2025-12-03,534569512.0,2314685986960.0,보통주,-,534569512.0,주권,54,7111357103.111111,8029114852.675134,1837863.9259259258,1883871.6191456083,6.570690118986973,4.933939478234009,5.871677901596149,4.752702351413279,5.526558287991846,small,28.0,24.0,True,sudden_spike,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
에이비온,"4,090",하락10,-0.24%,"6,148,487",,KOSDAQ,203400,에이비온,4090,6148487,25147311830,-0.24,10,2025-12-03,29456280.0,120476185200.0,보통주,기술성장기업부,29456280.0,주권,54,2938687290.796296,4558551786.142463,661904.8888888889,1132163.7238425564,8.557328269924845,4.871859656550504,9.289079297059128,4.84610308170773,5.464478466308341,small,29.0,25.0,True,sudden_spike,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
코오롱글로벌,"9,750",상승390,+4.17%,"41,046",,KOSPI,003070,코오롱글로벌,9750,41046,400198500,4.17,390,2025-12-03,18932713.0,184593951750.0,보통주,-,18932713.0,주권,54,120466411.75925925,57938988.55844303,13303.444444444445,6360.010503927088,3.3220753748336,4.828045763321794,3.0853663629302353,4.362029832879282,5.42066457307963,small,30.0,26.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
미창석유,"110,700",상승600,+0.54%,"3,941",,KOSPI,003650,미창석유,110700,3941,436268700,0.54,600,2025-12-03,1739672.0,192581690400.0,보통주,-,1739672.0,주권,54,106037496.2962963,70285241.79113282,976.9074074074074,644.2314499278738,4.11428707049959,4.698443020016268,4.03415919473774,4.600974685300514,5.2910618297741046,small,31.0,27.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
대성홀딩스,"8,870",상승270,+3.14%,"50,713",,KOSPI,016710,대성홀딩스,8870,50713,449824310,3.14,270,2025-12-03,16089459.0,142713501330.0,보통주,-,16089459.0,주권,54,144915157.5925926,66419005.313356906,17104.537037037036,7847.680651747364,3.1040528642601632,4.590691338554117,2.964885859827098,4.282598191031092,5.1833101483119535,small,32.0,28.0,True,sudden_spike,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
지놈앤컴퍼니,"4,410",상승650,+17.29%,"4,012,054",,KOSDAQ,314130,지놈앤컴퍼니,4410,4012054,17693158140,17.29,650,2025-12-03,31085515.0,137087121150.0,보통주,기술성장기업부,31085515.0,주권,54,1715467820.4814816,3541488292.8163004,516594.55555555556,992204.9691004045,10.313896844205477,4.5115750776102574,7.766349755051834,3.522920720316134,5.104193887368094,small,33.0,29.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
KPX홀딩스,"76,600","상승2,500",+3.37%,"10,016",,KOSPI,092230,KPX홀딩스,76600,10016,767225600,3.37,2500,2025-12-03,4224646.0,323607883600.0,보통주,-,4224646.0,주권,54,180284508.33333334,133433408.35220149,2612.0,1920.4012159412623,4.255637975180064,4.398756645093094,3.8346094946401226,3.855444340765539,4.991375454850931,small,34.0,30.0,True,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
내츄럴엔도텍,"2,575",상승245,+10.52%,"210,109",,KOSDAQ,168330,내츄럴엔도텍,2575,210109,541030675,10.52,245,2025-12-03,31754900.0,81768867500.0,보통주,벤처기업부,31754900.0,주권,54,134049299.92592593,100352129.04535346,54080.944444444445,39452.24323316649,4.036057445275486,4.055533040959616,3.8850837787390713,3.954858907094712,4.648151850717452,small,35.0,31.0,False,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
삼성물산,"245,500","상승21,000",+9.35%,"934,576",,KOSPI,028260,삼성물산,245500,934576,229438408000,9.35,21000,2025-12-03,169976544.0,41729241552000.0,보통주,-,169976544.0,주권,54,79428533516.7037,37281148318.20652,374389.1666666667,170547.65479751973,2.8886144291175846,4.023746082146238,2.496268811196905,3.2846352182233587,4.616364891904075,large,36.0,1.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
아이티켐,"49,700","상승4,550",+10.08%,"1,260,495",,KOSDAQ,309710,아이티켐,49700,1260495,62646601500,10.08,4550,2025-12-03,12583001.0,625375149700.0,보통주,기술성장기업부,12583001.0,주권,54,10868789686.944445,12943662249.088867,347406.8888888889,424063.24535970617,5.763898585253783,4.00024435253634,3.6282959270941344,2.1531885186998365,4.592863162294177,mid,37.0,5.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
코리아에프티,"8,770",상승640,+7.87%,"2,195,773",,KOSDAQ,123410,코리아에프티,8770,2195773,19256929210,7.87,640,2025-12-03,27841064.0,244166131280.0,보통주,우량기업부,27841064.0,주권,54,3933796499.1666665,3873003042.253632,599597.925925926,537765.3014660764,4.8952530244203984,3.9563957331458934,3.6620757095001437,2.968163006654614,4.5490145429037305,small,38.0,32.0,False,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
성창기업지주,"1,525",상승107,+7.55%,"258,654",,KOSPI,000180,성창기업지주,1525,258654,394447350,7.55,107,2025-12-03,69751600.0,106371190000.0,보통주,-,69751600.0,주권,54,101222439.48148148,74611672.2371994,64714.12962962963,45987.655716136454,3.896837025669231,3.930013920426841,3.9968705672211375,4.217215845214729,4.522632730184678,small,39.0,33.0,False,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
우양에이치씨,"12,730","상승1,650",+14.89%,"333,104",,KOSDAQ,101970,우양에이치씨,12730,333104,4240413920,14.89,1650,2025-12-03,14790009.0,188276814570.0,보통주,중견기업부,14790009.0,주권,54,718325662.1296296,905277202.0258613,46684.38888888889,53856.21026694702,5.903191468098729,3.8906185309742884,7.135233167404283,5.318228105754675,4.483237340732125,small,40.0,34.0,False,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
CJ대한통운,"100,500","상승7,100",+7.60%,"241,533",,KOSPI,000120,CJ대한통운,100500,241533,24274066500,7.6,7100,2025-12-03,22812344.0,2292640572000.0,보통주,-,22812344.0,주권,54,5848179282.407408,4767873952.882964,67327.62962962964,53261.01939108205,4.1507049164894205,3.864591933360803,3.5874276478865643,3.2707855080884736,4.45721074311864,small,41.0,35.0,False,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
에이팩트,"5,660",상승320,+5.99%,"3,327,380",,KOSDAQ,200470,에이팩트,5660,3327380,18832970800,5.99,320,2025-12-03,42362093.0,239769446380.0,보통주,중견기업부,42362093.0,주권,54,4593035766.888889,3689625425.674188,963423.0925925926,776293.4643893589,4.100331840602362,3.859452760169852,3.453705880192209,3.045184605884738,4.452071569927689,small,42.0,36.0,False,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
CJ CGV,"5,710",하락860,-13.09%,"3,462,328",,KOSPI,079160,CJ CGV,5710,3462328,19769892880,-13.09,860,2025-12-03,165581489.0,945470302190.0,보통주,-,165581489.0,주권,54,3313256611.0555553,4320510314.804287,607374.3888888889,719827.3435497587,5.96690664225419,3.808956597686055,5.700484023262606,3.966164437477721,4.401575407443892,small,43.0,37.0,False,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
하림지주,"9,040",상승400,+4.63%,"725,071",,KOSDAQ,003380,하림지주,9040,725071,6554641840,4.63,400,2025-12-03,112005621.0,1012530813840.0,보통주,우량기업부,112005621.0,주권,54,2471234732.4074073,1074487197.1753864,314911.6111111111,125750.1043344654,2.6523752495234043,3.8003310959191134,2.302458767530713,3.2617021755939253,4.39294990567695,small,44.0,38.0,False,sudden_spike,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
큐라티스,"1,079",상승2,+0.19%,"727,626",,KOSDAQ,348080,큐라티스,1079,727626,785108454,0.19,2,2025-12-03,81786794.0,88247950726.0,보통주,투자주의환기종목(소속부없음),81786794.0,주권,54,239298812.4074074,145212328.27169466,249087.53703703705,142344.13089592935,3.2808706658491436,3.758700436035801,2.9211658224867696,3.3618418964729355,4.351319245793638,small,45.0,39.0,False,boom_and_fade,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
천일고속,"399,000","상한가92,000",+29.97%,"111,988",,KOSPI,000650,천일고속,399000,111988,44683212000,29.97,92000,2025-12-03,1429220.0,570258780000.0,보통주,-,1429220.0,주권,54,2844223123.611111,11344103418.332026,14545.203703703704,51070.279771865266,15.71016409685498,3.688170614592357,7.699307777414217,1.90801375538925,4.280789424350194,small,46.0,40.0,False,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
석경에이티,"61,400","상승10,000",+19.46%,"130,777",,KOSDAQ,357550,석경에이티,61400,130777,8029707800,19.46,10000,2025-12-03,5455000.0,334937000000.0,보통주,기술성장기업부,5455000.0,주권,54,958926737.962963,1926773542.3720965,18955.64814814815,35923.85546930514,8.373640531765144,3.6697520007110076,6.89910463508873,3.1127324834996273,4.262370810468845,small,47.0,41.0,False,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
오가노이드사이언스,"38,300","상승3,700",+10.69%,"2,168,753",,KOSDAQ,476040,오가노이드사이언스,38300,2168753,83063239900,10.69,3700,2025-12-03,6572704.0,251734563200.0,보통주,기술성장기업부,6572704.0,주권,54,13705781577.314816,19455861250.201134,372133.3703703704,482807.3930350427,6.060452622233707,3.5648618907563483,5.827891752469071,3.7211932864897723,4.157480700514185,mid,48.0,6.0,True,normal,🔴,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
에스엘,"43,850","상승2,650",+6.43%,"431,280",,KOSPI,005850,에스엘,43850,431280,18911628000,6.43,2650,2025-12-03,46448520.0,2036767602000.0,보통주,-,46448520.0,주권,54,6141990401.851851,3609712074.5313234,168885.12962962964,93324.87865941323,3.0790715651880562,3.5375778828027795,2.5536884209155093,2.8116283046879036,4.130196692560617,small,49.0,42.0,False,normal,🟢,3,22755797075304.0,25596547954628.61,4793555034956.503,-0.592618809757837,1.0026659194211034,0.39637629273740743,1.6343775938938314,0.37096055951136603,normal,60,20
