trade_date,code,name,market,market_name,sector_name_x,close,change,change_rate,open,high,low,volume,trading_value,market_cap,listed_shares_x,isu_cd,source_market,stock_kind,sector_name_y,listed_shares_y,security_group,history_days,avg_trading_value,std_trading_value,avg_volume,std_volume,tv_ratio,tv_z,vol_ratio,vol_z,tv_z_rel,size_bucket,rank_overall,rank_in_bucket,is_top_bucket,pattern_label,signal_tone,signal_strength,market_tv_today,market_tv_mean,market_tv_std,market_tv_z,market_ret_today,market_ret_mean,market_ret_std,market_ret_z,market_regime,window_days,min_history_days
2023-10-30,267850,아시아나IDT,KOSPI,KOSPI,-,12880.0,1990.0,18.27,11420.0,14150.0,10910.0,1853931.0,25272812010.0,142968000000.0,11100000.0,267850,KOSPI,보통주,-,11100000.0,주권,49,96998893.26530612,83739805.53088929,8078.693877551021,6601.478638671548,260.54742646264197,300.64331959127895,229.4840017582151,279.6119486488106,302.57794777470116,small,1.0,1.0,True,normal,🔴,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,377450,리파인,KOSDAQ,KOSDAQ,중견기업부,7280.0,310.0,4.45,7700.0,8050.0,7100.0,2332569.0,17839516700.0,126162400000.0,17330000.0,377450,KOSDAQ,보통주,중견기업부,17330000.0,주권,49,266307301.02040815,207331510.75117138,35303.142857142855,26765.77173758181,66.9884626957069,84.75898977107273,66.0725593026926,85.82849318397449,86.69361795449493,small,2.0,2.0,True,normal,🟢,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,020560,아시아나항공,KOSPI,KOSPI,-,10320.0,680.0,7.05,9890.0,12000.0,9800.0,4549365.0,50369752280.0,767929404480.0,74411764.0,020560,KOSPI,보통주,-,74411764.0,주권,49,1321301268.7755103,636249547.2726836,124768.6530612245,54892.794125819695,38.12132287338161,77.08995821132321,36.46240372385528,80.60432006425405,79.0245863947454,small,3.0,3.0,True,normal,🟢,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,048550,SM C&C,KOSDAQ,KOSDAQ,중견기업부,1870.0,190.0,11.31,1715.0,2020.0,1715.0,6506271.0,12356903837.0,180841379400.0,96706620.0,048550,KOSDAQ,보통주,중견기업부,96706620.0,주권,49,464935282.3469388,181699986.29897428,232583.95918367346,81057.29150163873,26.577685768702686,65.4483734252224,27.973859516519557,77.39818250267457,67.38300160864459,small,4.0,4.0,True,normal,🔴,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,001360,삼성제약,KOSPI,KOSPI,-,2655.0,120.0,4.73,2555.0,3050.0,2535.0,7680915.0,21636081315.0,178315319745.0,67162079.0,001360,KOSPI,보통주,-,67162079.0,주권,49,542561623.5714285,363593633.4511322,194825.693877551,121661.30188170013,39.87764776391635,58.01399626064571,39.424548411091486,61.53221435524093,59.948624444067896,small,5.0,5.0,True,normal,🟢,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,199800,툴젠,KOSDAQ,KOSDAQ,기술성장기업부,33950.0,4900.0,16.87,37750.0,37750.0,31200.0,491677.0,17133037300.0,268859352300.0,7919274.0,199800,KOSDAQ,보통주,기술성장기업부,7919274.0,주권,49,579886353.0612245,399231166.58016676,16948.448979591838,11289.845546369726,29.545508718311037,41.462571894709164,29.01014721713142,42.049162592225024,43.39720007813135,small,6.0,6.0,True,normal,🔴,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,020120,키다리스튜디오,KOSPI,KOSPI,-,4210.0,35.0,0.84,4500.0,5340.0,4145.0,1235266.0,5804599545.0,155731124860.0,36990766.0,020120,KOSPI,보통주,-,36990766.0,주권,49,272137918.877551,332867542.7294288,52512.08163265306,61558.91319934802,21.32962421753431,16.62061005034518,23.52346282216104,19.213365813285243,18.555238233767366,small,7.0,7.0,True,normal,🟢,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,004560,현대비앤지스틸,KOSPI,KOSPI,-,15130.0,550.0,3.77,15380.0,16330.0,14670.0,5492817.0,84284391090.0,228142410430.0,15078811.0,004560,KOSPI,보통주,-,15078811.0,주권,49,2098313871.0204082,5213341542.978982,159840.57142857142,385154.0525917844,40.1676757009725,15.764567991840648,34.36434786805424,13.846346397460144,17.699196175262834,small,8.0,8.0,True,sudden_spike,🟢,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,006650,대한유화,KOSPI,KOSPI,-,158000.0,15000.0,10.49,146000.0,163000.0,145800.0,203733.0,31943139500.0,1027000000000.0,6500000.0,006650,KOSPI,보통주,-,6500000.0,주권,49,4668770416.32653,2753490024.4434247,35112.4081632653,20483.111557571807,6.841874123494257,9.905381476436094,5.802307806764049,8.232176608656035,11.84000965985828,small,9.0,9.0,True,normal,🔴,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
2023-10-30,298690,에어부산,KOSPI,KOSPI,-,2685.0,140.0,5.5,2585.0,3050.0,2570.0,2929613.0,8291703400.0,313178400000.0,116640000.0,298690,KOSPI,보통주,-,116640000.0,주권,49,878600430.3061224,965706538.4284824,297571.97959183675,306327.26546827395,9.43739965744269,7.676351639657943,9.845056661646673,8.592251872795703,9.610979823080129,small,10.0,10.0,True,sudden_spike,🟢,3,11631997963388.0,18366816792293.754,3481195449656.097,-1.9346281834221857,0.5380881060136077,-0.1976692023941441,1.0620775537365112,0.6927529028546671,normal,60,20
